seed,model,final_signal_quality,irreversible_recall_final_phase,false_alarm_rate_final_phase,irreversible_core_violation_rate_final_phase,net_vigilance_value_final_phase,long_term_trajectory_value,state_complexity_count
16011,tdc_feedback_development,0.9141722388596368,0.9139072847682119,0.05055292259083728,0.2251655629139073,0.893240416873692,0.7713975776724605,4
16011,simple_static_threshold,0.58,0.6349206349206349,0.2109004739336493,0.46825396825396826,0.6368833972767622,0.6883586097946282,0
16011,simple_quality_schedule,0.92,0.8767123287671232,0.05687203791469194,0.3356164383561644,0.8540228526910342,0.7266666666666669,0
16011,simple_online_calibration,0.7352933836658111,0.8076923076923077,0.11058451816745656,0.35384615384615387,0.7808694116086881,0.7192480252764613,1
16012,tdc_feedback_development,0.9133940129029801,0.8863636363636364,0.04265402843601896,0.29545454545454547,0.8682510235209705,0.7835339652448664,4
16012,simple_static_threshold,0.58,0.7034482758620689,0.19984202211690363,0.4206896551724138,0.6794453886800675,0.6348636124275923,0
16012,simple_quality_schedule,0.92,0.8214285714285714,0.044233807266982623,0.32857142857142857,0.833081809975175,0.7426714060031601,0
16012,simple_online_calibration,0.7477476506770103,0.8,0.11927330173775672,0.35384615384615387,0.7775382564847695,0.725063191153238,1
16013,tdc_feedback_development,0.9158741581271203,0.9172932330827067,0.03317535545023697,0.20300751879699247,0.9029265037568401,0.8049620853080579,4
16013,simple_static_threshold,0.58,0.6571428571428571,0.19984202211690363,0.4642857142857143,0.6498887384337622,0.6825566087414421,0
16013,simple_quality_schedule,0.92,0.8785714285714286,0.05292259083728278,0.3142857142857143,0.8599154818325434,0.7257014218009485,0
16013,simple_online_calibration,0.6782771575329255,0.6883116883116883,0.1579778830963665,0.42857142857142855,0.6941719710366396,0.6601074249605055,1
16014,tdc_feedback_development,0.914490374223015,0.9147286821705426,0.03475513428120063,0.21705426356589147,0.898439583540778,0.7972185360716174,4
16014,simple_static_threshold,0.58,0.6074074074074074,0.18799368088467613,0.5185185185185185,0.6190308934526944,0.6219383886255909,0
16014,simple_quality_schedule,0.92,0.8195488721804511,0.06635071090047394,0.2932330827067669,0.834880233759755,0.7348272775144816,0
16014,simple_online_calibration,0.7317797894077325,0.7761194029850746,0.1382306477093207,0.3358208955223881,0.7642103911081017,0.7131158504476035,1
16015,tdc_feedback_development,0.913228767021895,0.8540145985401459,0.044233807266982623,0.2846715328467153,0.8555098163736102,0.7846977356503435,4
16015,simple_static_threshold,0.58,0.6438356164383562,0.2156398104265403,0.4589041095890411,0.641817243394144,0.6348657187993668,0
16015,simple_quality_schedule,0.92,0.8515625,0.05134281200631911,0.28125,0.8546845625987363,0.7549720905739868,0
16015,simple_online_calibration,0.7252619138928073,0.7816901408450704,0.1334913112164297,0.3380281690140845,0.7662459544181,0.695256977356503,1
16016,tdc_feedback_development,0.9139658657451328,0.8387096774193549,0.04344391785150079,0.29838709677419356,0.8461480317753408,0.7881226961558726,4
16016,simple_static_threshold,0.58,0.6754966887417219,0.2093206951026856,0.41721854304635764,0.6656656623039663,0.6437440758293831,0
