model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_Q,composite
FULL,0.8998161347901523,0.2744672609264907,0.10815724457692424,0.7095587037037007,0.94,0.8070862522159632
PTVM,0.9422467058666737,0.23950311650003422,0.15588041227378527,0.733526574074071,0.94,0.8250037936987542
simple_two_signal_learner,0.8129813170555876,0.34512470746010254,0.18727748554210827,0.6708667916666634,0.8741097978625842,0.7378744190598948
