seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_Q,composite
19065,PTVM,0.9292035398230089,0.26548672566371684,0.15188762071992976,0.7131366666666635,0.94,0.8102960230536534
19065,FULL,0.8495575221238938,0.3185840707964602,0.10798946444249341,0.6855358333333303,0.94,0.7750073043828869
19065,simple_two_signal_learner,0.7345132743362832,0.415929203539823,0.1202809482001756,0.6640833333333308,0.8126500857765915,0.7083363251092268
19066,PTVM,0.9702970297029703,0.26732673267326734,0.15716753022452504,0.7232349999999966,0.94,0.8236326696976685
19066,FULL,0.9108910891089109,0.3069306930693069,0.1079447322970639,0.6975291666666634,0.94,0.7993279986725996
19066,simple_two_signal_learner,0.8217821782178217,0.37623762376237624,0.19689119170984457,0.6396466666666636,0.8789380472403514,0.7230086758494495
19067,PTVM,0.9390243902439024,0.24390243902439024,0.15425065731814197,0.7512549999999962,0.94,0.8276953258534439
19067,FULL,0.8536585365853658,0.3170731707317073,0.10254163014899212,0.7185508333333296,0.94,0.785958650596217
19067,simple_two_signal_learner,0.7560975609756098,0.3902439024390244,0.19544259421560034,0.6727999999999966,0.9037069359009121,0.7083797738398059
19068,PTVM,0.9313725490196079,0.2549019607843137,0.13616652211621855,0.7422516666666636,0.94,0.8240158867532261
19068,FULL,0.8725490196078431,0.29411764705882354,0.09540329575021683,0.7171516666666636,0.94,0.7984425516342696
19068,simple_two_signal_learner,0.7450980392156863,0.4117647058823529,0.15871639202081528,0.6770483333333304,0.8829172798284782,0.7081070402232872
19069,PTVM,0.9591836734693877,0.21428571428571427,0.14411247803163443,0.7112841666666632,0.94,0.8331822195297266
19069,FULL,0.9285714285714286,0.24489795918367346,0.10896309314586995,0.6846241666666636,0.94,0.8167103618130022
19069,simple_two_signal_learner,0.7857142857142857,0.3673469387755102,0.1608084358523726,0.6615474999999968,0.8641339636092509,0.7271027388499329
19070,PTVM,0.954954954954955,0.1891891891891892,0.20833333333333334,0.6973491666666628,0.94,0.8218598141891882
19070,FULL,0.9099099099099099,0.22522522522522523,0.1449652777777778,0.6745558333333299,0.94,0.8063125694444435
19070,simple_two_signal_learner,0.9009009009009009,0.23423423423423423,0.20399305555555555,0.6709566666666634,0.9168188208671936,0.7886522672672664
19071,PTVM,0.967741935483871,0.1935483870967742,0.14679715302491103,0.7394358333333301,0.94,0.8474350115993181
19071,FULL,0.9032258064516129,0.25806451612903225,0.10142348754448399,0.71376833333333,0.94,0.8146089987276615
19071,simple_two_signal_learner,0.7741935483870968,0.34408602150537637,0.17615658362989323,0.6782116666666634,0.8184045772252828,0.7305581590804722
19072,PTVM,0.9411764705882353,0.18627450980392157,0.1702127659574468,0.710661666666663,0.94,0.8294071772006666
19072,FULL,0.8921568627450981,0.23529411764705882,0.1174468085106383,0.6896608333333298,0.94,0.8077493760429695
19072,simple_two_signal_learner,0.8235294117647058,0.30392156862745096,0.2323404255319149,0.6436074999999972,0.8658241889555773,0.7355122212661653
19073,PTVM,0.8947368421052632,0.18947368421052632,0.15812720848056538,0.7502583333333306,0.94,0.8269917732161669
19073,FULL,0.8421052631578947,0.24210526315789474,0.10954063604240283,0.7214141666666639,0.94,0.80055067761608
19073,simple_two_signal_learner,0.8210526315789474,0.2631578947368421,0.19169611307420495,0.6975874999999969,0.8962468331079468,0.7665839681746319
19074,PTVM,0.9655172413793104,0.28735632183908044,0.14786324786324787,0.7244791666666633,0.94,0.8193632340480392
19074,FULL,0.896551724137931,0.3448275862068966,0.10598290598290598,0.6923424999999966,0.94,0.7846476644930731
19074,simple_two_signal_learner,0.8735632183908046,0.3448275862068966,0.18205128205128204,0.6509441666666628,0.9152378854908857,0.7521878542219265
19075,PTVM,0.9646017699115044,0.24778761061946902,0.1373913043478261,0.735067499999997,0.94,0.833722242449018
19075,FULL,0.9026548672566371,0.3008849557522124,0.10086956521739131,0.7120908333333303,0.94,0.8034240165287923
19075,simple_two_signal_learner,0.8230088495575221,0.3805309734513274,0.1565217391304348,0.6879316666666638,0.8635858539334439,0.7424484803450038
19076,PTVM,0.9207920792079208,0.25742574257425743,0.1601423487544484,0.7361208333333302,0.94,0.8138829267012548
19076,FULL,0.8910891089108911,0.2871287128712871,0.11565836298932385,0.7105816666666636,0.94,0.8000582985242467
19076,simple_two_signal_learner,0.801980198019802,0.3564356435643564,0.2099644128113879,0.6595291666666625,0.8686431949874973,0.7243745576192395
