seed,model,trap_capture_rate,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trajectory_value,integrated_score,final_quality
17013,simple_time_schedule,0.25797579757975797,0.8256880733944955,0.056666666666666664,0.3119266055045872,0.6735474074074036,0.8146085822071503,0.92
17013,simple_anticapture,0.21032399780340472,0.7391304347826086,0.13555555555555557,0.3695652173913043,0.6977740740740703,0.7630803423160284,0.79
17013,simple_frozen_core,0.16058791507893305,0.7386363636363636,0.09,0.4431818181818182,0.7037940740740715,0.7654774554728925,0.8
17013,tdc_evidence_validated,0.1519262072707542,0.8648648648648649,0.07,0.26126126126126126,0.7265274074074055,0.852235549564686,0.9113432805965803
17014,simple_time_schedule,0.2361946418808092,0.8024691358024691,0.05333333333333334,0.2716049382716049,0.7037948148148118,0.8217689684101815,0.92
17014,simple_anticapture,0.2077922077922078,0.8037383177570093,0.11666666666666667,0.37383177570093457,0.6882992592592556,0.7836485835479853,0.79
17014,simple_frozen_core,0.1592775041050903,0.7105263157894737,0.09,0.39473684210526316,0.6661659259259233,0.7656238956394819,0.8
17014,tdc_evidence_validated,0.1765036537380551,0.8367346938775511,0.04777777777777778,0.30612244897959184,0.7245940740740722,0.8352445472078598,0.9099275451556136
17015,simple_time_schedule,0.2516592920353982,0.7551020408163265,0.06444444444444444,0.41836734693877553,0.6438940740740701,0.7716843190188561,0.92
17015,simple_anticapture,0.20886426592797783,0.7916666666666666,0.11777777777777777,0.3020833333333333,0.7326725925925898,0.7964653470811531,0.79
17015,simple_frozen_core,0.15043763676148797,0.7340425531914894,0.10444444444444445,0.3617021276595745,0.723534074074072,0.7804981711835677,0.8
17015,tdc_evidence_validated,0.14231188658669575,0.8113207547169812,0.06222222222222222,0.37735849056603776,0.7061548148148119,0.8157162726399153,0.9085040068187351
17016,simple_time_schedule,0.2401987852015461,0.8148148148148148,0.07,0.32098765432098764,0.6605807407407369,0.8095478486887401,0.92
17016,simple_anticapture,0.2108991825613079,0.8198198198198198,0.1288888888888889,0.2702702702702703,0.7274074074074044,0.8081219966560564,0.79
17016,simple_frozen_core,0.16132596685082873,0.75,0.08444444444444445,0.44642857142857145,0.6653074074074042,0.7669675013885233,0.8
17016,tdc_evidence_validated,0.15329275041505258,0.8181818181818182,0.056666666666666664,0.32727272727272727,0.718434074074072,0.8277191628131453,0.9110991942435784
17017,simple_time_schedule,0.22674094707520892,0.794392523364486,0.042222222222222223,0.3364485981308411,0.6895837037037006,0.8093408205690396,0.92
17017,simple_anticapture,0.20727075420510038,0.8412698412698413,0.10444444444444445,0.30158730158730157,0.7080296296296272,0.8118762560467605,0.79
17017,simple_frozen_core,0.15358744394618834,0.7475728155339806,0.08555555555555555,0.3592233009708738,0.6920903703703678,0.786106255642468,0.8
17017,tdc_evidence_validated,0.14709110867178923,0.8762886597938144,0.058888888888888886,0.26804123711340205,0.7343674074074055,0.8572648895328379,0.9116064903795771
17018,simple_time_schedule,0.24205242610150585,0.8673469387755102,0.06333333333333334,0.2857142857142857,0.6841111111111077,0.8333914530936003,0.92
17018,simple_anticapture,0.20941828254847644,0.7980769230769231,0.11,0.3557692307692308,0.6922185185185153,0.7868116930258618,0.79
17018,simple_frozen_core,0.16464757709251102,0.7889908256880734,0.1,0.3669724770642202,0.6705355555555523,0.7907061012227925,0.8
17018,tdc_evidence_validated,0.1562329885683179,0.8514851485148515,0.03666666666666667,0.3069306930693069,0.7306081481481459,0.844780812004018,0.9102247474655556
17019,simple_time_schedule,0.2342888643880926,0.8877551020408163,0.06555555555555556,0.29591836734693877,0.6616370370370331,0.8367833886517977,0.92
17019,simple_anticapture,0.20176405733186328,0.7647058823529411,0.10333333333333333,0.3431372549019608,0.7188733333333305,0.7837516135719997,0.79
17019,simple_frozen_core,0.1591160220994475,0.7549019607843137,0.09,0.3137254901960784,0.6856081481481454,0.7952492948518879,0.8
17019,tdc_evidence_validated,0.14899401848830887,0.8725490196078431,0.06111111111111111,0.28431372549019607,0.7099303703703678,0.8509566828124521,0.9106028357488278
17020,simple_time_schedule,0.24295969077857538,0.8389830508474576,0.058888888888888886,0.288135593220339,0.6899111111111078,0.8259101406242038,0.92
17020,simple_anticapture,0.20466883821932683,0.7549019607843137,0.1288888888888889,0.3627450980392157,0.7058237037037003,0.7713677004818574,0.79
17020,simple_frozen_core,0.15269620928990923,0.77,0.09777777777777778,0.3,0.7222340740740717,0.8036803102173182,0.8
17020,tdc_evidence_validated,0.14837286265857694,0.8691588785046729,0.057777777777777775,0.2803738317757009,0.7166555555555533,0.8517798791304773,0.909962996898797
17021,simple_time_schedule,0.25502990755845567,0.8163265306122449,0.06333333333333334,0.2653061224489796,0.6849103703703666,0.8211509373907981,0.92
17021,simple_anticapture,0.20459518599562362,0.78125,0.09888888888888889,0.375,0.6981362962962933,0.781321585055515,0.79
17021,simple_frozen_core,0.15611353711790393,0.7641509433962265,0.08555555555555555,0.33962264150943394,0.7071874074074048,0.7950189402805621,0.8
17021,tdc_evidence_validated,0.15338427947598254,0.7920792079207921,0.05555555555555555,0.32673267326732675,0.7332074074074051,0.8213447753748041,0.9098780769529324
17022,simple_time_schedule,0.2508232711306257,0.8529411764705882,0.051111111111111114,0.2647058823529412,0.6878111111111075,0.8345411851158318,0.92
17022,simple_anticapture,0.19571045576407506,0.723404255319149,0.12,0.40425531914893614,0.6824340740740705,0.756110158441026,0.79
17022,simple_frozen_core,0.15499172642029785,0.7368421052631579,0.07555555555555556,0.3684210526315789,0.6913214814814784,0.7827989767941947,0.8
17022,tdc_evidence_validated,0.150519978106185,0.8990825688073395,0.051111111111111114,0.30275229357798167,0.7217311111111087,0.8567564591176244,0.9095054938574971
17023,simple_time_schedule,0.2302927927927928,0.89,0.06555555555555556,0.3,0.6801118518518485,0.8381587457457456,0.92
17023,simple_anticapture,0.19955898566703417,0.8118811881188119,0.10777777777777778,0.3069306930693069,0.7335059259259229,0.8044864526489767,0.79
17023,simple_frozen_core,0.16197975253093364,0.6782608695652174,0.07888888888888888,0.5304347826086957,0.6761785185185153,0.7315182524774981,0.8
17023,tdc_evidence_validated,0.16242555495397942,0.9,0.04888888888888889,0.2545454545454545,0.7312199999999974,0.8657898102614132,0.9115748745392614
17024,simple_time_schedule,0.23458149779735682,0.81,0.07111111111111111,0.32,0.68031333333333,0.8100826270190894,0.92
17024,simple_anticapture,0.20727673649393605,0.7425742574257426,0.11333333333333333,0.4158415841584158,0.6805444444444412,0.758415419630717,0.79
17024,simple_frozen_core,0.15721231766612642,0.7608695652173914,0.08888888888888889,0.3804347826086957,0.6983874074074047,0.7847219212829206,0.8
17024,tdc_evidence_validated,0.1577789994502474,0.8333333333333334,0.04777777777777778,0.29411764705882354,0.7284185185185166,0.8399450054329597,0.9107364437188094
17025,simple_time_schedule,0.25938009787928223,0.8315789473684211,0.06,0.3368421052631579,0.7011666666666634,0.8118312018831745,0.92
17025,simple_anticapture,0.19299221357063404,0.7207207207207207,0.11333333333333333,0.34234234234234234,0.7042918518518488,0.7704691717546244,0.79
17025,simple_frozen_core,0.15299944964226747,0.8018867924528302,0.10111111111111111,0.3584905660377358,0.6842481481481454,0.7983626841438898,0.8
17025,tdc_evidence_validated,0.1539313399778516,0.8163265306122449,0.05444444444444444,0.29591836734693877,0.7307007407407388,0.8343714143041759,0.9109704570194299
17026,simple_time_schedule,0.22575342465753426,0.8736842105263158,0.06888888888888889,0.3263157894736842,0.666112592592589,0.8277535027370556,0.92
17026,simple_anticapture,0.19228680065181966,0.8514851485148515,0.11444444444444445,0.3069306930693069,0.7164888888888857,0.8146882593104502,0.79
17026,simple_frozen_core,0.1631403118040089,0.7102803738317757,0.08555555555555555,0.411214953271028,0.6845444444444414,0.7633602863522724,0.8
17026,tdc_evidence_validated,0.1662971175166297,0.9052631578947369,0.05555555555555555,0.21052631578947367,0.7444162962962945,0.8748898450086351,0.9113518492981185
17027,simple_time_schedule,0.2579921480650589,0.860655737704918,0.06777777777777778,0.30327868852459017,0.6651540740740699,0.8237068288657531,0.92
17027,simple_anticapture,0.20984315846403462,0.8514851485148515,0.1111111111111111,0.25742574257425743,0.7120296296296269,0.8221572691965429,0.79
17027,simple_frozen_core,0.1587473002159827,0.7565217391304347,0.08555555555555555,0.41739130434782606,0.6985066666666641,0.7764735913857326,0.8
17027,tdc_evidence_validated,0.15252357182473655,0.9137931034482759,0.06111111111111111,0.28448275862068967,0.7206392592592566,0.862520884773907,0.911589700769033
17028,simple_time_schedule,0.22737306843267108,0.8260869565217391,0.06222222222222222,0.41304347826086957,0.6733807407407376,0.7983849982617225,0.92
