seed,model,stage,A_TF,I,C_T,R_C,H_self,latent_integration_score,ethical_sensitivity,target_reliability,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,ethical_sense_reliability_realized,deep_path_activation_rate
10701,linear_internal_map,2,0.269854936394045,0.2209594499502171,0.3540188430118702,0.23709402662831208,0.7460593540074323,0.2850560130164185,0.6935491985952215,0.62257408559706,0.603,0.6220302375809935,0.253,0.6073619631901841,0.0
10701,emergent_nonlinear,2,0.269854936394045,0.2209594499502171,0.3540188430118702,0.23709402662831208,0.7460593540074323,0.2850560130164185,0.6935491985952215,0.545608962082627,0.623,0.6227678571428571,0.285,0.5360501567398119,0.0
10701,static_reliability,3,0.33361733151706274,0.32241469878220885,0.39350188849817885,0.3113682571013436,0.8457255864863866,0.3490142606168539,0.732739147032949,0.62,0.607,0.610738255033557,0.259,0.6313497822931785,0.0
10701,linear_internal_map,3,0.33361733151706274,0.32241469878220885,0.39350188849817885,0.3113682571013436,0.8457255864863866,0.3490142606168539,0.732739147032949,0.6500761320652472,0.576,0.5895691609977324,0.214,0.6739446870451238,0.0
10701,emergent_nonlinear,3,0.33361733151706274,0.32241469878220885,0.39350188849817885,0.3113682571013436,0.8457255864863866,0.3490142606168539,0.732739147032949,0.5558422816986966,0.571,0.5903890160183066,0.213,0.5718270571827058,0.0
10701,static_reliability,4,0.41161743491067476,0.43948424238367473,0.5232792047788192,0.4366716658323754,0.7040016619281397,0.48921030131560844,0.748982755395289,0.62,0.619,0.6352201257861635,0.25404999999999883,0.6273381294964029,0.339
10701,linear_internal_map,4,0.41161743491067476,0.43948424238367473,0.5232792047788192,0.4366716658323754,0.7040016619281397,0.48921030131560844,0.748982755395289,0.7103604295657117,0.632,0.7162162162162162,0.3644499999999981,0.7159090909090909,0.311
10701,emergent_nonlinear,4,0.41161743491067476,0.43948424238367473,0.5232792047788192,0.4366716658323754,0.7040016619281397,0.48921030131560844,0.748982755395289,0.59648091175612,0.593,0.5991379310344828,0.20454999999999773,0.5881523272214386,0.329
10701,static_reliability,5,0.5805030448756241,0.7237649919274689,0.6709222704789465,0.610730575719176,0.5558002832894464,0.7638691471039626,0.7876406051308324,0.62,0.646,0.6445916114790287,0.2870499999999949,0.6278755074424899,0.739
10701,linear_internal_map,5,0.5805030448756241,0.7237649919274689,0.6709222704789465,0.610730575719176,0.5558002832894464,0.7638691471039626,0.7876406051308324,0.8284637332547039,0.755,0.7843137254901961,0.5204499999999953,0.8071135430916553,0.731
10701,emergent_nonlinear,5,0.5805030448756241,0.7237649919274689,0.6709222704789465,0.610730575719176,0.5558002832894464,0.7638691471039626,0.7876406051308324,0.7382758476117677,0.706,0.6733333333333333,0.37424999999999514,0.7403973509933774,0.755
10702,static_reliability,1,0.13637017673322946,0.17228939217194086,0.2819076873113275,0.2509362148004493,0.7351362504662018,0.2169502339900497,0.659260823673353,0.62,0.607,0.5977777777777777,0.245,0.630048465266559,0.0
10702,linear_internal_map,1,0.13637017673322946,0.17228939217194086,0.2819076873113275,0.2509362148004493,0.7351362504662018,0.2169502339900497,0.659260823673353,0.5932886006157214,0.616,0.6396396396396397,0.296,0.586038961038961,0.0
10702,emergent_nonlinear,1,0.13637017673322946,0.17228939217194086,0.2819076873113275,0.2509362148004493,0.7351362504662018,0.2169502339900497,0.659260823673353,0.534712037438408,0.602,0.6284501061571125,0.252,0.5200642054574639,0.0
10702,static_reliability,2,0.22489032104642143,0.31316923505716127,0.3152490531278286,0.2535715472321613,0.743131795893428,0.3009032465029361,0.6815051816145663,0.62,0.638,0.6835164835164835,0.35,0.6284403669724771,0.0
10702,linear_internal_map,2,0.22489032104642143,0.31316923505716127,0.3152490531278286,0.2535715472321613,0.743131795893428,0.3009032465029361,0.6815051816145663,0.6293883959962625,0.607,0.5690021231422505,0.201,0.6251944012441679,0.0
