seed,model,critical_recall,critical_precision,f1_like,false_alarm_rate,review_trigger_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value,final_threshold
14923,recall_constrained_adaptive,0.8089500860585198,0.31756756756756754,0.45608927704997576,0.315625,0.4625,0.10068846815834767,0.6830525974554589,0.8298531250000046,0.44400000000000006
14923,severity_weighted_detector,0.7478184991273996,0.28933153274814316,0.4172346640701072,0.32890625,0.4628125,0.06108202443280977,0.6545470885838126,0.8675831250000051,0.44
14924,fixed_threshold,0.7141544117647058,0.4273927392739274,0.534755677907777,0.16265625,0.2840625,0.13694852941176472,0.6913292206610366,0.8354449999999995,0.58
14924,precision_first_adaptive,0.42410303587856485,0.5813366960907944,0.4904255319148936,0.051875,0.12390625,0.23643054277828887,0.6104776952862616,0.7670309374999982,0.76
14924,recall_constrained_adaptive,0.8346595932802829,0.2965755576500157,0.4376448771441817,0.34984375,0.49734375,0.09460654288240496,0.6836262411525378,0.8311153125000067,0.3
14924,severity_weighted_detector,0.7359454855195912,0.28993288590604027,0.4159845931632162,0.330625,0.465625,0.05877342419080068,0.6497647486651499,0.8680593750000054,0.44
14925,fixed_threshold,0.7057356608478803,0.4338272866632601,0.5373417721518987,0.173125,0.30578125,0.14214463840399003,0.6866218842106537,0.8141409374999999,0.58
14925,precision_first_adaptive,0.45553691275167785,0.6270207852193995,0.5276967930029155,0.05046875,0.1353125,0.2080536912751678,0.6394375262043337,0.7748868749999978,0.76
14925,recall_constrained_adaptive,0.808124459809853,0.3052562846882142,0.4431279620853081,0.3325,0.47859375,0.09593777009507347,0.6774737382300979,0.831409062500005,0.5400000000000001
14925,severity_weighted_detector,0.7524229074889868,0.285809906291834,0.41426146010186754,0.3334375,0.466875,0.06079295154185022,0.6548663764087185,0.8674793750000066,0.44
14926,fixed_threshold,0.7381590705987489,0.4326872708224201,0.5455746367239102,0.16921875,0.29828125,0.14655942806076855,0.6999628711591324,0.8210428125000006,0.58
14926,precision_first_adaptive,0.4513201320132013,0.6004390779363337,0.51530852567122,0.056875,0.14234375,0.2202970297029703,0.6281748093977894,0.7571790624999983,0.76
14926,recall_constrained_adaptive,0.8225524475524476,0.3046293298802201,0.4446019371604063,0.335625,0.48265625,0.09265734265734266,0.683345392318106,0.835024062500004,0.3
14926,severity_weighted_detector,0.746218487394958,0.287378640776699,0.41495327102803736,0.3440625,0.4828125,0.046218487394957986,0.6530564305090968,0.877162500000006,0.44
14927,fixed_threshold,0.7133699633699634,0.4128245892951775,0.5229942933870426,0.173125,0.29484375,0.13278388278388278,0.686285364800806,0.8366378125000015,0.58
14927,precision_first_adaptive,0.4376114081996435,0.6199494949494949,0.5130616509926855,0.04703125,0.12375,0.24420677361853832,0.6250459614527629,0.7533924999999978,0.76
14927,recall_constrained_adaptive,0.8235815602836879,0.3288495575221239,0.47002276751834055,0.29625,0.44140625,0.10549645390070922,0.6946237165003452,0.8323046875000024,0.4920000000000001
14927,severity_weighted_detector,0.7372515125324114,0.28395472703062585,0.40999759673155495,0.33609375,0.469375,0.045808124459809856,0.6499685948373934,0.8806631250000065,0.44
14928,fixed_threshold,0.7449956483899043,0.4391995895330939,0.552614590058102,0.17078125,0.30453125,0.13228894691035684,0.7063992173060453,0.8309553124999988,0.58
14928,precision_first_adaptive,0.4375569735642662,0.5647058823529412,0.4930662557781202,0.0578125,0.1328125,0.2333637192342753,0.6115588955842136,0.7665781249999982,0.76
14928,recall_constrained_adaptive,0.8306244653550042,0.2825138201920279,0.4216239687364307,0.3853125,0.53703125,0.0932420872540633,0.6723906083345383,0.8217471875000076,0.3
14928,severity_weighted_detector,0.7387152777777778,0.28085808580858085,0.4069823051171688,0.34046875,0.4734375,0.05642361111111111,0.6473542044829483,0.8694187500000068,0.44
14929,fixed_threshold,0.7125435540069687,0.419917864476386,0.5284237726098191,0.1765625,0.304375,0.15505226480836237,0.6834589677879215,0.8074575000000007,0.58
14929,precision_first_adaptive,0.4254766031195841,0.6024539877300613,0.4987303199593702,0.050625,0.12734375,0.24003466204506066,0.6157710844382304,0.7500453124999978,0.76
14929,recall_constrained_adaptive,0.802065404475043,0.30289242768930774,0.43972635055437603,0.33515625,0.48078125,0.09294320137693632,0.674362615304642,0.8334253125000073,0.3
14929,severity_weighted_detector,0.7379725085910653,0.2884486232370719,0.4147754707870594,0.33109375,0.4653125,0.04896907216494845,0.6517441966387529,0.8782825000000055,0.44
14930,fixed_threshold,0.7304048234280792,0.4359897172236504,0.5460399227301996,0.17140625,0.30390625,0.12919896640826872,0.6998825983481463,0.8325578124999996,0.58
14930,precision_first_adaptive,0.44849023090586143,0.6257744733581165,0.5225038799793068,0.0471875,0.12609375,0.20426287744227353,0.6373759601956459,0.7911409374999977,0.76
14930,recall_constrained_adaptive,0.8249566724436742,0.2975929978118162,0.4373994946014243,0.35109375,0.49984375,0.09878682842287695,0.6789013543535187,0.8248146875000056,0.5160000000000001
14930,severity_weighted_detector,0.7453083109919572,0.27506596306068604,0.40183088412430745,0.3434375,0.47375,0.06255585344057193,0.6472176352006952,0.864523750000007,0.44
14931,fixed_threshold,0.6992353440951572,0.43568025410269984,0.5368558382257014,0.1665625,0.29515625,0.1580288870008496,0.682976233584478,0.8027115624999993,0.58
14931,precision_first_adaptive,0.39845758354755784,0.6046814044213265,0.48037190082644626,0.0475,0.12015625,0.23136246786632392,0.6069077272924808,0.7567865624999986,0.76
14931,recall_constrained_adaptive,0.8327433628318585,0.3112801852464439,0.4531663857452444,0.3253125,0.47234375,0.10265486725663717,0.6894784280874651,0.8286371875000065,0.5400000000000001
14931,severity_weighted_detector,0.7554585152838428,0.2895882156009374,0.41868344627299126,0.3315625,0.46671875,0.062882096069869,0.6570513627922598,0.865278437500006,0.44
14932,fixed_threshold,0.710387323943662,0.415979381443299,0.5247074122236671,0.17703125,0.303125,0.1505281690140845,0.6822475955604763,0.8133968750000002,0.58
14932,precision_first_adaptive,0.41376451077943616,0.6198757763975156,0.49627051218299356,0.0478125,0.12578125,0.22470978441127695,0.6179914653569626,0.755785937499998,0.76
14932,recall_constrained_adaptive,0.8356890459363958,0.2821354011333134,0.421850613154961,0.37609375,0.52390625,0.1068904593639576,0.6739025470670482,0.8134621875000075,0.3
14932,severity_weighted_detector,0.7464553794829024,0.29863196529863195,0.42659675881792186,0.3284375,0.46828125,0.04670558798999166,0.658591286976092,0.8796315625000051,0.44
14933,fixed_threshold,0.7021645021645022,0.4360215053763441,0.5379767827529022,0.16390625,0.290625,0.14112554112554113,0.687471040619327,0.8230718749999998,0.58
14933,precision_first_adaptive,0.42819148936170215,0.592638036809816,0.4971693257848688,0.051875,0.12734375,0.21453900709219859,0.618409813231519,0.7798734374999977,0.76
14933,recall_constrained_adaptive,0.8262008733624454,0.28079548827545264,0.41914045192733723,0.37859375,0.52640625,0.11179039301310044,0.6683619461162396,0.8069115625000084,0.3
14933,severity_weighted_detector,0.7407725321888412,0.29008403361344537,0.41690821256038646,0.33,0.46484375,0.05236051502145923,0.6529669491831067,0.8750703125000056,0.44
14934,fixed_threshold,0.729381443298969,0.4426485922836288,0.5509409474367293,0.16703125,0.2996875,0.12886597938144329,0.701891686632607,0.833491874999999,0.58
14934,precision_first_adaptive,0.4089732528041415,0.5910224438902744,0.48342682304946455,0.05125,0.1253125,0.21484037963761865,0.6100146919693863,0.7740112499999985,0.76
14934,recall_constrained_adaptive,0.8285953177257525,0.3079552517091361,0.4490258269143635,0.34796875,0.5028125,0.09866220735785954,0.6834989656777513,0.8219606250000053,0.3
14934,severity_weighted_detector,0.7674216027874564,0.29269102990033224,0.42376142376142384,0.33265625,0.4703125,0.047038327526132406,0.6651586629426303,0.8804781250000052,0.44
14935,fixed_threshold,0.7066666666666667,0.42467948717948717,0.5305305305305306,0.16828125,0.2925,0.152,0.684112451923077,0.8152956250000001,0.58
14935,precision_first_adaptive,0.42614601018675724,0.6099635479951397,0.5017491254372815,0.05015625,0.12859375,0.2198641765704584,0.6211661825459982,0.7655903124999974,0.76
