model,critical_recall,critical_precision,f1_like,false_alarm_rate,review_trigger_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value,final_threshold
fixed_threshold,0.709276348765686,0.42671803042775663,0.5327744724749137,0.1709644097222222,0.29824392361111113,0.13724423134558777,0.6875757230189558,0.8261798802083332,0.58
precision_first_adaptive,0.4293341361404789,0.6065045480248304,0.5026239487021552,0.05018489583333333,0.12753038194444447,0.22260810021288585,0.6212308514208987,0.7675999045138869,0.76
recall_constrained_adaptive,0.8215227385110285,0.3032623385496722,0.44259209813318917,0.3400815972222222,0.4873715277777778,0.1017228289037295,0.6803321713019566,0.8248809652777835,0.4334
severity_weighted_detector,0.7461846553486827,0.2878141103260881,0.41534617750954683,0.33318315972222223,0.4678350694444445,0.05725302517298326,0.6533394889470305,0.8699660208333394,0.44
