model,is_tdc,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trap_capture_rate,capture_resistance,core_protection,gross_trajectory,avg_information_cost,net_trajectory_after_info_cost,final_quality,pareto_frontier,dominated_by_tdc
simple_q076_a008,False,0.7617623208297395,0.13076530612244897,0.3697788346982446,0.2308849062341285,0.7691150937658715,0.6302211653017555,0.6878246462584988,0.017820000000000367,0.6700046462584984,0.76,False,True
simple_q084_a008,False,0.8109665314561794,0.08954081632653062,0.32500998956961635,0.1762604366265542,0.8237395633734458,0.6749900104303836,0.7271326666666628,0.03718000000000356,0.6899526666666592,0.84,False,False
simple_q090_a008,False,0.8311028013438829,0.060816326530612246,0.3061200698646637,0.13941738297014392,0.8605826170298562,0.6938799301353362,0.7517707687074797,0.05631999999999951,0.6954507687074802,0.9,True,False
simple_q090_a016,False,0.8417539708481182,0.059591836734693884,0.30232269615478385,0.11259470121735203,0.887405298782648,0.6976773038452162,0.7476398571428541,0.05631999999999951,0.6913198571428546,0.9,True,False
tdc_evidence_validated,True,0.8444904634048429,0.05620408163265306,0.29870858362354136,0.18022853386651125,0.8197714661334888,0.7012914163764586,0.7174028299319691,0.013815096434241588,0.7035877334977276,0.9078265961716385,True,False
