quality,irreversible_recall,reversible_recall,critical_precision,false_alarm_rate,probe_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value
0.6,0.6400620610274157,0.5527305862194759,0.3291652383202095,0.21579670329670328,0.10117994505494506,0.4416523339412616,0.6026973456855417,0.6206400590659302
0.65,0.7158580054203288,0.6008690269904703,0.4085848964532787,0.16967994505494505,0.08713598901098901,0.3783103431622018,0.6664078970728543,0.667881883241753
0.7,0.7845118608804497,0.6471618323741032,0.4999226699808494,0.127114010989011,0.07202472527472527,0.31923341902721836,0.7276891536483134,0.7148216071428506
0.75,0.851961169642291,0.6987582798539668,0.602712491661262,0.09079258241758241,0.057465659340659336,0.2572732632635859,0.7906047754651454,0.7615430810439482
0.8,0.9005289253135575,0.7489624760849449,0.7075954984728896,0.06060989010989012,0.043425824175824176,0.2172028522670195,0.8423886338579091,0.7978131153846072
0.85,0.948393175440457,0.8037736107597538,0.8125468359444472,0.03590934065934066,0.030351648351648355,0.1757293669865566,0.8941859114333554,0.8342805219780143
0.9,0.9766090401162895,0.8594217358028677,0.898595008407114,0.018449175824175823,0.01893543956043956,0.15083418114939637,0.932405430060325,0.8613039409340578
0.93,0.9895374457921747,0.8978723324631007,0.9408980564440542,0.010576923076923078,0.012604395604395606,0.1410413229704545,0.9522521135285665,0.876203780219772
