quality,seed,irreversible_recall,reversible_recall,critical_precision,false_alarm_rate,probe_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value
0.6,15532,0.6288659793814433,0.551660516605166,0.3333333333333333,0.20884615384615385,0.10346153846153847,0.44329896907216493,0.598767876682732,0.6267969230769188
0.6,15533,0.6425,0.5938628158844765,0.3490172721858249,0.2101923076923077,0.10211538461538462,0.45,0.612584314801378,0.6144267307692272
0.6,15534,0.595108695652174,0.5437616387337058,0.3067226890756303,0.2221153846153846,0.10288461538461538,0.48641304347826086,0.5731345102398875,0.6104424999999964
0.6,15535,0.633495145631068,0.5384615384615384,0.3258954785672343,0.22076923076923077,0.10365384615384615,0.441747572815534,0.5965413117342896,0.6039005769230741
0.6,15536,0.6742424242424242,0.5607476635514018,0.3432203389830508,0.20865384615384616,0.10384615384615385,0.4015151515151515,0.6256743197796976,0.6399176923076862
0.6,15537,0.5890052356020943,0.5523156089193825,0.3234772324068598,0.22,0.1026923076923077,0.44502617801047123,0.5794748290941462,0.6064184615384569
0.6,15538,0.6694214876033058,0.5340501792114696,0.3276801938219261,0.21346153846153845,0.11365384615384615,0.418732782369146,0.614066962102611,0.6384828846153797
0.6,15539,0.6540404040404041,0.5274102079395085,0.32844932844932845,0.21153846153846154,0.09961538461538462,0.45202020202020204,0.6036923154770036,0.6076380769230728
0.65,15400,0.742296918767507,0.6068222621184919,0.41020408163265304,0.16673076923076924,0.08923076923076922,0.36694677871148457,0.6802243027275818,0.685619230769224
0.65,15401,0.7063291139240506,0.6103896103896104,0.4075067024128686,0.17,0.08596153846153846,0.3721518987341772,0.6645555836924469,0.6642186538461484
0.65,15402,0.7277486910994765,0.5714285714285714,0.4102911306702776,0.1675,0.08519230769230769,0.3769633507853403,0.6674266394284111,0.6576244230769176
0.65,15403,0.7184986595174263,0.6074600355239786,0.4023746701846966,0.17423076923076924,0.08307692307692308,0.353887399463807,0.670421316263664,0.6825338461538406
0.65,15404,0.7083333333333334,0.5930434782608696,0.3939588688946015,0.18134615384615385,0.08653846153846154,0.3776041666666667,0.6589017750900603,0.6594549999999941
0.65,15405,0.7154046997389034,0.5996343692870201,0.403485254691689,0.17115384615384616,0.0848076923076923,0.39425587467362927,0.6633848575184174,0.6649398076923035
0.65,15406,0.6952141057934509,0.5944444444444444,0.39510258107213764,0.17576923076923076,0.09076923076923077,0.38287153652392947,0.6534477355885113,0.6635857692307635
0.65,15407,0.7012048192771084,0.5656934306569343,0.4044414535666218,0.1701923076923077,0.08692307692307692,0.38795180722891565,0.6528499442487369,0.651710769230764
0.65,15408,0.7064676616915423,0.6306306306306306,0.4106217616580311,0.175,0.08365384615384615,0.38308457711442784,0.6666149854205109,0.6615209615384567
0.65,15409,0.7046004842615012,0.6093457943925233,0.4088800530152419,0.17153846153846153,0.08884615384615385,0.36077481840193704,0.6648931443219203,0.6725623076923036
0.65,15410,0.7247474747474747,0.5989208633093526,0.4161073825503356,0.1673076923076923,0.09038461538461538,0.3611111111111111,0.6729891315933033,0.6724980769230722
0.65,15411,0.7398373983739838,0.6038095238095238,0.39280958721704395,0.1753846153846154,0.08711538461538462,0.37398373983739835,0.6746911399411106,0.6840859615384552
0.65,15412,0.6947890818858561,0.5752688172043011,0.39461588969139855,0.1773076923076923,0.08307692307692308,0.3970223325062035,0.6487425851854144,0.6422073076923032
0.65,15413,0.7111716621253406,0.6132075471698113,0.4027491408934708,0.1671153846153846,0.07903846153846154,0.3787465940054496,0.6662867479303987,0.685375961538457
0.65,15414,0.7588832487309645,0.5796545105566219,0.3988055739880557,0.17423076923076924,0.08557692307692308,0.33756345177664976,0.684243159993502,0.6914955769230722
0.65,15415,0.7120418848167539,0.582089552238806,0.39917976760082025,0.16903846153846153,0.08403846153846153,0.39267015706806285,0.659010514751039,0.6679986538461488
0.65,15416,0.7272727272727273,0.5779816513761468,0.41172506738544473,0.16788461538461538,0.08807692307692308,0.3464373464373464,0.6719275606131327,0.6733796153846102
0.65,15417,0.6867167919799498,0.6206225680933852,0.4042263122017723,0.16807692307692307,0.08519230769230769,0.40852130325814534,0.6533705600745605,0.660535961538456
0.65,15418,0.748730964467005,0.6206896551724138,0.42213386348575216,0.1676923076923077,0.08384615384615385,0.32741116751269034,0.6917867506902108,0.694225769230764
0.65,15419,0.72544080604534,0.5974955277280859,0.40840446487196325,0.17326923076923076,0.0901923076923077,0.3501259445843829,0.6727074731690239,0.6767601923076866
0.65,15420,0.6967418546365914,0.6054054054054054,0.42461964038727523,0.16,0.0823076923076923,0.40601503759398494,0.6592829274167121,0.6542030769230722
0.65,15421,0.7150259067357513,0.5928571428571429,0.40915208613728127,0.16884615384615384,0.0876923076923077,0.36528497409326427,0.6664689650080322,0.6764223076923016
0.65,15422,0.7182741116751269,0.6149732620320856,0.4228956228956229,0.1648076923076923,0.08807692307692308,0.3934010152284264,0.6703027295912783,0.6666076923076879
0.65,15423,0.7302798982188295,0.562152133580705,0.39412157648630597,0.17442307692307693,0.08326923076923078,0.3638676844783715,0.6657363356570379,0.6680032692307644
0.65,15424,0.7128953771289538,0.5842696629213483,0.40989159891598914,0.1675,0.08442307692307692,0.36739659367396593,0.6643810524535544,0.6684924999999953
0.65,15425,0.7129186602870813,0.6015473887814313,0.4046511627906977,0.1723076923076923,0.09403846153846154,0.37320574162679426,0.6646668163980087,0.6628278846153787
0.65,15426,0.7302798982188295,0.6412213740458015,0.4066579634464752,0.1748076923076923,0.0973076923076923,0.356234096692112,0.680177769609459,0.6852503846153791
0.65,15427,0.7525773195876289,0.5867158671586716,0.4169514695830485,0.16403846153846155,0.08903846153846154,0.36597938144329895,0.6826665390944687,0.6762582692307628
0.65,15428,0.7268623024830699,0.584870848708487,0.43528610354223435,0.15942307692307692,0.0825,0.35665914221218964,0.6761101525743898,0.6597928846153797
0.65,15429,0.6897374701670644,0.5950570342205324,0.40896739130434784,0.1673076923076923,0.09173076923076923,0.38902147971360385,0.6532371047778132,0.6568205769230714
0.65,15430,0.7275,0.5927272727272728,0.4185888738127544,0.1648076923076923,0.0825,0.3575,0.6746580367393802,0.6778536538461477
0.65,15431,0.7253333333333334,0.5906542056074766,0.4013651877133106,0.16865384615384615,0.08942307692307692,0.37066666666666664,0.6686250299462906,0.6829355769230716
0.65,15432,0.7068062827225131,0.5598455598455598,0.37786774628879893,0.1773076923076923,0.08076923076923077,0.3769633507853403,0.651522887628013,0.6659138461538415
0.65,15433,0.7297979797979798,0.5769911504424778,0.4261954261954262,0.15923076923076923,0.09,0.36363636363636365,0.6735416546938671,0.6684803846153781
0.65,15434,0.7270531400966184,0.6575091575091575,0.4330708661417323,0.16615384615384615,0.08288461538461539,0.391304347826087,0.6826487220242953,0.6624401923076875
0.65,15435,0.6904176904176904,0.6309090909090909,0.4211938296445339,0.16596153846153847,0.09,0.40540540540540543,0.6592432181763168,0.6561588461538406
