seed,model,irreversible_recall,reversible_recall,critical_precision,false_alarm_rate,probe_rate,review_trigger_rate,irreversible_core_violation_rate,reversible_miss_rate,net_vigilance_value,long_term_trajectory_value,final_threshold_irreversible,final_threshold_reversible
15257,hierarchical_boundary_probe,0.8813229571984436,0.6048502139800286,0.40174072377462205,0.19205882352941175,0.0575,0.3210294117647059,0.25680933852140075,0.47360912981455067,0.7497023746130888,0.7220092647058841,0.28,0.74
15257,hierarchical_recall_guard_probe,0.8620037807183365,0.6079545454545454,0.4444444444444444,0.1625,0.3101470588235294,0.2925,0.24574669187145556,0.46732954545454547,0.7371881108426643,0.7248277941176473,0.28,0.74
15257,global_probe,0.8714555765595463,0.6048502139800286,0.4200284765068818,0.1797058823529412,0.24573529411764705,0.3098529411764706,0.21550094517958412,0.48359486447931527,0.7430165437988744,0.7333422058823618,0.28,0.74
15258,hierarchical_no_probe,0.8471454880294659,0.6064139941690962,0.38985313751668893,0.20161764705882354,0.0,0.33044117647058824,0.2578268876611418,0.47667638483965014,0.7363057920665481,0.7161091176470596,0.28,0.74
15258,hierarchical_boundary_probe,0.8206185567010309,0.6027777777777777,0.426885582349923,0.16426470588235295,0.06397058823529411,0.28661764705882353,0.2865979381443299,0.4583333333333333,0.7262117613281942,0.7224175000000015,0.28,0.74
15258,hierarchical_recall_guard_probe,0.862475442043222,0.6111111111111112,0.4234104046242775,0.17602941176470588,0.3148529411764706,0.3052941176470588,0.2357563850687623,0.4625,0.7345100362280197,0.7292369117647077,0.28,0.74
15258,global_probe,0.8913043478260869,0.6024930747922438,0.4175306314797361,0.18176470588235294,0.23044117647058823,0.3120588235294118,0.21146245059288538,0.46398891966759004,0.7518225712132617,0.7408701470588286,0.28,0.74
15259,hierarchical_no_probe,0.8554455445544554,0.6022727272727273,0.3819723337795627,0.2036764705882353,0.0,0.32955882352941174,0.2495049504950495,0.48295454545454547,0.7388186506874168,0.7234744117647083,0.28,0.5480000000000003
15259,hierarchical_boundary_probe,0.8323809523809523,0.6065340909090909,0.44014263881813553,0.16161764705882353,0.06955882352941177,0.2886764705882353,0.2742857142857143,0.46875,0.7350158441480608,0.7183666176470607,0.28,0.74
15259,hierarchical_recall_guard_probe,0.8609523809523809,0.6104078762306611,0.43410093091621754,0.1698529411764706,0.3211764705882353,0.30014705882352943,0.2438095238095238,0.4767932489451477,0.7345263653150922,0.721209705882356,0.28,0.74
