model,irreversible_recall,reversible_recall,critical_precision,false_alarm_rate,probe_rate,review_trigger_rate,irreversible_core_violation_rate,reversible_miss_rate,net_vigilance_value,long_term_trajectory_value,final_threshold_irreversible,final_threshold_reversible
global_probe,0.8680072972236922,0.6055239288653778,0.41986907305866866,0.1789828431372549,0.24134477124183007,0.308281045751634,0.24316379290486462,0.4740687373555588,0.7386699379438058,0.7239705441176497,0.28080000000000005,0.6762888888888889
hierarchical_boundary_probe,0.8546197744125568,0.6053117935920396,0.4294593135588828,0.17033823529411765,0.0636062091503268,0.2983194444444444,0.2574335366159644,0.4724717609602418,0.7441722756538967,0.7246421960784323,0.28,0.6706444444444445
hierarchical_no_probe,0.8454410128869398,0.6050220550143455,0.39381551177170887,0.19628022875816992,0.0,0.32362581699346404,0.26493082898259973,0.4752010723668099,0.7356032035091202,0.7165396633986942,0.28,0.6772777777777778
hierarchical_recall_guard_probe,0.8744479152811421,0.6061719064986534,0.4256353722841731,0.17488725490196078,0.3083169934640523,0.30419117647058824,0.23894871714864968,0.47237717556658054,0.7391829904217713,0.7264324183006571,0.28040000000000004,0.6791222222222223
