seed,model,phase,TF,R,I,Align,H
12432,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12432,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12432,success_fed_thirdfactor,1,0.95,0.7620000000000093,0.32,0.4,0.64
12432,success_fed_thirdfactor,2,0.95,0.9325000000000001,0.32,0.4,0.64
12432,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12432,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12432,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12432,success_fed_thirdfactor,6,0.95,0.9380000000000001,0.32,0.4,0.64
12432,ethicalsense_fed_thirdfactor,1,0.95,0.50128,0.32,0.4,0.64
12432,ethicalsense_fed_thirdfactor,2,0.95,0.5,0.32,0.4,0.64
12432,ethicalsense_fed_thirdfactor,3,0.95,0.5,0.32,0.4,0.64
12432,ethicalsense_fed_thirdfactor,4,0.95,0.5,0.32,0.4,0.64
12432,ethicalsense_fed_thirdfactor,5,0.95,0.5051199999999998,0.32,0.4,0.64
12432,ethicalsense_fed_thirdfactor,6,0.95,0.5051199999999998,0.32,0.4,0.64
12432,ethicalsense_plus_idealgap,1,0.44489623115626936,0.6321511423419155,0.7742029180778522,0.808782626270067,0.3730594213759627
12432,ethicalsense_plus_idealgap,2,0.4659694697209898,0.6431754189354737,0.8237870088183711,0.8534083079365338,0.3433089669316516
12432,ethicalsense_plus_idealgap,3,0.4797366538092037,0.6640980412845037,0.852835671171149,0.8795521040540341,0.326548711914471
12432,ethicalsense_plus_idealgap,4,0.4852215807988065,0.7300310893163896,0.8657413817349204,0.8911672435614283,0.3188052855762081
12432,ethicalsense_plus_idealgap,5,0.4906921404384496,0.8182092263169382,0.8786132867693748,0.9027519580924372,0.3110821425555354
12432,ethicalsense_plus_idealgap,6,0.496843604508498,0.9264529886164492,0.8930873198753712,0.9157785878878341,0.30239772269193765
12433,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12433,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12433,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12433,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12433,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12433,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12433,success_fed_thirdfactor,1,0.95,0.8295000000000089,0.32,0.4,0.64
12433,success_fed_thirdfactor,2,0.95,0.9395000000000002,0.32,0.4,0.64
12433,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12433,success_fed_thirdfactor,4,0.95,0.9330000000000002,0.32,0.4,0.64
12433,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12433,success_fed_thirdfactor,6,0.95,0.9355000000000001,0.32,0.4,0.64
12433,ethicalsense_fed_thirdfactor,1,0.95,0.5055999999999994,0.32,0.4,0.64
12433,ethicalsense_fed_thirdfactor,2,0.95,0.5063999999999997,0.32,0.4,0.64
12433,ethicalsense_fed_thirdfactor,3,0.95,0.5,0.32,0.4,0.64
12433,ethicalsense_fed_thirdfactor,4,0.95,0.5025599999999999,0.32,0.4,0.64
12433,ethicalsense_fed_thirdfactor,5,0.95,0.5025599999999999,0.32,0.4,0.64
12433,ethicalsense_fed_thirdfactor,6,0.95,0.5,0.32,0.4,0.64
12433,ethicalsense_plus_idealgap,1,0.44668495188230467,0.6271026969634672,0.7696855680784855,0.8047170112706369,0.37751505230535476
12433,ethicalsense_plus_idealgap,2,0.46869945050739115,0.6913901657010422,0.8167681080586581,0.8470912972527919,0.35020878438008124
12433,ethicalsense_plus_idealgap,3,0.4843082564970258,0.717798122413948,0.8480069080839779,0.8752062172755801,0.33256306482553555
12433,ethicalsense_plus_idealgap,4,0.4943742001946671,0.8144554703785165,0.8716914814901928,0.8965223333411734,0.3183523207818066
12433,ethicalsense_plus_idealgap,5,0.5041166005457635,0.938073750673575,0.8929861485318845,0.915687533678696,0.30590124613720443
12433,ethicalsense_plus_idealgap,6,0.5041166005457635,0.94,0.8929861485318845,0.915687533678696,0.30590124613720443
12434,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12434,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12434,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12434,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12434,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12434,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12434,success_fed_thirdfactor,1,0.95,0.6695000000000103,0.32,0.4,0.64
12434,success_fed_thirdfactor,2,0.95,0.9385000000000001,0.32,0.4,0.64
12434,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12434,success_fed_thirdfactor,4,0.95,0.9360000000000002,0.32,0.4,0.64
12434,success_fed_thirdfactor,5,0.95,0.9390000000000005,0.32,0.4,0.64
12434,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12434,ethicalsense_fed_thirdfactor,1,0.95,0.50128,0.32,0.4,0.64
12434,ethicalsense_fed_thirdfactor,2,0.95,0.5001199999999999,0.32,0.4,0.64
12434,ethicalsense_fed_thirdfactor,3,0.95,0.5,0.32,0.4,0.64
12434,ethicalsense_fed_thirdfactor,4,0.95,0.5,0.32,0.4,0.64
12434,ethicalsense_fed_thirdfactor,5,0.95,0.5013399999999999,0.32,0.4,0.64
12434,ethicalsense_fed_thirdfactor,6,0.95,0.5038399999999998,0.32,0.4,0.64
12434,ethicalsense_plus_idealgap,1,0.44325135374839014,0.5902184611036623,0.7677350515128791,0.8029615463615918,0.3774596546712913
12434,ethicalsense_plus_idealgap,2,0.4598554685314552,0.6116277695040823,0.8026597563590246,0.8343937807231229,0.3573335918687584
12434,ethicalsense_plus_idealgap,3,0.47080081577289384,0.5798791477534543,0.8264690806413298,0.8558221725771978,0.343436884085944
12434,ethicalsense_plus_idealgap,4,0.47218762533068676,0.5361408682855474,0.8297321619537837,0.8587589457584063,0.3414790352984717
12434,ethicalsense_plus_idealgap,5,0.47218762533068676,0.5012445982429307,0.8297321619537837,0.8587589457584063,0.3414790352984717
12434,ethicalsense_plus_idealgap,6,0.47218762533068676,0.5052013841863762,0.8297321619537837,0.8587589457584063,0.3414790352984717
12435,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12435,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12435,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12435,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12435,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12435,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12435,success_fed_thirdfactor,1,0.95,0.854500000000009,0.32,0.4,0.64
12435,success_fed_thirdfactor,2,0.95,0.9375,0.32,0.4,0.64
12435,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12435,success_fed_thirdfactor,4,0.95,0.935,0.32,0.4,0.64
12435,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12435,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12435,ethicalsense_fed_thirdfactor,1,0.95,0.5051799999999997,0.32,0.4,0.64
12435,ethicalsense_fed_thirdfactor,2,0.95,0.50128,0.32,0.4,0.64
12435,ethicalsense_fed_thirdfactor,3,0.95,0.5236399999999986,0.32,0.4,0.64
12435,ethicalsense_fed_thirdfactor,4,0.95,0.5025599999999999,0.32,0.4,0.64
12435,ethicalsense_fed_thirdfactor,5,0.95,0.5091999999999994,0.32,0.4,0.64
12435,ethicalsense_fed_thirdfactor,6,0.95,0.50128,0.32,0.4,0.64
12435,ethicalsense_plus_idealgap,1,0.45634888519667677,0.6346331869454449,0.7835226615023401,0.8171703953521051,0.3709931108906816
12435,ethicalsense_plus_idealgap,2,0.4711284772572264,0.6487406571471012,0.8182981722330451,0.8484683550097395,0.35012780445225855
12435,ethicalsense_plus_idealgap,3,0.4870081413034827,0.7256471724058314,0.8556620876360015,0.8820958788724,0.3277094552104848
12435,ethicalsense_plus_idealgap,4,0.4967434590348607,0.8189181206093357,0.878568717592185,0.9027118458329654,0.3139654772367747
12435,ethicalsense_plus_idealgap,5,0.5029156564121612,0.94,0.8930915349505392,0.9157823814554841,0.3052517868217622
12435,ethicalsense_plus_idealgap,6,0.5029156564121612,0.94,0.8930915349505392,0.9157823814554841,0.3052517868217622
12436,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12436,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12436,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12436,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12436,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12436,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12436,success_fed_thirdfactor,1,0.95,0.8405000000000091,0.32,0.4,0.64
12436,success_fed_thirdfactor,2,0.95,0.94,0.32,0.4,0.64
12436,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12436,success_fed_thirdfactor,4,0.95,0.9260000000000004,0.32,0.4,0.64
12436,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12436,success_fed_thirdfactor,6,0.95,0.9325000000000004,0.32,0.4,0.64
12436,ethicalsense_fed_thirdfactor,1,0.95,0.5040399999999976,0.32,0.4,0.64
12436,ethicalsense_fed_thirdfactor,2,0.95,0.5,0.32,0.4,0.64
12436,ethicalsense_fed_thirdfactor,3,0.95,0.5065199999999996,0.32,0.4,0.64
12436,ethicalsense_fed_thirdfactor,4,0.95,0.5026799999999998,0.32,0.4,0.64
12436,ethicalsense_fed_thirdfactor,5,0.95,0.50006,0.32,0.4,0.64
12436,ethicalsense_fed_thirdfactor,6,0.95,0.5051799999999997,0.32,0.4,0.64
12436,ethicalsense_plus_idealgap,1,0.4502807199891506,0.6001716895485754,0.7712325200968326,0.8061092680871502,0.3779696168586044
12436,ethicalsense_plus_idealgap,2,0.4699725180413336,0.6111476492128031,0.8134142875562552,0.8440728588006307,0.35349093138621124
12436,ethicalsense_plus_idealgap,3,0.4843531321009842,0.6359688474502982,0.8453319073450056,0.872798716610506,0.33472418334798726
12436,ethicalsense_plus_idealgap,4,0.4884878474719253,0.6587063254404772,0.85343685143403,0.8800931662906278,0.33018597648662235
12436,ethicalsense_plus_idealgap,5,0.4884878474719253,0.6270350517134377,0.85343685143403,0.8800931662906278,0.33018597648662235
12436,ethicalsense_plus_idealgap,6,0.4884878474719253,0.6470875046380233,0.85343685143403,0.8800931662906278,0.33018597648662235
12437,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12437,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12437,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12437,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12437,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12437,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12437,success_fed_thirdfactor,1,0.95,0.923000000000008,0.32,0.4,0.64
12437,success_fed_thirdfactor,2,0.95,0.9375,0.32,0.4,0.64
12437,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12437,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12437,success_fed_thirdfactor,5,0.95,0.9375,0.32,0.4,0.64
12437,success_fed_thirdfactor,6,0.95,0.9395000000000002,0.32,0.4,0.64
12437,ethicalsense_fed_thirdfactor,1,0.95,0.5025599999999999,0.32,0.4,0.64
12437,ethicalsense_fed_thirdfactor,2,0.95,0.5058399999999992,0.32,0.4,0.64
12437,ethicalsense_fed_thirdfactor,3,0.95,0.50128,0.32,0.4,0.64
12437,ethicalsense_fed_thirdfactor,4,0.95,0.50128,0.32,0.4,0.64
12437,ethicalsense_fed_thirdfactor,5,0.95,0.5026199999999998,0.32,0.4,0.64
12437,ethicalsense_fed_thirdfactor,6,0.95,0.5025599999999999,0.32,0.4,0.64
12437,ethicalsense_plus_idealgap,1,0.44295336199148205,0.5951828289767334,0.7704604085876654,0.8054143677288996,0.3751391375964467
12437,ethicalsense_plus_idealgap,2,0.4551464122794034,0.5524244261611557,0.7949062416854524,0.8274156175169081,0.3613203771360624
12437,ethicalsense_plus_idealgap,3,0.4691422519547331,0.5606148036203213,0.827837629156816,0.8570538662411354,0.3415615446532442
12437,ethicalsense_plus_idealgap,4,0.4725700785767789,0.552842277498177,0.8343006650241842,0.8628705985217668,0.33800421084031235
12437,ethicalsense_plus_idealgap,5,0.4725700785767789,0.5396382809955957,0.8343006650241842,0.8628705985217668,0.33800421084031235
12437,ethicalsense_plus_idealgap,6,0.4725700785767789,0.5509662064388136,0.8343006650241842,0.8628705985217668,0.33800421084031235
12438,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12438,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12438,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12438,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12438,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12438,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12438,success_fed_thirdfactor,1,0.9366995000000068,0.6065000000000116,0.32,0.4,0.64
12438,success_fed_thirdfactor,2,0.95,0.8745000000000209,0.32,0.4,0.64
12438,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12438,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12438,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12438,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12438,ethicalsense_fed_thirdfactor,1,0.95,0.5,0.32,0.4,0.64
12438,ethicalsense_fed_thirdfactor,2,0.95,0.5038399999999998,0.32,0.4,0.64
12438,ethicalsense_fed_thirdfactor,3,0.95,0.5,0.32,0.4,0.64
12438,ethicalsense_fed_thirdfactor,4,0.95,0.5073599999999989,0.32,0.4,0.64
12438,ethicalsense_fed_thirdfactor,5,0.95,0.5016399999999996,0.32,0.4,0.64
12438,ethicalsense_fed_thirdfactor,6,0.95,0.5002999999999997,0.32,0.4,0.64
12438,ethicalsense_plus_idealgap,1,0.4480527824489273,0.6086601883866837,0.7707891137808769,0.8057102024027889,0.37727590071597034
12438,ethicalsense_plus_idealgap,2,0.46713864405005007,0.6310263062901371,0.8136902266176588,0.8443212039558927,0.3519365923764849
12438,ethicalsense_plus_idealgap,3,0.4809730372019305,0.6765231871291332,0.8443683117504727,0.8719314805754251,0.3339044269299422
12438,ethicalsense_plus_idealgap,4,0.4887219652705713,0.707893099244178,0.8626010836766864,0.8883409753090176,0.322964763774214
12438,ethicalsense_plus_idealgap,5,0.49145356786169814,0.7319130332473436,0.8690283838911024,0.8941255455019919,0.3191083836455645
12438,ethicalsense_plus_idealgap,6,0.49418841569976024,0.7873149686400452,0.8754633199806603,0.899916987982594,0.31524742199182976
12439,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12439,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12439,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12439,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12439,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12439,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12439,success_fed_thirdfactor,1,0.95,0.74150000000001,0.32,0.4,0.64
12439,success_fed_thirdfactor,2,0.95,0.94,0.32,0.4,0.64
12439,success_fed_thirdfactor,3,0.95,0.935,0.32,0.4,0.64
12439,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12439,success_fed_thirdfactor,5,0.95,0.9290000000000004,0.32,0.4,0.64
12439,success_fed_thirdfactor,6,0.95,0.9380000000000004,0.32,0.4,0.64
12439,ethicalsense_fed_thirdfactor,1,0.95,0.5026199999999998,0.32,0.4,0.64
12439,ethicalsense_fed_thirdfactor,2,0.95,0.5,0.32,0.4,0.64
12439,ethicalsense_fed_thirdfactor,3,0.95,0.5,0.32,0.4,0.64
12439,ethicalsense_fed_thirdfactor,4,0.95,0.5051799999999997,0.32,0.4,0.64
12439,ethicalsense_fed_thirdfactor,5,0.95,0.5063999999999997,0.32,0.4,0.64
12439,ethicalsense_fed_thirdfactor,6,0.95,0.5,0.32,0.4,0.64
12439,ethicalsense_plus_idealgap,1,0.43611031521805016,0.5656508736074711,0.7384537622694912,0.7766083860425422,0.3975241973458425
12439,ethicalsense_plus_idealgap,2,0.4604060564925817,0.5509276514347767,0.794005812031173,0.8266052308280556,0.3645158475480412
12439,ethicalsense_plus_idealgap,3,0.4717128218414251,0.5282818250682617,0.8206099657931575,0.8505489692138415,0.3485533552908505
12439,ethicalsense_plus_idealgap,4,0.47376287854710103,0.5491023986446126,0.825433628630042,0.8548902657670375,0.3456591575887198
12439,ethicalsense_plus_idealgap,5,0.47444344905435626,0.5174149441810328,0.8270349710000543,0.8563314739000486,0.3446983521667124
12439,ethicalsense_plus_idealgap,6,0.47444344905435626,0.5063815458035063,0.8270349710000543,0.8563314739000486,0.3446983521667124
12440,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12440,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12440,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12440,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12440,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12440,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12440,success_fed_thirdfactor,1,0.95,0.7195000000000102,0.32,0.4,0.64
12440,success_fed_thirdfactor,2,0.95,0.9375,0.32,0.4,0.64
12440,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12440,success_fed_thirdfactor,4,0.95,0.9375,0.32,0.4,0.64
12440,success_fed_thirdfactor,5,0.95,0.9215000000000012,0.32,0.4,0.64
12440,success_fed_thirdfactor,6,0.95,0.9375,0.32,0.4,0.64
12440,ethicalsense_fed_thirdfactor,1,0.95,0.5,0.32,0.4,0.64
12440,ethicalsense_fed_thirdfactor,2,0.95,0.5013399999999999,0.32,0.4,0.64
12440,ethicalsense_fed_thirdfactor,3,0.95,0.506019999999999,0.32,0.4,0.64
12440,ethicalsense_fed_thirdfactor,4,0.95,0.5,0.32,0.4,0.64
12440,ethicalsense_fed_thirdfactor,5,0.95,0.5,0.32,0.4,0.64
12440,ethicalsense_fed_thirdfactor,6,0.95,0.5051799999999997,0.32,0.4,0.64
12440,ethicalsense_plus_idealgap,1,0.43885129462336725,0.6046439761389936,0.7529405170212768,0.7896464653191493,0.3872246662057397
12440,ethicalsense_plus_idealgap,2,0.4619024555552829,0.5963334346359387,0.8071785427434318,0.8384606884690882,0.3546818507724468
12440,ethicalsense_plus_idealgap,3,0.46959373878691457,0.5588248865115469,0.8252756797590359,0.8547481117831318,0.3438235685630844
12440,ethicalsense_plus_idealgap,4,0.47164939467966477,0.5145307059721992,0.828511763386139,0.8576605870475246,0.34220206914034323
12440,ethicalsense_plus_idealgap,5,0.47164939467966477,0.5322980732134531,0.828511763386139,0.8576605870475246,0.34220206914034323
12440,ethicalsense_plus_idealgap,6,0.47164939467966477,0.5193371375194703,0.828511763386139,0.8576605870475246,0.34220206914034323
12441,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12441,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12441,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12441,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12441,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12441,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12441,success_fed_thirdfactor,1,0.95,0.9380000000000001,0.32,0.4,0.64
12441,success_fed_thirdfactor,2,0.95,0.935,0.32,0.4,0.64
12441,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12441,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12441,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12441,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12441,ethicalsense_fed_thirdfactor,1,0.95,0.5,0.32,0.4,0.64
12441,ethicalsense_fed_thirdfactor,2,0.95,0.50006,0.32,0.4,0.64
12441,ethicalsense_fed_thirdfactor,3,0.95,0.5021199999999992,0.32,0.4,0.64
12441,ethicalsense_fed_thirdfactor,4,0.95,0.5039599999999997,0.32,0.4,0.64
12441,ethicalsense_fed_thirdfactor,5,0.95,0.5066399999999995,0.32,0.4,0.64
12441,ethicalsense_fed_thirdfactor,6,0.95,0.5013999999999998,0.32,0.4,0.64
12441,ethicalsense_plus_idealgap,1,0.44227691994575813,0.5655008540385674,0.7654120700859027,0.8008708630773129,0.3788594827292815
12441,ethicalsense_plus_idealgap,2,0.45176849925823415,0.5068928275759483,0.7835240115227938,0.817171610370515,0.36883655513858066
12441,ethicalsense_plus_idealgap,3,0.46421152918947745,0.5013000214812069,0.8111134979118577,0.8420021481206726,0.3526205095243851
12441,ethicalsense_plus_idealgap,4,0.4648936968080786,0.5040335452810047,0.8127185981909193,0.8434467383718282,0.35165744935694815
12441,ethicalsense_plus_idealgap,5,0.4648936968080786,0.508252623178291,0.8127185981909193,0.8434467383718282,0.35165744935694815
12441,ethicalsense_plus_idealgap,6,0.4648936968080786,0.503095389486432,0.8127185981909193,0.8434467383718282,0.35165744935694815
12442,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12442,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12442,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12442,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12442,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12442,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12442,success_fed_thirdfactor,1,0.95,0.8980000000000082,0.32,0.4,0.64
12442,success_fed_thirdfactor,2,0.95,0.9375,0.32,0.4,0.64
12442,success_fed_thirdfactor,3,0.95,0.935,0.32,0.4,0.64
12442,success_fed_thirdfactor,4,0.95,0.9360000000000002,0.32,0.4,0.64
12442,success_fed_thirdfactor,5,0.95,0.9340000000000003,0.32,0.4,0.64
12442,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12442,ethicalsense_fed_thirdfactor,1,0.95,0.5,0.32,0.4,0.64
12442,ethicalsense_fed_thirdfactor,2,0.95,0.5025599999999999,0.32,0.4,0.64
12442,ethicalsense_fed_thirdfactor,3,0.95,0.5064599999999997,0.32,0.4,0.64
12442,ethicalsense_fed_thirdfactor,4,0.95,0.5,0.32,0.4,0.64
12442,ethicalsense_fed_thirdfactor,5,0.95,0.50128,0.32,0.4,0.64
12442,ethicalsense_fed_thirdfactor,6,0.95,0.5026799999999998,0.32,0.4,0.64
12442,ethicalsense_plus_idealgap,1,0.4314426485902368,0.5643823886723275,0.7321309340385926,0.7709178406347327,0.4003859109292374
12442,ethicalsense_plus_idealgap,2,0.46175425582562213,0.5869990215470006,0.7990291757387603,0.8311262581648834,0.36113160332693184
12442,ethicalsense_plus_idealgap,3,0.4759820788102737,0.6138387268581295,0.8307217914396061,0.8596496122956443,0.34247295687667956
12442,ethicalsense_plus_idealgap,4,0.48446997175921114,0.6481811967878442,0.8506933042606356,0.8776239738345708,0.33049004918406194
12442,ethicalsense_plus_idealgap,5,0.48789070418160996,0.6898935592940478,0.8587420864309857,0.884867877787886,0.3256607798818518
12442,ethicalsense_plus_idealgap,6,0.4947374686188935,0.7844366351111322,0.8732431027848776,0.8979187925063888,0.31728197359275395
12443,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12443,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12443,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12443,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12443,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12443,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12443,success_fed_thirdfactor,1,0.95,0.7440000000000097,0.32,0.4,0.64
12443,success_fed_thirdfactor,2,0.95,0.9375,0.32,0.4,0.64
12443,success_fed_thirdfactor,3,0.95,0.94,0.32,0.4,0.64
12443,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12443,success_fed_thirdfactor,5,0.95,0.94,0.32,0.4,0.64
12443,success_fed_thirdfactor,6,0.95,0.9375,0.32,0.4,0.64
12443,ethicalsense_fed_thirdfactor,1,0.95,0.5027399999999997,0.32,0.4,0.64
12443,ethicalsense_fed_thirdfactor,2,0.95,0.50128,0.32,0.4,0.64
12443,ethicalsense_fed_thirdfactor,3,0.95,0.5,0.32,0.4,0.64
12443,ethicalsense_fed_thirdfactor,4,0.95,0.502359999999999,0.32,0.4,0.64
12443,ethicalsense_fed_thirdfactor,5,0.95,0.50006,0.32,0.4,0.64
12443,ethicalsense_fed_thirdfactor,6,0.95,0.5,0.32,0.4,0.64
12443,ethicalsense_plus_idealgap,1,0.4393163290728316,0.544716249982347,0.7468991833027656,0.7842092649724889,0.39227657292147333
12443,ethicalsense_plus_idealgap,2,0.456619375968294,0.5167752530848084,0.783706184184105,0.8173355657656942,0.370973582520149
12443,ethicalsense_plus_idealgap,3,0.46836723395445595,0.501953200740164,0.8113482029750744,0.8422133826775667,0.3543883712455674
12443,ethicalsense_plus_idealgap,4,0.4690519866094916,0.5,0.8129593856928053,0.8436634471235246,0.3534216616149288
12443,ethicalsense_plus_idealgap,5,0.4717814479907183,0.5167671402127345,0.8193816477662799,0.8494434829896516,0.34956830437084413
12443,ethicalsense_plus_idealgap,6,0.4717814479907183,0.510850116280925,0.8193816477662799,0.8494434829896516,0.34956830437084413
12444,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12444,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12444,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12444,static_baseline,4,0.24,0.56,0.32,0.4,0.64
12444,static_baseline,5,0.24,0.56,0.32,0.4,0.64
12444,static_baseline,6,0.24,0.56,0.32,0.4,0.64
12444,success_fed_thirdfactor,1,0.95,0.872000000000009,0.32,0.4,0.64
12444,success_fed_thirdfactor,2,0.95,0.94,0.32,0.4,0.64
12444,success_fed_thirdfactor,3,0.95,0.9310000000000003,0.32,0.4,0.64
12444,success_fed_thirdfactor,4,0.95,0.94,0.32,0.4,0.64
12444,success_fed_thirdfactor,5,0.95,0.935,0.32,0.4,0.64
12444,success_fed_thirdfactor,6,0.95,0.94,0.32,0.4,0.64
12444,ethicalsense_fed_thirdfactor,1,0.95,0.5,0.32,0.4,0.64
12444,ethicalsense_fed_thirdfactor,2,0.95,0.5025599999999999,0.32,0.4,0.64
12444,ethicalsense_fed_thirdfactor,3,0.95,0.5013399999999999,0.32,0.4,0.64
12444,ethicalsense_fed_thirdfactor,4,0.95,0.5,0.32,0.4,0.64
12444,ethicalsense_fed_thirdfactor,5,0.95,0.5027399999999997,0.32,0.4,0.64
12444,ethicalsense_fed_thirdfactor,6,0.95,0.5064599999999997,0.32,0.4,0.64
12444,ethicalsense_plus_idealgap,1,0.44888249699489446,0.6235849547712945,0.7758602284142174,0.8102742055727957,0.3736094629132826
12444,ethicalsense_plus_idealgap,2,0.47029015232340043,0.6546615103042703,0.8239645953259778,0.8535681357933798,0.34520016012670096
12444,ethicalsense_plus_idealgap,3,0.48673889845569174,0.7196906933887924,0.8626675274019573,0.8884007746617614,0.3219784008811132
12444,ethicalsense_plus_idealgap,4,0.49292886141227377,0.8039842864001789,0.8756278193669108,0.9000650374302195,0.31452309105342424
12444,ethicalsense_plus_idealgap,5,0.5005109911524339,0.94,0.893468124637876,0.9161213121740882,0.30381890789084515
12444,ethicalsense_plus_idealgap,6,0.5005109911524339,0.94,0.893468124637876,0.9161213121740882,0.30381890789084515
12445,static_baseline,1,0.24,0.56,0.32,0.4,0.64
12445,static_baseline,2,0.24,0.56,0.32,0.4,0.64
12445,static_baseline,3,0.24,0.56,0.32,0.4,0.64
12445,static_baseline,4,0.24,0.56,0.32,0.4,0.64
