seed,model,final_third_factor_volition,final_ethical_reliability,final_integration,final_ideal_alignment,final_H_self,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,external_capture_rate,candidate_acceptance_rate
12438,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5076190476190476,0.4974541751527495,9.047619047584924e-05,0.33558863328822736,0.0
12438,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.5992857142857143,0.6029789419619929,0.19887857142857585,0.2831669044222539,0.0
12438,ethicalsense_fed_thirdfactor,0.95,0.5002999999999997,0.32,0.4,0.64,0.49357142857142855,0.5083459787556904,-0.006550000000000432,0.36063218390804597,0.0
12438,ethicalsense_plus_idealgap,0.49418841569976024,0.7873149686400452,0.8754633199806603,0.899916987982594,0.31524742199182976,0.5285714285714286,0.5400608519269777,0.060985714285714435,0.3211624441132638,0.6935933147632312
12439,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5264285714285715,0.5234580917237743,0.06087857142857231,0.3369098712446352,0.0
12439,success_fed_thirdfactor,0.95,0.9380000000000004,0.32,0.4,0.64,0.5957142857142858,0.59315977539561,0.18322142857143356,0.2707715133531157,0.0
12439,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.4992857142857143,0.4984375,0.00407142857142835,0.3368945868945869,0.0
12439,ethicalsense_plus_idealgap,0.47444344905435626,0.5063815458035063,0.8270349710000543,0.8563314739000486,0.3446983521667124,0.5090476190476191,0.5121698601760746,0.02425476190476161,0.3410041841004184,0.581151832460733
12440,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5142857142857142,0.5295031055900621,0.04598571428571452,0.33633217993079584,0.0
12440,success_fed_thirdfactor,0.95,0.9375,0.32,0.4,0.64,0.6059523809523809,0.5909552845528455,0.18939523809524347,0.2915129151291513,0.0
12440,ethicalsense_fed_thirdfactor,0.95,0.5051799999999997,0.32,0.4,0.64,0.4992857142857143,0.49604221635883905,0.00824999999999952,0.3569384835479256,0.0
12440,ethicalsense_plus_idealgap,0.47164939467966477,0.5193371375194703,0.828511763386139,0.8576605870475246,0.34220206914034323,0.5188095238095238,0.5192004208311415,0.0482309523809527,0.327178729689808,0.6337209302325582
12441,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5204761904761904,0.516761217122228,0.03812619047619072,0.35294117647058826,0.0
12441,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6185714285714285,0.6157337367624811,0.2234071428571488,0.2652777777777778,0.0
12441,ethicalsense_fed_thirdfactor,0.95,0.5013999999999998,0.32,0.4,0.64,0.4876190476190476,0.48591909882232465,-0.028330952380952564,0.36637931034482757,0.0
12441,ethicalsense_plus_idealgap,0.4648936968080786,0.503095389486432,0.8127185981909193,0.8434467383718282,0.35165744935694815,0.5,0.4969356486210419,-0.0064857142857145285,0.35495626822157433,0.6507462686567164
12442,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5176190476190476,0.5016059957173448,0.03877619047619087,0.34277620396600567,0.0
12442,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6052380952380952,0.5975295934122491,0.20035952380952965,0.2895894428152493,0.0
12442,ethicalsense_fed_thirdfactor,0.95,0.5026799999999998,0.32,0.4,0.64,0.4976190476190476,0.4851109907958852,0.008926190476190211,0.3470546486870121,0.0
12442,ethicalsense_plus_idealgap,0.4947374686188935,0.7844366351111322,0.8732431027848776,0.8979187925063888,0.31728197359275395,0.5411904761904762,0.5375782881002088,0.08450476190476279,0.3383729301655867,0.6218905472636815
12443,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5233333333333333,0.5177638453500523,0.048161904761905266,0.3335630599586492,0.0
12443,success_fed_thirdfactor,0.95,0.9375,0.32,0.4,0.64,0.6021428571428571,0.6061715481171548,0.21198571428571966,0.2751824817518248,0.0
12443,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.4938095238095238,0.4831640833778728,-0.0030547619047622985,0.33651726671565024,0.0
12443,ethicalsense_plus_idealgap,0.4717814479907183,0.510850116280925,0.8193816477662799,0.8494434829896516,0.34956830437084413,0.5014285714285714,0.4992134242265338,0.010307142857142489,0.3543586109142452,0.6578171091445427
12444,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5083333333333333,0.5158061116965227,0.03527619047619005,0.3499643620812545,0.0
12444,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6021428571428571,0.6158280922431866,0.22201428571429171,0.26917613636363635,0.0
12444,ethicalsense_fed_thirdfactor,0.95,0.5064599999999997,0.32,0.4,0.64,0.4988095238095238,0.4987303199593702,-0.00875476190476197,0.33808844507845937,0.0
12444,ethicalsense_plus_idealgap,0.5005109911524339,0.94,0.893468124637876,0.9161213121740882,0.30381890789084515,0.5792857142857143,0.5902922755741128,0.173100000000004,0.2971342383107089,0.6850393700787402
12445,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5154761904761904,0.5251509054325956,0.029276190476190612,0.33234200743494424,0.0
12445,success_fed_thirdfactor,0.95,0.9375,0.32,0.4,0.64,0.5964285714285714,0.5957991803278688,0.18798571428571906,0.27253668763102723,0.0
12445,ethicalsense_fed_thirdfactor,0.95,0.50006,0.32,0.4,0.64,0.4880952380952381,0.48228744939271256,-0.037519047619047285,0.3410237923576063,0.0
12445,ethicalsense_plus_idealgap,0.5005060778402196,0.9398401361874643,0.893424124976225,0.916081712478603,0.3038517954732411,0.5895238095238096,0.586489252814739,0.17156666666667134,0.28868360277136257,0.6326034063260341
12446,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5185714285714286,0.5177453027139874,0.04288571428571453,0.3387323943661972,0.0
12446,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6016666666666667,0.6070502851218248,0.2088880952381006,0.26384839650145775,0.0
12446,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.49547619047619046,0.48940568475452195,-0.012345238095238421,0.3540740740740741,0.0
12446,ethicalsense_plus_idealgap,0.4638835154854945,0.5018820412566865,0.8136735427810792,0.8443061885029706,0.35041811423890024,0.4930952380952381,0.4987026466009341,-0.003669047619048035,0.34195402298850575,0.6131805157593123
12447,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5166666666666667,0.5094726062467998,0.02371666666666665,0.341799709724238,0.0
12447,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6197619047619047,0.6272534464475079,0.2547904761904832,0.27704117236566644,0.0
12447,ethicalsense_fed_thirdfactor,0.95,0.5065799999999996,0.32,0.4,0.64,0.5147619047619048,0.5068423720223011,0.01416904761904749,0.3277494537509104,0.0
12447,ethicalsense_plus_idealgap,0.47513412917170916,0.5128584494791673,0.8264069598277151,0.8557662638449437,0.34552578704216086,0.5128571428571429,0.5158648925281474,0.025900000000000103,0.3361522198731501,0.6752873563218391
12448,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5076190476190476,0.5268218623481782,0.026004761904761985,0.32432432432432434,0.0
12448,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6152380952380953,0.5959287531806616,0.2042023809523865,0.26768781911013856,0.0
12448,ethicalsense_fed_thirdfactor,0.95,0.50128,0.32,0.4,0.64,0.49976190476190474,0.510727367870225,0.018611904761905117,0.33431516936671574,0.0
12448,ethicalsense_plus_idealgap,0.47479034072549825,0.5663378962107902,0.8427039301391219,0.8704335371252094,0.3323264279948191,0.5202380952380953,0.5201863354037267,0.04293809523809557,0.32474964234620884,0.6522988505747126
12449,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5297619047619048,0.5230607966457023,0.06113333333333401,0.3278122843340235,0.0
12449,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6138095238095238,0.6266874350986501,0.2405523809523865,0.2632342277012328,0.0
12449,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.5023809523809524,0.5021299254526091,0.021466666666666412,0.35852981969486825,0.0
12449,ethicalsense_plus_idealgap,0.476498989139079,0.5180793284191637,0.8166998346296062,0.8470298511666451,0.3539337742441166,0.5028571428571429,0.5028993147074328,0.01780714285714245,0.34760522496371554,0.6267806267806267
12450,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5188095238095238,0.5145530145530145,0.03806666666666683,0.3245679939894816,0.0
12450,success_fed_thirdfactor,0.95,0.935,0.32,0.4,0.64,0.5995238095238096,0.574798927613941,0.18970238095238573,0.2733142037302726,0.0
12450,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.5123809523809524,0.5233029381965553,0.027780952380952406,0.33309352517985613,0.0
12450,ethicalsense_plus_idealgap,0.47051750322837144,0.5064610339120897,0.8250448533011199,0.8545403679710081,0.3444429424077497,0.5042857142857143,0.5005065856129686,-0.0028142857142860697,0.3549090909090909,0.6782334384858044
12451,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5230952380952381,0.5234173957797221,0.04621666666666719,0.31538992408557626,0.0
12451,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6209523809523809,0.6082051282051282,0.22502380952381532,0.27375087966220973,0.0
12451,ethicalsense_fed_thirdfactor,0.95,0.5025599999999999,0.32,0.4,0.64,0.5026190476190476,0.4969481180061038,-0.005923809523809646,0.3526052819414704,0.0
12451,ethicalsense_plus_idealgap,0.512834350635936,0.9398386567475168,0.8924378316778195,0.9151940485100378,0.31044237025112587,0.5983333333333334,0.5895061728395061,0.18544761904762458,0.2796674225245654,0.6691358024691358
12452,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5147619047619048,0.5128339444735464,0.03612619047619082,0.345,0.0
12452,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.5926190476190476,0.5964912280701754,0.19968333333333826,0.31026785714285715,0.0
12452,ethicalsense_fed_thirdfactor,0.95,0.5051199999999998,0.32,0.4,0.64,0.5004761904761905,0.5119228817858955,0.005397619047618723,0.35576234788833216,0.0
12452,ethicalsense_plus_idealgap,0.5027006956145719,0.9385,0.8926191272609382,0.9153572145348445,0.3055285549510484,0.5997619047619047,0.5862068965517241,0.19009047619048072,0.2759601706970128,0.6856368563685636
12453,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5123809523809524,0.5093457943925234,0.026123809523809684,0.34782608695652173,0.0
12453,success_fed_thirdfactor,0.95,0.9330000000000002,0.32,0.4,0.64,0.6021428571428571,0.5960061443932412,0.19369285714286263,0.27636363636363637,0.0
12453,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.49333333333333335,0.49737118822292326,0.0017476190476186319,0.35776487663280115,0.0
12453,ethicalsense_plus_idealgap,0.5068350275358606,0.9376924653713027,0.892328716173667,0.9150958445563013,0.3077064517838233,0.5788095238095238,0.583803177857509,0.15887380952381308,0.296987087517934,0.6760925449871465
12454,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5161904761904762,0.5134706814580031,0.04216904761904757,0.3461254612546125,0.0
12454,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6064285714285714,0.6052227342549923,0.206978571428577,0.2876712328767123,0.0
12454,ethicalsense_fed_thirdfactor,0.95,0.5001199999999999,0.32,0.4,0.64,0.5102380952380953,0.5053873781426372,0.014316666666666119,0.33669790915645276,0.0
12454,ethicalsense_plus_idealgap,0.49488609174717857,0.7875118286441082,0.874556131034775,0.8991005179312976,0.316301491288499,0.5414285714285715,0.5579671784012705,0.11043571428571745,0.3357825128581925,0.6887052341597796
12455,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5128571428571429,0.5219185146982981,0.03550714285714333,0.3483226266952177,0.0
12455,success_fed_thirdfactor,0.95,0.9375,0.32,0.4,0.64,0.6,0.612008072653885,0.20134285714286249,0.274981765134938,0.0
12455,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.5011904761904762,0.49591419816138915,-0.006295238095237971,0.37281976744186046,0.0
12455,ethicalsense_plus_idealgap,0.5005695625996003,0.9355000000000001,0.8932557814290303,0.9159302032861268,0.30401634549188233,0.5611904761904762,0.5627221940071102,0.11662619047619355,0.2924320352681852,0.7093333333333334
12456,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5176190476190476,0.5087991718426501,0.029319047619047467,0.3439767779390421,0.0
12456,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.5980952380952381,0.5979819437068508,0.20614523809524263,0.2832618025751073,0.0
12456,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.5,0.49647532729103727,-0.014185714285714836,0.3397058823529412,0.0
12456,ethicalsense_plus_idealgap,0.47713488312472685,0.5567539841816028,0.8399147324701228,0.8679232592231094,0.3356611002002441,0.5114285714285715,0.5068493150684932,0.029871428571428695,0.346072186836518,0.6170212765957447
12457,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5254761904761904,0.507012987012987,0.037226190476190774,0.33406113537117904,0.0
12457,success_fed_thirdfactor,0.95,0.9365000000000006,0.32,0.4,0.64,0.579047619047619,0.5855434217368695,0.16681190476190916,0.2956335003579098,0.0
12457,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.48738095238095236,0.4880285277636271,-0.02914047619047659,0.37400145243282495,0.0
12457,ethicalsense_plus_idealgap,0.47017799953690603,0.5012218336063775,0.8145557375849865,0.845100163826488,0.35267446853761386,0.4957142857142857,0.4894275399690562,-0.013135714285714865,0.3506588579795022,0.632183908045977
12458,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5064285714285715,0.5120698510529019,0.017521428571428355,0.34801136363636365,0.0
12458,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.5911904761904762,0.5930713547052741,0.18387619047619597,0.2609016999260902,0.0
12458,ethicalsense_fed_thirdfactor,0.95,0.5013399999999999,0.32,0.4,0.64,0.4961904761904762,0.4968586387434555,0.0020476190476185993,0.3452554744525547,0.0
12458,ethicalsense_plus_idealgap,0.47995024954662646,0.5,0.8160661036681415,0.8464594933013267,0.35606488155801697,0.5142857142857142,0.5178947368421053,0.04271428571428629,0.3559445660102115,0.6153846153846154
12459,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5090476190476191,0.5029617662897146,0.0342833333333337,0.3392724573125464,0.0
12459,success_fed_thirdfactor,0.95,0.9375,0.32,0.4,0.64,0.5902380952380952,0.5925737538148524,0.17569523809524298,0.2827187274041938,0.0
12459,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.505,0.48811330298431965,-0.015121428571428862,0.3335832083958021,0.0
12459,ethicalsense_plus_idealgap,0.47248916496426835,0.5188216096425807,0.81823755516388,0.848413799647492,0.35081662173443445,0.495952380952381,0.4997465788139889,-0.011640476190476682,0.359912216532553,0.6818181818181818
12460,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5161904761904762,0.5265306122448979,0.03819047619047643,0.3239130434782609,0.0
12460,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6071428571428571,0.6222562531904032,0.22315000000000615,0.2853087295954578,0.0
12460,ethicalsense_fed_thirdfactor,0.95,0.5041399999999996,0.32,0.4,0.64,0.5061904761904762,0.4950598023920957,0.006954761904761658,0.3326195574589579,0.0
12460,ethicalsense_plus_idealgap,0.5020547060230797,0.94,0.8932929738679168,0.9159636764811245,0.3046854825635873,0.5888095238095238,0.5861546235472461,0.16517380952381314,0.2888086642599278,0.6719160104986877
12461,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5185714285714286,0.515074092999489,0.030092857142857282,0.31560283687943264,0.0
12461,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6076190476190476,0.6239401496259351,0.21629761904762554,0.28263988522238165,0.0
12461,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.4942857142857143,0.5027679919476598,-0.01390714285714325,0.3486238532110092,0.0
12461,ethicalsense_plus_idealgap,0.5051705241336598,0.8311476415194595,0.8806717704916434,0.9046045934424797,0.3162487126107598,0.5426190476190477,0.5382165605095541,0.09416190476190747,0.3271560940841055,0.6361386138613861
12462,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5138095238095238,0.5125834617360041,0.025402380952380756,0.33733239237826396,0.0
12462,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6021428571428571,0.5948230322239831,0.20512142857143367,0.28487947406866326,0.0
12462,ethicalsense_fed_thirdfactor,0.95,0.5013999999999998,0.32,0.4,0.64,0.5019047619047619,0.49869451697127937,0.008226190476190005,0.35174825174825175,0.0
12462,ethicalsense_plus_idealgap,0.49772832247641063,0.9396810769329569,0.8936923109856446,0.9163230798870807,0.30233006767097115,0.584047619047619,0.5912371134020619,0.1736904761904806,0.2891654465592972,0.6518324607329843
12463,static_baseline,0.24,0.56,0.32,0.4,0.64,0.52,0.5147439213657528,0.03719285714285759,0.3443197755960729,0.0
12463,success_fed_thirdfactor,0.95,0.9340000000000003,0.32,0.4,0.64,0.6223809523809524,0.6192468619246861,0.2447238095238154,0.25584691708008506,0.0
12463,ethicalsense_fed_thirdfactor,0.95,0.50006,0.32,0.4,0.64,0.5023809523809524,0.5028423772609819,0.007559523809523402,0.3507737656595431,0.0
12463,ethicalsense_plus_idealgap,0.47225000637528824,0.5024679790080384,0.8226596693461545,0.852393702411539,0.3471663851702709,0.5021428571428571,0.5185373285931946,0.014078571428570866,0.3610698365527489,0.6275071633237822
12464,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5147619047619048,0.5264,0.057369047619047715,0.3279944289693593,0.0
12464,success_fed_thirdfactor,0.95,0.9375,0.32,0.4,0.64,0.6190476190476191,0.617988883274381,0.2269119047619106,0.25406203840472674,0.0
12464,ethicalsense_fed_thirdfactor,0.95,0.5025599999999999,0.32,0.4,0.64,0.4911904761904762,0.5065002600104004,0.0029547619047614526,0.3692098092643052,0.0
12464,ethicalsense_plus_idealgap,0.5078939557011064,0.94,0.8924420427434439,0.9151978384690999,0.30811410966458896,0.5754761904761905,0.5707644628099173,0.14614761904762233,0.3001464128843338,0.6850393700787402
12465,static_baseline,0.24,0.56,0.32,0.4,0.64,0.503095238095238,0.518210197710718,0.02636666666666651,0.34178082191780823,0.0
12465,success_fed_thirdfactor,0.95,0.9360000000000002,0.32,0.4,0.64,0.6059523809523809,0.5941235059760956,0.18410952380952894,0.2906894100923952,0.0
12465,ethicalsense_fed_thirdfactor,0.95,0.5042599999999995,0.32,0.4,0.64,0.4976190476190476,0.481651376146789,-0.024895238095238536,0.34206798866855526,0.0
12465,ethicalsense_plus_idealgap,0.4725456211977734,0.5037107129309899,0.8246028735532982,0.8541425861979685,0.34575093466219586,0.5069047619047619,0.5038520801232665,0.00999761904761844,0.3319327731092437,0.6295264623955432
12466,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5261904761904762,0.5234493192133132,0.0395261904761911,0.33098591549295775,0.0
12466,success_fed_thirdfactor,0.95,0.9250000000000006,0.32,0.4,0.64,0.5923809523809523,0.595360824742268,0.18602380952381434,0.2793904208998549,0.0
12466,ethicalsense_fed_thirdfactor,0.95,0.50006,0.32,0.4,0.64,0.5052380952380953,0.5075681130171544,0.0030809523809520387,0.3342736248236953,0.0
12466,ethicalsense_plus_idealgap,0.49410401008509397,0.7865193397133309,0.8730498032741532,0.897744822946738,0.3171385150677802,0.5430952380952381,0.5391304347826087,0.07863095238095355,0.31896551724137934,0.6311881188118812
12467,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5121428571428571,0.5160788381742739,0.03187142857142858,0.33936022253129344,0.0
12467,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.5971428571428572,0.5958868894601542,0.19025000000000533,0.2754145638067772,0.0
12467,ethicalsense_fed_thirdfactor,0.95,0.5013399999999999,0.32,0.4,0.64,0.5119047619047619,0.5096348884381339,0.01431904761904708,0.3435495367070563,0.0
12467,ethicalsense_plus_idealgap,0.48164590178828,0.5210725063696218,0.8249511052866902,0.8544559947580216,0.34975483425925075,0.49523809523809526,0.4853771164699846,-0.020183333333332998,0.3311306901615272,0.6574585635359116
12468,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5157142857142857,0.5057471264367817,0.02904285714285741,0.3354978354978355,0.0
12468,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6035714285714285,0.6031413612565445,0.2109285714285771,0.2693935119887165,0.0
12468,ethicalsense_fed_thirdfactor,0.95,0.50128,0.32,0.4,0.64,0.4980952380952381,0.500515995872033,0.0002523809523803813,0.3624823695345557,0.0
12468,ethicalsense_plus_idealgap,0.5027887260004767,0.9377019623272749,0.8935949769699354,0.9162354792729427,0.30478930124780473,0.5666666666666667,0.5664798777381559,0.1271452380952413,0.2868327402135231,0.6423173803526449
12469,static_baseline,0.24,0.56,0.32,0.4,0.64,0.515,0.5191709844559586,0.0372142857142856,0.3484740951029099,0.0
12469,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6016666666666667,0.6021108179419525,0.21113095238095775,0.2788184438040346,0.0
12469,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.4957142857142857,0.49114583333333334,-0.006500000000000334,0.3358885017421603,0.0
12469,ethicalsense_plus_idealgap,0.4964727616647343,0.7465519685912545,0.8698973762355514,0.8949076386119965,0.3207751633243736,0.5411904761904762,0.5537990821009688,0.08968333333333514,0.31824611032531824,0.6531645569620254
12470,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5142857142857142,0.5176651305683564,0.02933571428571406,0.34842951059167276,0.0
12470,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6028571428571429,0.60625,0.21114285714286263,0.2865412445730825,0.0
12470,ethicalsense_fed_thirdfactor,0.95,0.50128,0.32,0.4,0.64,0.495952380952381,0.4981968057702215,-0.004911904761905328,0.3238512035010941,0.0
12470,ethicalsense_plus_idealgap,0.47852151247262625,0.5249180525508423,0.8375851510997646,0.8658266359897878,0.33817729675436525,0.5140476190476191,0.5232375979112271,0.04386904761904804,0.34760885082084225,0.6696696696696697
12471,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5128571428571429,0.5109717868338558,0.031185714285714174,0.3264872521246459,0.0
12471,success_fed_thirdfactor,0.95,0.9375,0.32,0.4,0.64,0.6204761904761905,0.6230448383733055,0.2452761904761969,0.2775052557813595,0.0
12471,ethicalsense_fed_thirdfactor,0.95,0.5013399999999999,0.32,0.4,0.64,0.49023809523809525,0.49031216361679225,0.0034666666666667164,0.35298346513299783,0.0
12471,ethicalsense_plus_idealgap,0.5031831281774944,0.9365193052752042,0.8931789500453321,0.9158610550407994,0.30530772381196697,0.5614285714285714,0.5647425897035881,0.12919285714285975,0.32047477744807124,0.6403940886699507
12472,static_baseline,0.24,0.56,0.32,0.4,0.64,0.515,0.5277922077922078,0.046750000000000604,0.3687683284457478,0.0
12472,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6226190476190476,0.6228921819110884,0.2396404761904827,0.2829232995658466,0.0
12472,ethicalsense_fed_thirdfactor,0.95,0.50128,0.32,0.4,0.64,0.5011904761904762,0.4949061662198391,0.01686904761904765,0.33405172413793105,0.0
12472,ethicalsense_plus_idealgap,0.4666296301486881,0.5016306827506676,0.817424366755623,0.847681930080061,0.34870974431253143,0.5078571428571429,0.5085183273102736,0.018021428571428137,0.34146341463414637,0.6507462686567164
12473,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5330952380952381,0.5348477026329376,0.06875952380952591,0.33476394849785407,0.0
12473,success_fed_thirdfactor,0.95,0.9355000000000001,0.32,0.4,0.64,0.5961904761904762,0.5912596401028277,0.18479761904762412,0.2807262569832402,0.0
12473,ethicalsense_fed_thirdfactor,0.95,0.5051799999999997,0.32,0.4,0.64,0.49857142857142855,0.5034013605442177,0.010421428571427934,0.36423357664233574,0.0
12473,ethicalsense_plus_idealgap,0.46975345988420136,0.5021696725768355,0.8154827948523138,0.8459345153670818,0.3517330393577735,0.48523809523809525,0.4779874213836478,-0.026390476190476374,0.34339080459770116,0.652046783625731
12474,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5069047619047619,0.5084299262381454,0.026847619047618863,0.3550036523009496,0.0
12474,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6230952380952381,0.6328852119958635,0.2542809523809598,0.24416909620991253,0.0
12474,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.49976190476190474,0.4992183428869203,0.00555476190476152,0.34191176470588236,0.0
12474,ethicalsense_plus_idealgap,0.47361316952818777,0.5002803239758381,0.8314063506652491,0.8602657155987238,0.34081052865753614,0.5204761904761904,0.5064201335387776,0.026069047619047526,0.32727272727272727,0.6617647058823529
12475,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5119047619047619,0.5113816834303865,0.036911904761905395,0.3170028818443804,0.0
12475,success_fed_thirdfactor,0.95,0.9390000000000002,0.32,0.4,0.64,0.5907142857142857,0.593945720250522,0.1880285714285766,0.2657393850658858,0.0
12475,ethicalsense_fed_thirdfactor,0.95,0.5027399999999997,0.32,0.4,0.64,0.5040476190476191,0.49949135300101727,-0.001995238095238292,0.3445205479452055,0.0
12475,ethicalsense_plus_idealgap,0.4692595980693161,0.5041761980810981,0.8263045791521588,0.855674121236943,0.3428432063579517,0.508095238095238,0.5124481327800829,0.024323809523810132,0.35678391959798994,0.5910290237467019
12476,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5283333333333333,0.5235574377977766,0.0648404761904772,0.3235504652827487,0.0
12476,success_fed_thirdfactor,0.95,0.9375,0.32,0.4,0.64,0.5942857142857143,0.6069394096323149,0.20099285714286239,0.2793791574279379,0.0
12476,ethicalsense_fed_thirdfactor,0.95,0.5025599999999999,0.32,0.4,0.64,0.49523809523809526,0.4906928645294726,-0.011076190476190895,0.3352727272727273,0.0
12476,ethicalsense_plus_idealgap,0.505604599337077,0.9294644443961603,0.8895320043780116,0.9125788039402114,0.3093647961856258,0.5628571428571428,0.5614583333333333,0.1281428571428595,0.3106444605358436,0.6876640419947506
12477,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5283333333333333,0.518935516888434,0.04437619047619032,0.3561046511627907,0.0
12477,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6121428571428571,0.6235924932975871,0.24782142857143483,0.26762589928057556,0.0
12477,ethicalsense_fed_thirdfactor,0.95,0.5,0.32,0.4,0.64,0.5040476190476191,0.5023352361183187,0.010783333333333148,0.33612273361227335,0.0
12477,ethicalsense_plus_idealgap,0.499739793533527,0.94,0.8932943674863084,0.9159649307376766,0.30359499708555515,0.5838095238095238,0.5828630066700872,0.16338809523809977,0.28330995792426367,0.6683804627249358
12478,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5252380952380953,0.5506653019447287,0.07228095238095433,0.3258508327299059,0.0
12478,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6142857142857143,0.6079575596816976,0.23132142857143428,0.26364280652019845,0.0
12478,ethicalsense_fed_thirdfactor,0.95,0.5063999999999997,0.32,0.4,0.64,0.49166666666666664,0.48325605358062856,-0.023697619047619096,0.37103746397694526,0.0
12478,ethicalsense_plus_idealgap,0.5038916711300168,0.9332561444678961,0.8931497365664224,0.9158347629097805,0.30566452657275284,0.5895238095238096,0.5919749869723815,0.18431666666667074,0.28819695872556117,0.660574412532637
12479,static_baseline,0.24,0.56,0.32,0.4,0.64,0.5164285714285715,0.515214027849407,0.03257857142857185,0.327893175074184,0.0
12479,success_fed_thirdfactor,0.95,0.94,0.32,0.4,0.64,0.6154761904761905,0.6155844155844156,0.23172619047619664,0.265406162464986,0.0
12479,ethicalsense_fed_thirdfactor,0.95,0.50128,0.32,0.4,0.64,0.5035714285714286,0.5161290322580645,0.02484285714285759,0.36026200873362446,0.0
