seed,model,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trap_capture_rate,capture_resistance,core_protection,trajectory_value,final_quality,is_tdc
17202,simple_q068_a000,0.7671232876712328,0.17666666666666667,0.3424657534246575,0.2918552036199095,0.7081447963800904,0.6575342465753424,0.6784866666666628,0.68,False
17202,simple_q076_a000,0.7631578947368421,0.15166666666666667,0.32894736842105265,0.2222222222222222,0.7777777777777778,0.6710526315789473,0.6710511111111067,0.76,False
17202,simple_q084_a000,0.8450704225352113,0.07833333333333334,0.29577464788732394,0.2,0.8,0.704225352112676,0.6774322222222195,0.84,False
17202,simple_q076_a008,0.6911764705882353,0.09166666666666666,0.39705882352941174,0.20852534562211983,0.7914746543778801,0.6029411764705883,0.7147777777777737,0.76,False
17202,simple_q076_a016,0.7647058823529411,0.11666666666666667,0.36764705882352944,0.1772885283893395,0.8227114716106605,0.6323529411764706,0.6822411111111084,0.76,False
17202,simple_q084_a008,0.7972972972972973,0.09166666666666666,0.3108108108108108,0.1873536299765808,0.8126463700234192,0.6891891891891893,0.7148377777777749,0.84,False
17202,simple_q084_a016,0.7638888888888888,0.10666666666666667,0.3611111111111111,0.15430622009569378,0.8456937799043063,0.6388888888888888,0.7436388888888853,0.84,False
17202,simple_q090_a008,0.8115942028985508,0.06166666666666667,0.3188405797101449,0.12714776632302405,0.872852233676976,0.6811594202898551,0.7742744444444412,0.9,False
17202,simple_q090_a016,0.8636363636363636,0.06333333333333334,0.30303030303030304,0.10650887573964497,0.893491124260355,0.696969696969697,0.753428888888886,0.9,False
17202,tdc_evidence_validated,0.8783783783783784,0.051666666666666666,0.25675675675675674,0.1809635722679201,0.8190364277320799,0.7432432432432432,0.7294322222222193,0.9074498753356375,True
17203,simple_q060_a000,0.6666666666666666,0.18333333333333332,0.463768115942029,0.32891832229580575,0.6710816777041942,0.536231884057971,0.5845799999999977,0.6,False
17203,simple_q068_a000,0.8059701492537313,0.2,0.3582089552238806,0.2618510158013544,0.7381489841986456,0.6417910447761195,0.6709466666666631,0.68,False
17203,simple_q076_a000,0.7808219178082192,0.12666666666666668,0.2602739726027397,0.2254335260115607,0.7745664739884393,0.7397260273972603,0.7145966666666624,0.76,False
17203,simple_q084_a000,0.8695652173913043,0.07166666666666667,0.2898550724637681,0.18296892980437285,0.8170310701956272,0.7101449275362319,0.7304111111111078,0.84,False
17203,simple_q076_a008,0.7088607594936709,0.13166666666666665,0.45569620253164556,0.26352128883774456,0.7364787111622555,0.5443037974683544,0.6507577777777749,0.76,False
17203,simple_q076_a016,0.8,0.14,0.38461538461538464,0.1504739336492891,0.8495260663507109,0.6153846153846154,0.7019088888888854,0.76,False
17203,simple_q084_a008,0.8620689655172413,0.085,0.3448275862068966,0.19212962962962962,0.8078703703703703,0.6551724137931034,0.7516688888888855,0.84,False
17203,simple_q084_a016,0.75,0.09,0.39705882352941174,0.1397228637413395,0.8602771362586605,0.6029411764705883,0.7346099999999968,0.84,False
17203,simple_q090_a008,0.8095238095238095,0.058333333333333334,0.38095238095238093,0.16073478760045926,0.8392652123995408,0.6190476190476191,0.7411111111111082,0.9,False
17203,simple_q090_a016,0.7808219178082192,0.058333333333333334,0.3150684931506849,0.12703962703962704,0.872960372960373,0.6849315068493151,0.7424622222222199,0.9,False
17203,tdc_evidence_validated,0.8918918918918919,0.06,0.28378378378378377,0.18522860492379836,0.8147713950762017,0.7162162162162162,0.6829133333333306,0.9048947070942683,True
17204,simple_q060_a000,0.5396825396825397,0.245,0.5714285714285714,0.3183431952662722,0.6816568047337278,0.4285714285714286,0.6064411111111079,0.6,False
17204,simple_q068_a000,0.734375,0.15166666666666667,0.421875,0.26887871853546913,0.7311212814645309,0.578125,0.6390566666666632,0.68,False
17204,simple_q076_a000,0.7540983606557377,0.13,0.4426229508196721,0.25485714285714284,0.7451428571428571,0.5573770491803278,0.7092344444444407,0.76,False
17204,simple_q084_a000,0.7704918032786885,0.09666666666666666,0.3114754098360656,0.17770034843205576,0.8222996515679443,0.6885245901639344,0.7458455555555522,0.84,False
17204,simple_q076_a008,0.7625,0.12333333333333334,0.3625,0.2445961319681456,0.7554038680318544,0.6375,0.6835255555555521,0.76,False
17204,simple_q076_a016,0.7166666666666667,0.135,0.48333333333333334,0.18640093786635403,0.813599062133646,0.5166666666666666,0.6790655555555524,0.76,False
17204,simple_q084_a008,0.7192982456140351,0.09833333333333333,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.6666666666666667,0.7290277777777747,0.84,False
17204,simple_q084_a016,0.7971014492753623,0.09,0.3188405797101449,0.13966480446927373,0.8603351955307262,0.6811594202898551,0.75007333333333,0.84,False
17204,simple_q090_a008,0.8734177215189873,0.055,0.2911392405063291,0.11534025374855825,0.8846597462514417,0.7088607594936709,0.7816066666666636,0.9,False
17204,simple_q090_a016,0.7611940298507462,0.06,0.34328358208955223,0.09080459770114943,0.9091954022988505,0.6567164179104478,0.7498744444444417,0.9,False
17204,tdc_evidence_validated,0.9210526315789473,0.06833333333333333,0.2894736842105263,0.18314606741573033,0.8168539325842696,0.7105263157894737,0.7364011111111076,0.9063035478552579,True
17205,simple_q060_a000,0.6756756756756757,0.2,0.4594594594594595,0.3353080568720379,0.6646919431279621,0.5405405405405406,0.6151288888888855,0.6,False
17205,simple_q068_a000,0.6101694915254238,0.17333333333333334,0.4576271186440678,0.28438228438228436,0.7156177156177157,0.5423728813559322,0.6338444444444405,0.68,False
17205,simple_q076_a000,0.7681159420289855,0.135,0.30434782608695654,0.20930232558139536,0.7906976744186046,0.6956521739130435,0.7042755555555521,0.76,False
17205,simple_q084_a000,0.8571428571428571,0.09833333333333333,0.30357142857142855,0.170261066969353,0.829738933030647,0.6964285714285714,0.7673388888888854,0.84,False
17205,simple_q076_a008,0.7424242424242424,0.12,0.4090909090909091,0.22742474916387959,0.7725752508361204,0.5909090909090908,0.686085555555552,0.76,False
17205,simple_q076_a016,0.8108108108108109,0.13333333333333333,0.3108108108108108,0.1789838337182448,0.8210161662817552,0.6891891891891893,0.70205333333333,0.76,False
17205,simple_q084_a008,0.8939393939393939,0.11166666666666666,0.3181818181818182,0.1720554272517321,0.8279445727482679,0.6818181818181819,0.7312122222222188,0.84,False
17205,simple_q084_a016,0.8360655737704918,0.07833333333333334,0.26229508196721313,0.13662456946039037,0.8633754305396096,0.7377049180327868,0.7245611111111083,0.84,False
17205,simple_q090_a008,0.8378378378378378,0.06666666666666667,0.35135135135135137,0.13961407491486946,0.8603859250851306,0.6486486486486487,0.7242999999999966,0.9,False
