seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_Q,mean_Q
18603,simple_calibrated_learner,0.8495575221238938,0.336283185840708,0.2048611111111111,0.670629999999996,0.8202857977913557,0.8305816054205517
18603,simple_two_signal_learner,0.8495575221238938,0.336283185840708,0.1701388888888889,0.6911183333333302,0.8861624591003096,0.8845189080804178
18604,tdc_full,0.7976190476190477,0.34523809523809523,0.16211453744493393,0.6972091666666633,0.9069727205116072,0.8462974384282813
18604,simple_success_learner,0.5714285714285714,0.5714285714285714,0.34008810572687226,0.5718524999999952,0.5995927552893816,0.6212984469988729
18604,simple_calibrated_learner,0.75,0.39285714285714285,0.17180616740088106,0.6825508333333294,0.7995090391216262,0.818246698124283
18604,simple_two_signal_learner,0.7857142857142857,0.35714285714285715,0.15859030837004406,0.7062208333333303,0.8677643537267304,0.8689483442779737
18605,tdc_full,0.8072289156626506,0.3373493975903614,0.19099099099099098,0.704719999999997,0.9067048838331673,0.8261104303062284
18605,simple_success_learner,0.6024096385542169,0.5301204819277109,0.34864864864864864,0.6105374999999946,0.5644080350072774,0.6200211429343586
18605,simple_calibrated_learner,0.7349397590361446,0.40963855421686746,0.22072072072072071,0.6895224999999963,0.7850711266098644,0.7904745746803367
18605,simple_two_signal_learner,0.7710843373493976,0.37349397590361444,0.18288288288288287,0.7284224999999975,0.9041335917253438,0.8673478904623017
18606,tdc_full,0.782051282051282,0.34615384615384615,0.1682905225863596,0.727764166666664,0.9057199713196621,0.8335642564407176
18606,simple_success_learner,0.6410256410256411,0.44871794871794873,0.3489813994685562,0.639976666666661,0.594310672708352,0.6113631242822977
18606,simple_calibrated_learner,0.7692307692307693,0.358974358974359,0.22586359610274578,0.7218891666666631,0.7817843617515191,0.8090183220531323
18606,simple_two_signal_learner,0.782051282051282,0.34615384615384615,0.1762621789193977,0.7517716666666642,0.867164797533442,0.8715043191487258
18607,tdc_full,0.8333333333333334,0.3541666666666667,0.1937219730941704,0.6552924999999963,0.9077591495377197,0.8384266490235843
18607,simple_success_learner,0.6041666666666666,0.53125,0.3695067264573991,0.5393466666666619,0.5750918977490683,0.6236527114087311
