model,is_tdc,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trap_capture_rate,capture_resistance,core_protection,gross_trajectory,avg_information_cost,net_trajectory_after_info_cost,final_quality,pareto_frontier,dominated_by_tdc
simple_q076_a008,False,0.7440782201450208,0.13395833333333335,0.3977368789830039,0.2326353358331847,0.7673646641668153,0.6022631210169961,0.655565305555551,0.01782000000000037,0.6377453055555506,0.76,False,True
simple_q084_a008,False,0.7998083551014662,0.09176666666666666,0.3410054028192042,0.17925189848234208,0.820748101517658,0.6589945971807958,0.7025931166666629,0.03718000000000375,0.6654131166666591,0.8400000000000001,False,False
simple_q090_a008,False,0.8287469530207326,0.06194166666666666,0.3199694062323666,0.1416893703710745,0.8583106296289256,0.6800305937676334,0.7275929833333302,0.0563199999999995,0.6712729833333307,0.9,True,False
simple_q090_a016,False,0.8271303228987188,0.06283333333333332,0.325917119607086,0.1152076299208219,0.8847923700791782,0.674082880392914,0.7196153555555527,0.0563199999999995,0.6632953555555532,0.9,True,False
tdc_evidence_validated,True,0.8378615140108007,0.05865833333333333,0.3187337250782679,0.1764996013919357,0.8235003986080643,0.6812662749217321,0.6963788999999965,0.04057138398605202,0.6558075160139445,0.9083704229914739,True,False
