model,ethical_detection_accuracy,transformation_decision_accuracy,false_consolidation_rate,anti_core_capture_rate,overall_component_score
ablate_core_constraint,0.839837962962963,0.8595679012345678,0.06858024691358025,0.3434837962962963,0.8310015432098765
ablate_ethicalsense,0.5802430555555556,0.8603163580246913,0.06823302469135802,0.07609567901234568,0.8068746141975309
ablate_idealgap,0.8399421296296297,0.5994405864197531,0.06815586419753086,0.07551697530864197,0.8197004243827161
ablate_shadow_validation,0.8400810185185185,0.860042438271605,0.37872685185185184,0.0762307098765432,0.8071070601851852
full_loop,0.839483024691358,0.8604475308641976,0.06778935185185185,0.0764699074074074,0.8847154706790124
