seed,model,ethical_detection_accuracy,transformation_decision_accuracy,false_consolidation_rate,anti_core_capture_rate,overall_component_score
13214,ablate_shadow_validation,0.8427777777777777,0.8688888888888889,0.3761111111111111,0.07555555555555556,0.8109166666666667
13214,ablate_core_constraint,0.8483333333333334,0.8416666666666667,0.07888888888888888,0.32666666666666666,0.8298611111111112
13215,full_loop,0.8372222222222222,0.8488888888888889,0.07222222222222222,0.08166666666666667,0.879
13215,ablate_ethicalsense,0.5916666666666667,0.8472222222222222,0.06777777777777778,0.06666666666666667,0.8090277777777778
13215,ablate_idealgap,0.8388888888888889,0.5972222222222222,0.06388888888888888,0.08,0.8190000000000001
13215,ablate_shadow_validation,0.83,0.8561111111111112,0.37777777777777777,0.075,0.8035833333333333
13215,ablate_core_constraint,0.8527777777777777,0.865,0.05611111111111111,0.34944444444444445,0.8381666666666667
13216,full_loop,0.8527777777777777,0.8744444444444445,0.058333333333333334,0.07388888888888889,0.8950833333333332
13216,ablate_ethicalsense,0.585,0.8544444444444445,0.07055555555555555,0.08555555555555555,0.8043611111111111
13216,ablate_idealgap,0.8316666666666667,0.5927777777777777,0.07555555555555556,0.08055555555555556,0.8126944444444445
13216,ablate_shadow_validation,0.8533333333333334,0.8594444444444445,0.3572222222222222,0.06944444444444445,0.8176666666666667
13216,ablate_core_constraint,0.8305555555555556,0.8627777777777778,0.06555555555555556,0.32944444444444443,0.8325833333333332
13217,full_loop,0.865,0.8488888888888889,0.06166666666666667,0.07944444444444444,0.8904166666666667
13217,ablate_ethicalsense,0.5655555555555556,0.8533333333333334,0.07666666666666666,0.08,0.7978333333333334
13217,ablate_idealgap,0.8416666666666667,0.5811111111111111,0.06833333333333333,0.06444444444444444,0.8178055555555556
13217,ablate_shadow_validation,0.8672222222222222,0.8644444444444445,0.3927777777777778,0.07166666666666667,0.81375
13217,ablate_core_constraint,0.8372222222222222,0.8511111111111112,0.06333333333333334,0.35055555555555556,0.8280000000000001
13218,full_loop,0.8377777777777777,0.8627777777777778,0.06666666666666667,0.07055555555555555,0.8862499999999999
13218,ablate_ethicalsense,0.5727777777777778,0.8616666666666667,0.0661111111111111,0.07888888888888888,0.8049444444444445
13218,ablate_idealgap,0.8461111111111111,0.6061111111111112,0.07333333333333333,0.07722222222222222,0.8215833333333334
13218,ablate_shadow_validation,0.8372222222222222,0.8577777777777778,0.38055555555555554,0.07555555555555556,0.8053611111111111
13218,ablate_core_constraint,0.8355555555555556,0.875,0.06277777777777778,0.33166666666666667,0.8373888888888888
13219,full_loop,0.8416666666666667,0.8644444444444445,0.07722222222222222,0.07833333333333334,0.8836388888888889
13219,ablate_ethicalsense,0.5727777777777778,0.865,0.07944444444444444,0.08222222222222222,0.8017777777777778
13219,ablate_idealgap,0.8355555555555556,0.5966666666666667,0.065,0.07611111111111112,0.8183611111111112
13219,ablate_shadow_validation,0.8511111111111112,0.8566666666666667,0.37333333333333335,0.07166666666666667,0.8118333333333334
13219,ablate_core_constraint,0.8422222222222222,0.8694444444444445,0.06222222222222222,0.3438888888888889,0.8356944444444444
13220,full_loop,0.835,0.8638888888888889,0.07944444444444444,0.07444444444444444,0.8817222222222222
13220,ablate_ethicalsense,0.5638888888888889,0.8683333333333333,0.07166666666666667,0.07222222222222222,0.8038888888888889
13220,ablate_idealgap,0.8283333333333334,0.6055555555555555,0.06833333333333333,0.07722222222222222,0.8173611111111111
