policy,long_term_trajectory_value,trajectory_std,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,low_risk_opportunity_cost
always_deep,0.2669886574074023,0.024005531363230203,0.7846779290641943,0.21532207093580571,1.0,0.09999999999999985
binary_gate_v242,0.11886712962962795,0.02489421325059732,0.6661042832267429,0.3338957167732572,0.21258680555555556,0.0
continuous_authority_v243,0.31521898148148,0.024203820291639117,0.7846779290641943,0.21532207093580571,0.25907407407407407,0.0
oracle_cost_upper_bound,0.4950893518518579,0.017422641503491224,0.8932205956271795,0.10677940437282055,0.20286458333333335,0.0
simple_decay_memory,0.056793055555554466,0.027388127551243903,0.6286784810720534,0.3713215189279466,0.0,0.0
