model,irreversible_core_violation_rate,false_alarm_rate,review_trigger_rate,unnecessary_abstention_rate,review_steps_per_episode,decision_accuracy,long_term_trajectory_value,net_vigilance_value,integrated_score
balanced_review,0.1492981411229444,0.12095370370370372,0.21575555555555553,0.0016694444444444443,0.9474138888888889,0.8716073205488389,0.6213041178240801,0.386849793233226,0.8713977845355364
conservative_review,0.14924077654192958,0.07914444444444445,0.16481944444444444,0.0010611111111111112,0.7243231481481481,0.8321293925677097,0.5557200655092627,0.4728881804966437,0.8630726285480251
hypersensitive_review,0.09745890912048487,0.3010212962962963,0.43275092592592596,0.004013888888888889,1.901600925925926,0.9262735145554727,0.7061919254629753,0.13195458512011848,0.8708760733480956
no_emergency,0.1444966921530535,0.0,0.0,0.0,0.0,0.7644212962962963,0.4454440740740745,0.6821072772632822,0.8516105214061811
