policy,long_term_trajectory_value,trajectory_std,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,low_risk_opportunity_cost,probe_rate,mean_key_posterior_confidence
abstain_on_key_uncertainty,0.2832696078431356,0.0241470367007491,0.7653404459642257,0.2346595540357743,0.2422843137254902,0.0,0.0,0.8801356058818115
active_probe,0.3276583333333318,0.0236355229444935,0.7956724387045975,0.2043275612954025,0.2545441176470588,0.0,0.1726470588235294,0.9076408790247292
hard_key_continuous,0.2943441176470573,0.0249491963458126,0.7720061781261124,0.2279938218738875,0.2594803921568627,0.0,0.0,0.8799803921568627
oracle_key_audit_only,0.3919284313725519,0.0239988687463392,0.8306847596705836,0.1693152403294163,0.2598088235294117,0.0,0.0,1.0
soft_probabilistic_key,0.2832696078431356,0.0241470367007491,0.7653404459642257,0.2346595540357743,0.2422843137254902,0.0,0.0,0.8801356058818115
