policy,long_term_trajectory_value,trajectory_std,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,low_risk_opportunity_cost
always_deep,0.4317816666666709,0.0173177558612585,0.8769015005977652,0.1230984994022348,1.0,0.0799999999999987
binary_gate_v242,0.282720833333337,0.0190267341925805,0.7333398231698395,0.2666601768301604,0.2178402777777777,0.0
continuous_authority,0.4759083333333405,0.0169964248046569,0.8769015005977652,0.1230984994022348,0.2234027777777777,0.0
oracle_cost_upper_bound,0.558637500000008,0.0134628970318883,0.9383948845821792,0.0616051154178206,0.1958263888888889,0.0
simple_decay_memory,0.2263666666666679,0.0228910202266652,0.6913923195849585,0.3086076804150414,0.0,0.0
