policy,long_term_trajectory_value,trajectory_std,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,low_risk_opportunity_cost
always_deep,0.2669886574074023,0.0240055313632302,0.7846779290641943,0.2153220709358057,1.0,0.0999999999999998
binary_gate_v242,0.1188671296296279,0.0248942132505973,0.6661042832267429,0.3338957167732572,0.2125868055555555,0.0
continuous_authority_v243,0.31521898148148,0.0242038202916391,0.7846779290641943,0.2153220709358057,0.259074074074074,0.0
oracle_cost_upper_bound,0.4950893518518579,0.0174226415034912,0.8932205956271795,0.1067794043728205,0.2028645833333333,0.0
simple_decay_memory,0.0567930555555544,0.0273881275512439,0.6286784810720534,0.3713215189279466,0.0,0.0
