policy,long_term_trajectory_value,trajectory_std,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,probe_rate,low_risk_opportunity_cost
always_probe_high_risk,0.3157851996527744,0.0231758369919372,0.7959071367656162,0.2040928632343838,0.2502300347222222,0.5192621527777778,0.0
hard_key_continuous,0.2976538194444437,0.023450478026689,0.7740563228033301,0.2259436771966698,0.2601171875,0.0,0.0
oracle_key_audit_only,0.3937927083333373,0.0199403315439162,0.831886115336712,0.168113884663288,0.2599435763888889,0.0,0.0
threshold_probe_v245,0.3306522352430556,0.022660943628828,0.7975438502362251,0.2024561497637749,0.25484375,0.1718706597222222,0.0
voi_probe,0.3312033637152782,0.0223028964476568,0.7961914834218298,0.2038085165781702,0.2559244791666666,0.0922352430555555,0.0
