policy,long_term_trajectory_value,trajectory_std,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,low_risk_opportunity_cost
ablate_channel_separation,0.1599461805555539,0.0270352182568217,0.6427445879671466,0.3572554120328533,0.2161111111111111,0.0
ablate_context_selection,0.2179461805555564,0.0272292517157751,0.6856366342133144,0.3143633657866855,0.3073402777777778,0.0
ablate_gate_always_deep,0.4324725694444484,0.018992081375296,0.8768389234466974,0.1231610765533026,1.0,0.0799999999999987
full_tdc_gen25_gated,0.279258680555559,0.0231181500022672,0.7310199164129769,0.2689800835870231,0.2178194444444444,0.0
simple_decay_memory,0.2271545138888902,0.0273842777788438,0.692426012632124,0.307573987367876,0.0,0.0
