model,critical_recall,critical_precision,f1_like,false_alarm_rate,review_trigger_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value,final_threshold
fixed_threshold,0.709276348765686,0.4267180304277566,0.5327744724749137,0.1709644097222222,0.2982439236111111,0.1372442313455877,0.6875757230189558,0.8261798802083332,0.58
precision_first_adaptive,0.4293341361404789,0.6065045480248304,0.5026239487021552,0.0501848958333333,0.1275303819444444,0.2226081002128858,0.6212308514208987,0.7675999045138869,0.76
recall_constrained_adaptive,0.8215227385110285,0.3032623385496722,0.4425920981331891,0.3400815972222222,0.4873715277777778,0.1017228289037295,0.6803321713019566,0.8248809652777835,0.4334
severity_weighted_detector,0.7461846553486827,0.2878141103260881,0.4153461775095468,0.3331831597222222,0.4678350694444445,0.0572530251729832,0.6533394889470305,0.8699660208333394,0.44
