policy,long_term_trajectory_value,trajectory_std,decision_accuracy,high_stakes_accuracy,severe_error_rate,deep_path_activation_rate,mean_ethics_salience
ethical_sense_metaperception,0.171998263888888,0.0287102603972934,0.6379427083333333,0.6379434093164039,0.362056590683596,0.6207899305555555,0.5566918836805542
flat_weighted_integrator,0.2216614583333342,0.0284427180529762,0.6379427083333333,0.6379434093164039,0.362056590683596,0.0,0.0
oracle_latent_audit_only,1.0,0.0,1.0,1.0,0.0,0.0,0.0
simple_majority_vote,0.2216614583333342,0.0284427180529762,0.6379427083333333,0.6379434093164039,0.362056590683596,0.0,0.0
single_best_modality,0.0689791666666662,0.0297684161189466,0.5674479166666667,0.5663994001749669,0.4336005998250331,0.0,0.0
