model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_Q,mean_Q
simple_calibrated_learner,0.7996706594832413,0.3458992391522808,0.2070881285960255,0.6896395972222187,0.8313292154427614,0.8192694290711516
simple_success_learner,0.6399383405670573,0.4782428927080703,0.3481075095865262,0.5785006249999948,0.5761988052671438,0.6153575686388841
simple_two_signal_learner,0.8219174166305778,0.3265395953171154,0.1736720017390698,0.7151875787037008,0.8826234930138163,0.8736383051580584
tdc_full,0.8283888617980422,0.3211704860596261,0.1777067905328441,0.6960556296296264,0.9069895386591644,0.8349043414036939
