seed,condition,A_TF,I,C_T,R_C,H_self,joint_maturity_product,joint_interaction,target_reliability,ethical_sensitivity,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,ethical_sense_reliability_realized,deep_path_activation_rate
11222,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.755,0.732484076433121,0.47796428571428884,0.7859209257473481,0.7407142857142858
11222,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8228571428571428,0.8215434083601286,0.6270357142857249,0.87248322147651,0.745
11222,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.79,0.8280467445742905,0.6072500000000102,0.8736208625877633,0.7121428571428572
11222,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.825,0.8230383973288815,0.6329285714285833,0.8567662565905096,0.8128571428571428
11222,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7092857142857143,0.6810207336523126,0.38474999999999504,0.7258509659613616,0.7764285714285715
11223,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.865,0.854632587859425,0.6964285714285856,0.9324074074074075,0.7714285714285715
11223,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7321428571428571,0.7371695178849145,0.45767857142857304,0.7827027027027027,0.6607142857142857
11223,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7635714285714286,0.750814332247557,0.5063928571428635,0.7918593894542091,0.7721428571428571
11223,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.805,0.8032,0.5942142857142932,0.8594704684317719,0.7014285714285714
11223,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8078571428571428,0.8192,0.6102500000000091,0.8568608094768015,0.7235714285714285
11223,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8285714285714286,0.8338607594936709,0.6377142857142981,0.8688811188811189,0.8171428571428572
11223,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7257142857142858,0.7138263665594855,0.4316785714285719,0.7448337825696316,0.795
11224,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8721428571428571,0.873015873015873,0.7190000000000135,0.9365808823529411,0.7771428571428571
11224,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7357142857142858,0.7207890743550834,0.4387857142857152,0.789308176100629,0.6814285714285714
11224,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.745,0.7507836990595611,0.4798571428571459,0.7819548872180451,0.76
11224,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8057142857142857,0.7921092564491654,0.5745000000000084,0.8661971830985915,0.71
11224,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7971428571428572,0.7910447761194029,0.5614642857142935,0.8718718718718719,0.7135714285714285
11224,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8314285714285714,0.8366336633663366,0.6491785714285837,0.8678915135608049,0.8164285714285714
11224,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7342857142857143,0.7092084006462036,0.4387142857142867,0.7509293680297398,0.7685714285714286
11225,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8721428571428571,0.890625,0.7346071428571573,0.9267364414843007,0.7507142857142857
11225,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7171428571428572,0.7344262295081967,0.4518214285714313,0.7608008429926238,0.6778571428571428
11225,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7457142857142857,0.7329931972789115,0.4831785714285749,0.7983193277310925,0.765
11225,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8035714285714286,0.807131280388979,0.5977857142857231,0.8672654690618763,0.7157142857142857
11225,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8,0.8070175438596491,0.5907500000000094,0.8635917566241413,0.7278571428571429
11225,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.855,0.8698315467075038,0.6914642857142996,0.8956743002544529,0.8421428571428572
11225,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7128571428571429,0.7291021671826625,0.4246785714285704,0.7390084190832554,0.7635714285714286
11226,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.855,0.8679245283018868,0.6973214285714412,0.9327014218009478,0.7535714285714286
11226,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7535714285714286,0.7598684210526315,0.510964285714292,0.7775445960125918,0.6807142857142857
11226,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7742857142857142,0.7752442996742671,0.5385357142857208,0.81313598519889,0.7721428571428571
11226,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7914285714285715,0.7813504823151125,0.5612857142857209,0.8585657370517928,0.7171428571428572
11226,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7935714285714286,0.7829457364341085,0.5576428571428632,0.8499005964214712,0.7185714285714285
11226,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8321428571428572,0.8440514469453376,0.6525357142857277,0.8729329852045257,0.8207142857142857
11226,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7235714285714285,0.7370078740157481,0.4464285714285731,0.7407407407407407,0.7714285714285715
11227,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8721428571428571,0.8669871794871795,0.7151785714285849,0.947906976744186,0.7678571428571429
11227,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7371428571428571,0.7257575757575757,0.44475000000000237,0.7909186906019008,0.6764285714285714
11227,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.735,0.770739064856712,0.4803214285714318,0.7668886774500476,0.7507142857142857
11227,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8007142857142857,0.8083735909822867,0.5948214285714377,0.8646766169154229,0.7178571428571429
11227,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.81,0.8284313725490197,0.6233928571428677,0.8692682926829268,0.7321428571428571
11227,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8307142857142857,0.834658187599364,0.6410357142857258,0.8696785403996524,0.8221428571428572
11227,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7235714285714285,0.7215189873417721,0.4337857142857154,0.750465549348231,0.7671428571428571
