seed,model,irreversible_core_violation_rate,critical_scenario_accuracy,review_steps_per_critical_event,safe_reversible_choice_rate,long_term_trajectory_value,final_H_self
14058,brute_critical_rumination,0.09257375381485249,0.780264496439471,8.0,0.0,0.3340716666666667,0.95
14058,structured_critical_review,0.0028328611898017,0.9924457034938622,3.8111425873465534,0.8389830508474576,0.4897616666666667,0.1
14059,no_emergency_loop,0.08891013384321224,0.7648183556405354,0.0,0.0,0.319375,0.58
14059,brute_critical_rumination,0.08966861598440545,0.7563352826510721,8.0,0.0,0.3152433333333333,0.95
14059,structured_critical_review,0.0018709073900841909,0.9925163704396632,3.8138447146866232,0.8329896907216495,0.48451916666666667,0.1
14060,no_emergency_loop,0.09273422562141491,0.7753346080305927,0.0,0.0,0.34020833333333333,0.58
14060,brute_critical_rumination,0.09039010466222645,0.7573739295908658,8.0,0.0,0.31570166666666666,0.95
14060,structured_critical_review,0.0075046904315197,0.9896810506566605,3.7016885553470917,0.8531187122736419,0.467545,0.1
14061,no_emergency_loop,0.07424812030075188,0.7885338345864662,0.0,0.0,0.338125,0.58
14061,brute_critical_rumination,0.078125,0.7724609375,8.0,0.0,0.3306733333333333,0.95
14061,structured_critical_review,0.0037071362372567192,0.9907321594068582,3.7405004633920296,0.8087649402390438,0.4670533333333334,0.1
14062,no_emergency_loop,0.0869140625,0.7626953125,0.0,0.0,0.318125,0.58
14062,brute_critical_rumination,0.11736178467507274,0.7293889427740058,8.0,0.0,0.26291833333333336,0.95
14062,structured_critical_review,0.004892367906066536,0.9931506849315068,3.6937377690802347,0.823045267489712,0.44706250000000003,0.1
14063,no_emergency_loop,0.08809293320425944,0.7783155856727977,0.0,0.0,0.29104166666666664,0.58
14063,brute_critical_rumination,0.08605341246290801,0.7823936696340257,8.0,0.0,0.343885,0.95
14063,structured_critical_review,0.0029702970297029703,0.995049504950495,3.6663366336633665,0.8275862068965517,0.4512891666666667,0.1
14064,no_emergency_loop,0.09172661870503597,0.7580935251798561,0.0,0.0,0.3179166666666667,0.58
14064,brute_critical_rumination,0.07565470417070805,0.7652764306498545,8.0,0.0,0.32896000000000003,0.95
14064,structured_critical_review,0.004743833017077799,0.9924098671726755,3.695445920303605,0.8340248962655602,0.47154583333333333,0.1
14065,no_emergency_loop,0.1036889332003988,0.7587238285144566,0.0,0.0,0.29041666666666666,0.58
14065,brute_critical_rumination,0.0965583173996176,0.7504780114722753,8.0,0.0,0.2940683333333333,0.95
14065,structured_critical_review,0.002785515320334262,0.9935004642525533,3.6954503249767874,0.85,0.45814166666666667,0.1
14066,no_emergency_loop,0.09133271202236719,0.766076421248835,0.0,0.0,0.29375,0.58
14066,brute_critical_rumination,0.0832517140058766,0.7629774730656219,8.0,0.0,0.32465166666666667,0.95
14066,structured_critical_review,0.004859086491739553,0.9912536443148688,3.6705539358600583,0.8357289527720739,0.4658108333333333,0.1
14067,no_emergency_loop,0.08854667949951876,0.7709335899903753,0.0,0.0,0.33375,0.58
14067,brute_critical_rumination,0.08237547892720307,0.7777777777777778,8.0,0.0,0.3372066666666667,0.95
14067,structured_critical_review,0.005681818181818182,0.9914772727272727,3.8011363636363638,0.8387096774193549,0.47748833333333335,0.1
14068,no_emergency_loop,0.08674928503336511,0.7550047664442326,0.0,0.0,0.308125,0.58
14068,brute_critical_rumination,0.08826382153249272,0.7807953443258971,8.0,0.0,0.30791833333333335,0.95
14068,structured_critical_review,0.001996007984031936,0.9920159680638723,3.694610778443114,0.8459958932238193,0.48024833333333333,0.1
14069,no_emergency_loop,0.09595959595959595,0.7696969696969697,0.0,0.0,0.31104166666666666,0.58
14069,brute_critical_rumination,0.0813844714686623,0.7633302151543498,8.0,0.0,0.315165,0.95
14069,structured_critical_review,0.0027881040892193307,0.991635687732342,3.778810408921933,0.8241308793456033,0.4889033333333333,0.1
14070,no_emergency_loop,0.08396946564885496,0.7662213740458015,0.0,0.0,0.3308333333333333,0.58
14070,brute_critical_rumination,0.09875444839857651,0.7526690391459074,8.0,0.0,0.30688166666666666,0.95
14070,structured_critical_review,0.0018975332068311196,0.9924098671726755,3.774193548387097,0.8255578093306288,0.44960166666666673,0.1
14071,no_emergency_loop,0.09371980676328502,0.7710144927536232,0.0,0.0,0.3227083333333333,0.58
14071,brute_critical_rumination,0.08945386064030132,0.7532956685499058,8.0,0.0,0.3064616666666667,0.95
14071,structured_critical_review,0.003948667324777887,0.9921026653504442,3.941757156959526,0.8294930875576036,0.4645891666666666,0.1
14072,no_emergency_loop,0.09502262443438914,0.7619909502262443,0.0,0.0,0.328125,0.58
14072,brute_critical_rumination,0.09505703422053231,0.7614068441064639,8.0,0.0,0.29923666666666665,0.95
14072,structured_critical_review,0.0018433179723502304,0.9953917050691244,3.735483870967742,0.8406374501992032,0.49120583333333334,0.1
14073,no_emergency_loop,0.08876298394711993,0.7847025495750708,0.0,0.0,0.3254166666666667,0.58
14073,brute_critical_rumination,0.07096171802054155,0.811391223155929,8.0,0.0,0.32119333333333333,0.95
14073,structured_critical_review,0.0036968576709796672,0.9907578558225508,3.7402957486136783,0.854251012145749,0.47454416666666666,0.1
14074,no_emergency_loop,0.0923226433430515,0.7657920310981535,0.0,0.0,0.3122916666666667,0.58
14074,brute_critical_rumination,0.09134157944814462,0.7773549000951475,8.0,0.0,0.3204933333333333,0.95
14074,structured_critical_review,0.0,0.9980713596914176,3.742526518804243,0.8441558441558441,0.48343250000000004,0.1
14075,no_emergency_loop,0.09344894026974952,0.7707129094412332,0.0,0.0,0.33729166666666666,0.58
14075,brute_critical_rumination,0.07655502392344497,0.7741626794258373,8.0,0.0,0.3376166666666667,0.95
14075,structured_critical_review,0.006386861313868613,0.989963503649635,3.8987226277372264,0.8641975308641975,0.4737308333333333,0.1
14076,no_emergency_loop,0.09453197405004633,0.7692307692307693,0.0,0.0,0.3075,0.58
14076,brute_critical_rumination,0.08584474885844749,0.7497716894977169,8.0,0.0,0.29103333333333337,0.95
14076,structured_critical_review,0.001899335232668566,0.99335232668566,3.792972459639126,0.828125,0.4808383333333333,0.1
14077,no_emergency_loop,0.08373435996150144,0.7699711260827719,0.0,0.0,0.31895833333333334,0.58
14077,brute_critical_rumination,0.09116022099447514,0.7550644567219152,8.0,0.0,0.30671833333333337,0.95
14077,structured_critical_review,0.004655493482309125,0.9906890130353817,3.7635009310986964,0.8323353293413174,0.4560066666666666,0.1
14078,no_emergency_loop,0.07848837209302326,0.7713178294573644,0.0,0.0,0.325625,0.58
14078,brute_critical_rumination,0.09065934065934066,0.760989010989011,8.0,0.0,0.310845,0.95
14078,structured_critical_review,0.005165289256198347,0.9896694214876033,3.706611570247934,0.8468468468468469,0.46721833333333335,0.1
14079,no_emergency_loop,0.09150943396226414,0.7622641509433963,0.0,0.0,0.3177083333333333,0.58
14079,brute_critical_rumination,0.08371246587807098,0.7652411282984531,8.0,0.0,0.33059,0.95
14079,structured_critical_review,0.004533091568449683,0.9918404351767905,3.7833182230281053,0.8356713426853707,0.48423083333333333,0.1
14080,no_emergency_loop,0.0847457627118644,0.7743086529884032,0.0,0.0,0.324375,0.58
14080,brute_critical_rumination,0.10109018830525272,0.7532210109018831,8.0,0.0,0.29369,0.95
14080,structured_critical_review,0.002798507462686567,0.9925373134328358,3.781716417910448,0.8251028806584362,0.4909966666666667,0.1
14081,no_emergency_loop,0.08394833948339483,0.7527675276752768,0.0,0.0,0.319375,0.58
14081,brute_critical_rumination,0.08591408591408592,0.7732267732267732,8.0,0.0,0.3212433333333333,0.95
14081,structured_critical_review,0.005555555555555556,0.9888888888888889,3.9027777777777777,0.826530612244898,0.4548208333333333,0.1
14082,no_emergency_loop,0.09885931558935361,0.75,0.0,0.0,0.31416666666666665,0.58
14082,brute_critical_rumination,0.09869646182495345,0.7625698324022346,8.0,0.0,0.30950666666666665,0.95
14082,structured_critical_review,0.006012024048096192,0.9859719438877755,3.812625250501002,0.8257918552036199,0.44099583333333336,0.1
14083,no_emergency_loop,0.09492481203007519,0.7650375939849624,0.0,0.0,0.301875,0.58
14083,brute_critical_rumination,0.09134157944814462,0.758325404376784,8.0,0.0,0.30507666666666666,0.95
14083,structured_critical_review,0.0028846153846153848,0.9903846153846154,3.75,0.8365180467091295,0.463625,0.1
14084,no_emergency_loop,0.1018348623853211,0.7779816513761468,0.0,0.0,0.2972916666666667,0.58
14084,brute_critical_rumination,0.08848715509039011,0.758325404376784,8.0,0.0,0.3336183333333333,0.95
14084,structured_critical_review,0.002793296089385475,0.994413407821229,3.836126629422719,0.8393574297188755,0.471775,0.1
14085,no_emergency_loop,0.07720930232558139,0.7590697674418605,0.0,0.0,0.31604166666666667,0.58
14085,brute_critical_rumination,0.07714561234329798,0.7791706846673095,8.0,0.0,0.3368366666666667,0.95
14085,structured_critical_review,0.0027598896044158236,0.9908003679852806,3.847286108555658,0.8414634146341463,0.4692233333333333,0.1
14086,no_emergency_loop,0.06307977736549165,0.7792207792207793,0.0,0.0,0.3333333333333333,0.58
14086,brute_critical_rumination,0.09047619047619047,0.7733333333333333,8.0,0.0,0.333625,0.95
14086,structured_critical_review,0.0048543689320388345,0.9883495145631068,3.675728155339806,0.8235294117647058,0.4533033333333334,0.1
14087,no_emergency_loop,0.08687440982058546,0.7686496694995278,0.0,0.0,0.3175,0.58
14087,brute_critical_rumination,0.09057639524245197,0.7694419030192132,8.0,0.0,0.29792166666666664,0.95
14087,structured_critical_review,0.0028708133971291866,0.9933014354066986,3.802870813397129,0.8493723849372385,0.4910633333333333,0.1
14088,no_emergency_loop,0.0892018779342723,0.7830985915492957,0.0,0.0,0.336875,0.58
14088,brute_critical_rumination,0.08806262230919765,0.7524461839530333,8.0,0.0,0.2944366666666667,0.95
14088,structured_critical_review,0.00784313725490196,0.9882352941176471,3.7666666666666666,0.8344519015659956,0.4776316666666667,0.1
14089,no_emergency_loop,0.08506616257088846,0.7655954631379962,0.0,0.0,0.3304166666666667,0.58
14089,brute_critical_rumination,0.087890625,0.7744140625,8.0,0.0,0.3152566666666667,0.95
14089,structured_critical_review,0.003683241252302026,0.990791896869245,3.785451197053407,0.7898989898989899,0.4836575,0.1
14090,no_emergency_loop,0.08437200383509108,0.7727708533077661,0.0,0.0,0.3129166666666667,0.58
14090,brute_critical_rumination,0.08765315739868049,0.7549481621112158,8.0,0.0,0.311885,0.95
14090,structured_critical_review,0.0019305019305019305,0.9942084942084942,3.7422779922779923,0.8272921108742004,0.4717691666666667,0.1
14091,no_emergency_loop,0.09064039408866995,0.7556650246305419,0.0,0.0,0.32625,0.58
14091,brute_critical_rumination,0.08868778280542987,0.7710407239819005,8.0,0.0,0.3093,0.95
14091,structured_critical_review,0.003925417075564278,0.9911678115799804,3.70657507360157,0.8276595744680851,0.4926858333333333,0.1
14092,no_emergency_loop,0.10237659963436929,0.7404021937842779,0.0,0.0,0.30375,0.58
14092,brute_critical_rumination,0.08737864077669903,0.7601941747572816,8.0,0.0,0.3023,0.95
14092,structured_critical_review,0.0028708133971291866,0.9913875598086125,3.661244019138756,0.8360995850622407,0.4853533333333333,0.1
14093,no_emergency_loop,0.0847457627118644,0.7766699900299102,0.0,0.0,0.3335416666666667,0.58
14093,brute_critical_rumination,0.08302583025830258,0.7776752767527675,8.0,0.0,0.3227733333333333,0.95
14093,structured_critical_review,0.0038948393378773127,0.9922103213242454,3.676728334956183,0.8645833333333334,0.46560333333333337,0.1
14094,no_emergency_loop,0.1062618595825427,0.7609108159392789,0.0,0.0,0.325,0.58
14094,brute_critical_rumination,0.08504672897196262,0.7644859813084112,8.0,0.0,0.325575,0.95
14094,structured_critical_review,0.00196078431372549,0.9921568627450981,3.8117647058823527,0.832271762208068,0.4784266666666666,0.1
14095,no_emergency_loop,0.07648183556405354,0.7810707456978967,0.0,0.0,0.3408333333333333,0.58
14095,brute_critical_rumination,0.08886894075403949,0.77737881508079,8.0,0.0,0.3202816666666667,0.95
14095,structured_critical_review,0.0019120458891013384,0.988527724665392,3.6759082217973233,0.8076923076923077,0.4580458333333333,0.1
14096,no_emergency_loop,0.08973172987974098,0.7613320999074931,0.0,0.0,0.33770833333333333,0.58
14096,brute_critical_rumination,0.07825295723384895,0.7661510464058234,8.0,0.0,0.30517333333333335,0.95
14096,structured_critical_review,0.0027906976744186047,0.9925581395348837,3.7990697674418605,0.8333333333333334,0.4626383333333334,0.1
14097,no_emergency_loop,0.09501411100658513,0.7902163687676388,0.0,0.0,0.320625,0.58
14097,brute_critical_rumination,0.10803059273422562,0.7504780114722753,8.0,0.0,0.2736516666666667,0.95
14097,structured_critical_review,0.006591337099811676,0.9830508474576272,3.738229755178908,0.8513238289205702,0.4644,0.1
14098,no_emergency_loop,0.08396226415094339,0.7716981132075472,0.0,0.0,0.31895833333333334,0.58
14098,brute_critical_rumination,0.09590316573556797,0.7737430167597765,8.0,0.0,0.3101316666666667,0.95
14098,structured_critical_review,0.002890173410404624,0.9932562620423893,3.8497109826589595,0.8410596026490066,0.47687833333333335,0.1
14099,no_emergency_loop,0.09117082533589252,0.7495201535508638,0.0,0.0,0.30604166666666666,0.58
14099,brute_critical_rumination,0.11057692307692307,0.7423076923076923,8.0,0.0,0.305775,0.95
14099,structured_critical_review,0.0046168051708217915,0.9879963065558633,3.714681440443213,0.8243512974051896,0.4406058333333333,0.1
14100,no_emergency_loop,0.08447937131630648,0.7554027504911591,0.0,0.0,0.32,0.58
14100,brute_critical_rumination,0.10312204351939451,0.7483443708609272,8.0,0.0,0.28024499999999997,0.95
14100,structured_critical_review,0.00298804780876494,0.9910358565737052,3.5786852589641436,0.835030549898167,0.4509641666666667,0.1
14101,no_emergency_loop,0.0923226433430515,0.7512147716229349,0.0,0.0,0.3072916666666667,0.58
14101,brute_critical_rumination,0.09405940594059406,0.7455445544554455,8.0,0.0,0.28597500000000003,0.95
14101,structured_critical_review,0.004945598417408506,0.9920870425321464,3.7527200791295745,0.8226495726495726,0.48788000000000004,0.1
14102,no_emergency_loop,0.08754863813229571,0.7801556420233463,0.0,0.0,0.34375,0.58
14102,brute_critical_rumination,0.08786231884057971,0.75,8.0,0.0,0.30159833333333336,0.95
14102,structured_critical_review,0.0019249278152069298,0.9942252165543792,3.8354186717998076,0.823404255319149,0.46876249999999997,0.1
14103,no_emergency_loop,0.07889733840304182,0.7946768060836502,0.0,0.0,0.3414583333333333,0.58
14103,brute_critical_rumination,0.09411764705882353,0.7549019607843137,8.0,0.0,0.2977833333333333,0.95
14103,structured_critical_review,0.0017825311942959,0.9946524064171123,3.764705882352941,0.8487229862475442,0.4748133333333333,0.1
14104,no_emergency_loop,0.08780487804878048,0.7765853658536586,0.0,0.0,0.36291666666666667,0.58
14104,brute_critical_rumination,0.0826044703595724,0.7793974732750243,8.0,0.0,0.31584833333333334,0.95
14104,structured_critical_review,0.007692307692307693,0.9836538461538461,3.8096153846153844,0.8048780487804879,0.4775316666666667,0.1
14105,no_emergency_loop,0.08379373848987108,0.7578268876611418,0.0,0.0,0.313125,0.58
14105,brute_critical_rumination,0.07088846880907372,0.7939508506616257,8.0,0.0,0.34982166666666664,0.95
