seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,mean_Q,final_Q
18442,simple_static_q084,0.8461538461538461,0.34065934065934067,0.1994219653179191,0.7029013333333294,0.84,0.84
18443,tdc_full,0.8266666666666667,0.32,0.18902439024390244,0.6908506666666633,0.816671253096939,0.9035622335956526
18443,simple_matched_Q,0.8266666666666667,0.32,0.18902439024390244,0.6908506666666633,0.816671253096939,0.9035622335956526
18443,simple_matched_Q_anticapture,0.8266666666666667,0.32,0.18902439024390244,0.6908506666666633,0.816671253096939,0.9035622335956526
18443,simple_static_q084,0.7733333333333333,0.3466666666666667,0.17073170731707318,0.6950639999999962,0.84,0.84
18444,tdc_full,0.7938144329896907,0.31958762886597936,0.1939275220372184,0.677833777777774,0.8171813560221495,0.9056244538481302
18444,simple_matched_Q,0.7938144329896907,0.31958762886597936,0.1939275220372184,0.677833777777774,0.8171813560221495,0.9056244538481302
18444,simple_matched_Q_anticapture,0.7938144329896907,0.31958762886597936,0.1939275220372184,0.677833777777774,0.8171813560221495,0.9056244538481302
18444,simple_static_q084,0.7835051546391752,0.32989690721649484,0.1831537708129285,0.6955413333333293,0.84,0.84
18445,tdc_full,0.8539325842696629,0.34831460674157305,0.19884169884169883,0.6949199999999964,0.8259956456447628,0.9070035393231822
18445,simple_matched_Q,0.8539325842696629,0.34831460674157305,0.19884169884169883,0.6949199999999964,0.8259956456447628,0.9070035393231822
18445,simple_matched_Q_anticapture,0.8539325842696629,0.34831460674157305,0.19884169884169883,0.6949199999999964,0.8259956456447628,0.9070035393231822
18445,simple_static_q084,0.8089887640449438,0.38202247191011235,0.19401544401544402,0.6992568888888848,0.84,0.84
18446,tdc_full,0.8309859154929577,0.3380281690140845,0.18199802176063304,0.6771173333333298,0.8210790408183277,0.9018452660733924
18446,simple_matched_Q,0.8309859154929577,0.3380281690140845,0.18199802176063304,0.6771173333333298,0.8210790408183277,0.9018452660733924
18446,simple_matched_Q_anticapture,0.8309859154929577,0.3380281690140845,0.18199802176063304,0.6771173333333298,0.8210790408183277,0.9018452660733924
18446,simple_static_q084,0.8028169014084507,0.352112676056338,0.17507418397626112,0.7010648888888853,0.84,0.84
18447,tdc_full,0.8913043478260869,0.2608695652173913,0.1973051010587103,0.6889386666666633,0.8271354125600202,0.9053821455698063
18447,simple_matched_Q,0.8913043478260869,0.2608695652173913,0.1973051010587103,0.6889386666666633,0.8271354125600202,0.9053821455698063
18447,simple_matched_Q_anticapture,0.8913043478260869,0.2608695652173913,0.1973051010587103,0.6889386666666633,0.8271354125600202,0.9053821455698063
