seed,model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,anticapture_activation_rate,final_Q,composite
19209,PTVM,0.9172932330827067,0.3082706766917293,0.14771151178918168,0.7311391999999988,0.0,0.94,0.8148058383940432
19209,FULL,0.8872180451127819,0.3383458646616541,0.09639389736477115,0.7148063999999991,0.5332,0.94,0.7786014478954667
19209,PTVM_conditional_A,0.9172932330827067,0.3082706766917293,0.14771151178918168,0.7311391999999988,0.3688,0.94,0.7963658383940432
19210,PTVM,0.9562043795620438,0.1897810218978102,0.11980267794221283,0.729856799999999,0.0,0.94,0.8614268828057179
19210,FULL,0.948905109489051,0.19708029197080293,0.08809020436927413,0.7207223999999988,0.5322,0.94,0.8353178989801596
19210,PTVM_conditional_A,0.9562043795620438,0.1897810218978102,0.11980267794221283,0.729856799999999,0.366,0.94,0.8431268828057178
19211,PTVM,0.9122807017543859,0.2719298245614035,0.12388162422573985,0.7352351999999986,0.0,0.94,0.8279724695408166
19211,FULL,0.868421052631579,0.30701754385964913,0.07639366827253957,0.7139287999999984,0.5394,0.94,0.7843089561700531
19211,PTVM_conditional_A,0.9122807017543859,0.2719298245614035,0.12388162422573985,0.7352351999999986,0.3828,0.94,0.8088324695408166
19212,PTVM,0.9327731092436975,0.3025210084033613,0.14383561643835616,0.7115567999999984,0.0,0.94,0.8177459173845973
19212,FULL,0.8823529411764706,0.33613445378151263,0.10342465753424658,0.6925591999999983,0.5366,0.94,0.7716691774007135
19212,PTVM_conditional_A,0.9327731092436975,0.3025210084033613,0.14383561643835616,0.7115567999999984,0.3816,0.94,0.7986659173845974
19213,PTVM,0.9785714285714285,0.2,0.12181303116147309,0.7503095999999991,0.0,0.94,0.8692707423391338
19213,FULL,0.9571428571428572,0.21428571428571427,0.08286118980169972,0.729062399999999,0.5314,0.94,0.8362416706110883
19213,PTVM_conditional_A,0.9785714285714285,0.2,0.12181303116147309,0.7503095999999991,0.376,0.94,0.8504707423391338
19214,PTVM,0.9153846153846154,0.26153846153846155,0.14972144846796656,0.6993687999999981,0.0,0.94,0.8191602395371756
19214,FULL,0.8769230769230769,0.2846153846153846,0.10654596100278552,0.6782111999999982,0.5488,0.94,0.7788161247225195
19214,PTVM_conditional_A,0.9153846153846154,0.26153846153846155,0.14972144846796656,0.6993687999999981,0.3812,0.94,0.8001002395371756
19215,PTVM,0.9159663865546218,0.19327731092436976,0.14186851211072665,0.7248695999999986,0.0,0.94,0.8430708058131486
19215,FULL,0.8907563025210085,0.2184873949579832,0.09896193771626298,0.7116671999999985,0.5338,0.94,0.8084560944735539
19215,PTVM_conditional_A,0.9159663865546218,0.19327731092436976,0.14186851211072665,0.7248695999999986,0.3752,0.94,0.8243108058131486
19216,PTVM,0.9380530973451328,0.25663716814159293,0.1387900355871886,0.7451639999999988,0.0,0.94,0.8385314300507036
19216,FULL,0.8761061946902655,0.3185840707964602,0.10177935943060498,0.7158407999999987,0.5364,0.94,0.7791781288218433
19216,PTVM_conditional_A,0.9380530973451328,0.25663716814159293,0.1387900355871886,0.7451639999999988,0.3758,0.94,0.8197414300507035
