seed,model,trap_capture,false_consolidation,final_recall,final_false_alarm,final_violation,trajectory,integrated_score,final_quality
16734,tdc_evidence_validated,0.14227825303917155,0.0,0.8523489932885906,0.05266666666666667,0.28187919463087246,0.778436888888887,0.8610673791904742,0.9135859466753125
16735,simple_time_schedule,0.27485380116959063,0.0,0.8503401360544217,0.06066666666666667,0.2925170068027211,0.7131342222222219,0.8357244761809284,0.92
16735,simple_anti_capture,0.21974095578383207,0.0,0.756578947368421,0.12866666666666668,0.35526315789473684,0.7249119999999989,0.7909937988218423,0.78
16735,simple_frozen_core,0.21614349775784752,0.0,0.7423312883435583,0.13,0.38650306748466257,0.7242337777777771,0.7807080344311476,0.78
16735,tdc_evidence_validated,0.13741496598639455,0.0,0.8218390804597702,0.04666666666666667,0.3103448275862069,0.7549959999999993,0.8470445033825944,0.9127117158392979
16736,simple_time_schedule,0.25011125945705387,0.0,0.785234899328859,0.054,0.30201342281879195,0.7259977777777771,0.8194721200220229,0.92
16736,simple_anti_capture,0.22364358182620203,0.0,0.791907514450867,0.12533333333333332,0.3352601156069364,0.7531564444444426,0.8067763875359822,0.78
16736,simple_frozen_core,0.21415929203539824,0.0,0.7532467532467533,0.13266666666666665,0.33116883116883117,0.7048097777777775,0.794070349966415,0.78
16736,tdc_evidence_validated,0.14298362107127047,0.0,0.8238993710691824,0.06066666666666667,0.27672955974842767,0.7744328888888875,0.8518635079766469,0.9136252340708433
16737,simple_time_schedule,0.2778268551236749,0.0,0.7866666666666666,0.07066666666666667,0.3,0.7226146666666657,0.8132888269493521,0.92
16737,simple_anti_capture,0.21564295183384888,0.0,0.7664670658682635,0.116,0.32934131736526945,0.7338635555555546,0.8023563852529084,0.78
16737,simple_frozen_core,0.19698314108251996,0.0,0.7692307692307693,0.12333333333333334,0.34615384615384615,0.7342942222222215,0.8011325906757976,0.78
16737,tdc_evidence_validated,0.12929475587703435,0.0,0.8910256410256411,0.048,0.23717948717948717,0.7854782222222202,0.8845496579378989,0.9143274559568865
16738,simple_time_schedule,0.2553763440860215,0.0,0.8727272727272727,0.058,0.2545454545454545,0.7079871111111099,0.8530358871814921,0.92
16738,simple_anti_capture,0.205648720211827,0.0,0.785234899328859,0.12733333333333333,0.37583892617449666,0.7511653333333309,0.7987384770674358,0.78
16738,simple_frozen_core,0.20151582701738743,0.0,0.7682926829268293,0.10933333333333334,0.36585365853658536,0.7437919999999986,0.7991765373882974,0.78
16738,tdc_evidence_validated,0.12901765504753282,0.0,0.8282208588957055,0.052,0.3496932515337423,0.7736511111111096,0.842051180099753,0.9114605089612025
16739,simple_time_schedule,0.28173374613003094,0.0,0.8666666666666667,0.07733333333333334,0.3090909090909091,0.7058075555555554,0.8330513959458361,0.92
16739,simple_anti_capture,0.20305480682839172,0.0,0.8068181818181818,0.116,0.3409090909090909,0.7429191111111095,0.8142727278521059,0.78
