seed,model,trap_phase_capture_rate,trap_phase_false_consolidation_rate,post_trap_quality_damage,recovery_gain,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trajectory_value,integrated_score,final_quality
16661,tdc_evidence_validated,0.13909942041908158,0.0,0.0,0.07329988851727975,0.8541666666666666,0.05733333333333333,0.2847222222222222,0.7649128888888873,0.8415632544449331,0.9133859244617016
16661,tdc_validated_with_reversal,0.1408325952170062,0.0,0.0,0.06596975540444538,0.8297872340425532,0.06666666666666667,0.3191489361702128,0.7627044444444427,0.8271046558726604,0.9126810285915976
16662,simple_time_schedule,0.26563876651982377,0.0,0.0,0.016235207100591675,0.8987341772151899,0.059333333333333335,0.2088607594936709,0.7065844444444435,0.8409806995225012,0.92
16662,simple_success_driven,0.2674107142857143,0.0,0.0140813096541611,0.1127892598480833,0.6865671641791045,0.164,0.44029850746268656,0.7373017777777763,0.7403600999586593,0.7430274311140462
16662,tdc_unvalidated,0.15449688334817455,0.11557943207981582,0.0,0.10632933402886457,0.8587570621468926,0.058666666666666666,0.288135593220339,0.7803222222222208,0.8290707615618023,0.8929337484778999
16662,tdc_evidence_validated,0.12455830388692579,0.0,0.0,0.06922005046510749,0.9012345679012346,0.06066666666666667,0.24691358024691357,0.7626693333333319,0.8607514000115575,0.9138015881933845
16662,tdc_validated_with_reversal,0.14804964539007093,0.0,0.0,0.07334793720335886,0.8490566037735849,0.05466666666666667,0.31446540880503143,0.7733111111111096,0.8344964737201912,0.9133193162226071
16663,simple_time_schedule,0.25484016208914906,0.0,0.0,0.050404350250976004,0.8661971830985915,0.056666666666666664,0.24647887323943662,0.7189653333333328,0.8315677987548272,0.92
16663,simple_success_driven,0.26115775519222273,0.0,0.013010351634714756,0.12798245614035086,0.7843137254901961,0.14533333333333334,0.35294117647058826,0.7407582222222214,0.7847593886728136,0.7299053001212618
16663,tdc_unvalidated,0.18404907975460122,0.13559577677224735,0.0,-0.062444569862130206,0.7933333333333333,0.07066666666666667,0.3,0.7690844444444429,0.788822781143827,0.8369153798724283
16663,tdc_evidence_validated,0.14615050021748585,0.0,0.0,0.09317052980132445,0.8280254777070064,0.062,0.27388535031847133,0.7886719999999978,0.8380462039460145,0.9137667132198928
16663,tdc_validated_with_reversal,0.1505182514646237,0.0,0.0,0.00579150579150578,0.9152542372881356,0.054,0.20903954802259886,0.7769653333333313,0.8638632768966911,0.9150770803576542
16664,simple_time_schedule,0.27009222661396576,0.0,0.0,0.1170945779673529,0.7922077922077922,0.05466666666666667,0.34415584415584416,0.7136319999999996,0.7995350860265846,0.92
16664,simple_success_driven,0.245606128886886,0.0,0.03786940983374221,0.21084337349397586,0.756578947368421,0.15333333333333332,0.32894736842105265,0.7355635555555545,0.7897402417768744,0.7087400424165415
