model,is_tdc,final_holdout_recall,final_holdout_false_alarm,final_holdout_violation_rate,trap_capture_rate,capture_resistance,core_protection,gross_trajectory,avg_information_cost,net_trajectory_after_info_cost,final_quality,pareto_frontier,dominated_by_tdc
simple_q076_a008,False,0.7476251215551764,0.13269166666666668,0.38438700665074277,0.23474505328808112,0.7652549467119188,0.6156129933492573,0.6595416944444399,0.01782000000000037,0.6417216944444395,0.76,False,True
simple_q084_a008,False,0.7980187020963199,0.09125833333333333,0.344648265543321,0.17800567580086085,0.8219943241991391,0.6553517344566789,0.7019329888888851,0.03718000000000375,0.6647529888888813,0.8400000000000001,False,True
simple_q090_a008,False,0.8271212345363763,0.06046666666666667,0.3205829643885342,0.141541457671575,0.8584585423284251,0.6794170356114659,0.7272329999999969,0.0563199999999995,0.6709129999999974,0.9,True,False
simple_q090_a016,False,0.8291535169288548,0.06205833333333334,0.3210899660468563,0.11438348437924424,0.8856165156207558,0.6789100339531438,0.7230158222222193,0.0563199999999995,0.6666958222222198,0.9,True,False
tdc_evidence_validated,True,0.8348478703445827,0.057666666666666665,0.31991957752868777,0.17673859987268065,0.8232614001273193,0.6800804224713122,0.693715555555552,0.014231403860255685,0.6794841516952963,0.9083660851114523,True,False
