seed,model,P,T,V,M,Aanti,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,final_Q
18835,FULL,1,1,1,1,1,0.9436619718309859,0.16901408450704225,0.1293634496919918,0.7302847619047578,0.94
18836,base,0,0,0,0,0,0.609375,0.5625,0.3483606557377049,0.5604238095238061,0.58
18836,P,1,0,0,0,0,0.78125,0.421875,0.19057377049180327,0.6976457142857105,0.6997553593181078
18836,T,0,1,0,0,0,0.609375,0.5625,0.3483606557377049,0.5604238095238061,0.58
18836,V,0,0,1,0,0,0.609375,0.5625,0.3483606557377049,0.5604238095238061,0.58
18836,M,0,0,0,1,0,0.625,0.5625,0.41905737704918034,0.5626457142857091,0.58
18836,A,0,0,0,0,1,0.609375,0.5625,0.3483606557377049,0.5604238095238061,0.58
18836,P_T,1,1,0,0,0,0.8125,0.40625,0.13831967213114754,0.7282476190476156,0.7590718987600836
18836,P_V,1,0,1,0,0,0.859375,0.359375,0.1413934426229508,0.7289780952380922,0.94
18836,P_M,1,0,0,1,0,0.734375,0.453125,0.41188524590163933,0.6006647619047564,0.5893112209748878
18836,P_A,1,0,0,0,1,0.78125,0.421875,0.19057377049180327,0.6976457142857105,0.6997553593181078
18836,P_T_V,1,1,1,0,0,0.859375,0.359375,0.13831967213114754,0.7299552380952351,0.94
18836,P_T_V_M,1,1,1,1,0,0.9375,0.296875,0.14754098360655737,0.7790628571428536,0.94
18836,FULL,1,1,1,1,1,0.890625,0.328125,0.10040983606557377,0.7559361904761872,0.94
18837,base,0,0,0,0,0,0.675,0.4875,0.35612244897959183,0.554247619047615,0.58
18837,P,1,0,0,0,0,0.7875,0.3875,0.23775510204081632,0.6700619047619001,0.6917364505454039
18837,T,0,1,0,0,0,0.675,0.4875,0.35612244897959183,0.554247619047615,0.58
18837,V,0,0,1,0,0,0.675,0.4875,0.35612244897959183,0.554247619047615,0.58
18837,M,0,0,0,1,0,0.7125,0.45,0.42959183673469387,0.557232380952376,0.58
18837,A,0,0,0,0,1,0.675,0.4875,0.35612244897959183,0.554247619047615,0.58
18837,P_T,1,1,0,0,0,0.8375,0.3625,0.20510204081632652,0.6977342857142814,0.7849718626633597
18837,P_V,1,0,1,0,0,0.875,0.3375,0.18979591836734694,0.6953247619047578,0.94
18837,P_M,1,0,0,1,0,0.725,0.4375,0.4204081632653061,0.576579047619042,0.6032937652600341
18837,P_A,1,0,0,0,1,0.7875,0.3875,0.23775510204081632,0.6700619047619001,0.6917364505454039
18837,P_T_V,1,1,1,0,0,0.875,0.3375,0.1816326530612245,0.6996209523809485,0.94
18837,P_T_V_M,1,1,1,1,0,0.95,0.2625,0.19489795918367347,0.7456695238095187,0.94
18837,FULL,1,1,1,1,1,0.9125,0.3,0.13673469387755102,0.7217123809523762,0.94
18838,base,0,0,0,0,0,0.6288659793814433,0.5463917525773195,0.31943031536113936,0.5288790476190445,0.58
18838,P,1,0,0,0,0,0.8247422680412371,0.4020618556701031,0.19938962360122076,0.6631561904761867,0.7498736608168344
18838,T,0,1,0,0,0,0.6288659793814433,0.5463917525773195,0.31943031536113936,0.5288790476190445,0.58
18838,V,0,0,1,0,0,0.6288659793814433,0.5463917525773195,0.31943031536113936,0.5288790476190445,0.58
18838,M,0,0,0,1,0,0.6597938144329897,0.5257731958762887,0.40488301119023395,0.5267609523809484,0.58
18838,A,0,0,0,0,1,0.6288659793814433,0.5463917525773195,0.31943031536113936,0.5288790476190445,0.58
18838,P_T,1,1,0,0,0,0.845360824742268,0.38144329896907214,0.16480162767039674,0.6999799999999964,0.7840244695437503
18838,P_V,1,0,1,0,0,0.865979381443299,0.36082474226804123,0.1607324516785351,0.6896838095238064,0.94
18838,P_M,1,0,0,1,0,0.7835051546391752,0.422680412371134,0.37741607324516785,0.5814104761904706,0.5887216978954837
18838,P_A,1,0,0,0,1,0.8247422680412371,0.4020618556701031,0.19938962360122076,0.6631561904761867,0.7498736608168344
18838,P_T_V,1,1,1,0,0,0.865979381443299,0.36082474226804123,0.1515768056968464,0.6989628571428541,0.94
18838,P_T_V_M,1,1,1,1,0,0.9587628865979382,0.28865979381443296,0.17497456765005087,0.743887619047615,0.94
18838,FULL,1,1,1,1,1,0.8969072164948454,0.32989690721649484,0.1190233977619532,0.7240933333333297,0.94
18839,base,0,0,0,0,0,0.7261904761904762,0.39285714285714285,0.3485148514851485,0.5650733333333285,0.58
18839,P,1,0,0,0,0,0.8928571428571429,0.2261904761904762,0.2089108910891089,0.6837666666666625,0.7841604646174984
18839,T,0,1,0,0,0,0.7261904761904762,0.39285714285714285,0.3485148514851485,0.5650733333333285,0.58
18839,V,0,0,1,0,0,0.7261904761904762,0.39285714285714285,0.3485148514851485,0.5650733333333285,0.58
18839,M,0,0,0,1,0,0.75,0.36904761904761907,0.404950495049505,0.5583828571428513,0.58
18839,A,0,0,0,0,1,0.7261904761904762,0.39285714285714285,0.3485148514851485,0.5650733333333285,0.58
18839,P_T,1,1,0,0,0,0.9047619047619048,0.2261904761904762,0.16930693069306932,0.7129761904761865,0.8121257673663957
18839,P_V,1,0,1,0,0,0.9166666666666666,0.21428571428571427,0.1495049504950495,0.7223799999999964,0.94
18839,P_M,1,0,0,1,0,0.8095238095238095,0.30952380952380953,0.3693069306930693,0.6130990476190414,0.6015119784320566
18839,P_A,1,0,0,0,1,0.8928571428571429,0.2261904761904762,0.2089108910891089,0.6837666666666625,0.7841604646174984
18839,P_T_V,1,1,1,0,0,0.9166666666666666,0.21428571428571427,0.13960396039603962,0.7265971428571393,0.94
18839,P_T_V_M,1,1,1,1,0,0.9523809523809523,0.17857142857142858,0.14653465346534653,0.7763733333333294,0.94
18839,FULL,1,1,1,1,1,0.9404761904761905,0.19047619047619047,0.09801980198019802,0.7611799999999961,0.94
18840,base,0,0,0,0,0,0.6385542168674698,0.46987951807228917,0.3456913827655311,0.5271047619047581,0.58
18840,P,1,0,0,0,0,0.8072289156626506,0.3132530120481928,0.17034068136272545,0.6776333333333295,0.8362660618204634
18840,T,0,1,0,0,0,0.6385542168674698,0.46987951807228917,0.3456913827655311,0.5271047619047581,0.58
18840,V,0,0,1,0,0,0.6385542168674698,0.46987951807228917,0.3456913827655311,0.5271047619047581,0.58
18840,M,0,0,0,1,0,0.6746987951807228,0.4457831325301205,0.41783567134268534,0.5326771428571377,0.58
18840,A,0,0,0,0,1,0.6385542168674698,0.46987951807228917,0.3456913827655311,0.5271047619047581,0.58
18840,P_T,1,1,0,0,0,0.8072289156626506,0.3132530120481928,0.1523046092184369,0.6862514285714248,0.8758537466975276
18840,P_V,1,0,1,0,0,0.8433734939759037,0.30120481927710846,0.1623246492985972,0.677910476190473,0.94
18840,P_M,1,0,0,1,0,0.7831325301204819,0.3373493975903614,0.40981963927855714,0.5819980952380888,0.6333889442364241
18840,P_A,1,0,0,0,1,0.8072289156626506,0.3132530120481928,0.17034068136272545,0.6776333333333295,0.8362660618204634
18840,P_T_V,1,1,1,0,0,0.8433734939759037,0.30120481927710846,0.14829659318637275,0.6855647619047585,0.94
18840,P_T_V_M,1,1,1,1,0,0.927710843373494,0.2289156626506024,0.1843687374749499,0.7250476190476149,0.94
18840,FULL,1,1,1,1,1,0.9036144578313253,0.25301204819277107,0.12124248496993988,0.7094009523809486,0.94
18841,base,0,0,0,0,0,0.6024096385542169,0.4939759036144578,0.3608040201005025,0.5436999999999963,0.58
18841,P,1,0,0,0,0,0.8313253012048193,0.30120481927710846,0.21708542713567838,0.6799771428571393,0.8253262431797694
18841,T,0,1,0,0,0,0.6024096385542169,0.4939759036144578,0.3608040201005025,0.5436999999999963,0.58
18841,V,0,0,1,0,0,0.6024096385542169,0.4939759036144578,0.3608040201005025,0.5436999999999963,0.58
18841,M,0,0,0,1,0,0.6265060240963856,0.4819277108433735,0.42814070351758793,0.5410419047618998,0.58
18841,A,0,0,0,0,1,0.6024096385542169,0.4939759036144578,0.3608040201005025,0.5436999999999963,0.58
18841,P_T,1,1,0,0,0,0.8433734939759037,0.2891566265060241,0.2,0.6903676190476158,0.882831328186122
18841,P_V,1,0,1,0,0,0.8433734939759037,0.2891566265060241,0.17386934673366833,0.6976771428571403,0.94
18841,P_M,1,0,0,1,0,0.6987951807228916,0.42168674698795183,0.41809045226130653,0.5782371428571369,0.6160229804370636
18841,P_A,1,0,0,0,1,0.8313253012048193,0.30120481927710846,0.21708542713567838,0.6799771428571393,0.8253262431797694
18841,P_T_V,1,1,1,0,0,0.8433734939759037,0.2891566265060241,0.16180904522613065,0.7037999999999975,0.94
18841,P_T_V_M,1,1,1,1,0,0.9036144578313253,0.24096385542168675,0.15979899497487438,0.7605190476190449,0.94
18841,FULL,1,1,1,1,1,0.8554216867469879,0.27710843373493976,0.10753768844221105,0.7386266666666642,0.94
18842,base,0,0,0,0,0,0.676056338028169,0.4507042253521127,0.34782608695652173,0.568216190476186,0.58
18842,P,1,0,0,0,0,0.8873239436619719,0.2676056338028169,0.18806875631951467,0.703582857142853,0.8406860394057241
18842,T,0,1,0,0,0,0.676056338028169,0.4507042253521127,0.34782608695652173,0.568216190476186,0.58
18842,V,0,0,1,0,0,0.676056338028169,0.4507042253521127,0.34782608695652173,0.568216190476186,0.58
18842,M,0,0,0,1,0,0.7183098591549296,0.4084507042253521,0.41354903943377147,0.5736742857142793,0.58
18842,A,0,0,0,0,1,0.676056338028169,0.4507042253521127,0.34782608695652173,0.568216190476186,0.58
18842,P_T,1,1,0,0,0,0.8873239436619719,0.2676056338028169,0.16177957532861476,0.7196066666666627,0.8696334595759816
18842,P_V,1,0,1,0,0,0.9154929577464789,0.2535211267605634,0.15267947421638017,0.7196028571428537,0.94
18842,P_M,1,0,0,1,0,0.7605633802816901,0.36619718309859156,0.38827098078867545,0.6012952380952312,0.5817022562466962
18842,P_A,1,0,0,0,1,0.8873239436619719,0.2676056338028169,0.18806875631951467,0.703582857142853,0.8406860394057241
18842,P_T_V,1,1,1,0,0,0.9154929577464789,0.2535211267605634,0.14560161779575329,0.7223304761904726,0.94
18842,P_T_V_M,1,1,1,1,0,0.9859154929577465,0.18309859154929578,0.16380182002022245,0.7588038095238056,0.94
18842,FULL,1,1,1,1,1,0.9577464788732394,0.2112676056338028,0.1051567239635996,0.744934285714282,0.94
18843,base,0,0,0,0,0,0.581081081081081,0.5675675675675675,0.349124613800206,0.5857933333333284,0.58
18843,P,1,0,0,0,0,0.7972972972972973,0.3918918918918919,0.2059732234809475,0.6974009523809487,0.8352121634818648
18843,T,0,1,0,0,0,0.581081081081081,0.5675675675675675,0.349124613800206,0.5857933333333284,0.58
18843,V,0,0,1,0,0,0.581081081081081,0.5675675675675675,0.349124613800206,0.5857933333333284,0.58
18843,M,0,0,0,1,0,0.6351351351351351,0.5405405405405406,0.42224510813594235,0.5942999999999931,0.58
18843,A,0,0,0,0,1,0.581081081081081,0.5675675675675675,0.349124613800206,0.5857933333333284,0.58
18843,P_T,1,1,0,0,0,0.8108108108108109,0.3783783783783784,0.16992790937178168,0.7172904761904726,0.8996431051058705
18843,P_V,1,0,1,0,0,0.8378378378378378,0.35135135135135137,0.17198764160659114,0.712628571428568,0.94
18843,P_M,1,0,0,1,0,0.6351351351351351,0.5405405405405406,0.4160659114315139,0.6201619047618979,0.6234285056143761
18843,P_A,1,0,0,0,1,0.7972972972972973,0.3918918918918919,0.2059732234809475,0.6974009523809487,0.8352121634818648
18843,P_T_V,1,1,1,0,0,0.8378378378378378,0.35135135135135137,0.15550978372811536,0.7206923809523775,0.94
18843,P_T_V_M,1,1,1,1,0,0.918918918918919,0.3108108108108108,0.16683831101956745,0.769027619047615,0.94
18843,FULL,1,1,1,1,1,0.9054054054054054,0.32432432432432434,0.10916580844490216,0.756644761904758,0.94
18844,base,0,0,0,0,0,0.64,0.48,0.33098591549295775,0.5701485714285675,0.58
18844,P,1,0,0,0,0,0.8133333333333334,0.30666666666666664,0.20925553319919518,0.7105885714285676,0.8991756133814912
18844,T,0,1,0,0,0,0.64,0.48,0.33098591549295775,0.5701485714285675,0.58
18844,V,0,0,1,0,0,0.64,0.48,0.33098591549295775,0.5701485714285675,0.58
18844,M,0,0,0,1,0,0.6666666666666666,0.4533333333333333,0.4074446680080483,0.5687533333333281,0.58
18844,A,0,0,0,0,1,0.64,0.48,0.33098591549295775,0.5701485714285675,0.58
18844,P_T,1,1,0,0,0,0.8133333333333334,0.30666666666666664,0.1851106639839034,0.7249552380952347,0.9235814087857321
18844,P_V,1,0,1,0,0,0.88,0.25333333333333335,0.176056338028169,0.7148609523809495,0.94
18844,P_M,1,0,0,1,0,0.7866666666666666,0.3333333333333333,0.34909456740442657,0.6400895238095178,0.706879285578007
18844,P_A,1,0,0,0,1,0.8133333333333334,0.30666666666666664,0.20925553319919518,0.7105885714285676,0.8991756133814912
18844,P_T_V,1,1,1,0,0,0.88,0.25333333333333335,0.1659959758551308,0.717704761904759,0.94
18844,P_T_V_M,1,1,1,1,0,0.96,0.18666666666666668,0.1750503018108652,0.754308571428568,0.94
18844,FULL,1,1,1,1,1,0.9466666666666667,0.2,0.12877263581488935,0.7445771428571397,0.94
18845,base,0,0,0,0,0,0.6153846153846154,0.46153846153846156,0.3374233128834356,0.5442057142857097,0.58
18845,P,1,0,0,0,0,0.7948717948717948,0.32051282051282054,0.20449897750511248,0.66721333333333,0.8010612898591043
18845,T,0,1,0,0,0,0.6153846153846154,0.46153846153846156,0.3374233128834356,0.5442057142857097,0.58
18845,V,0,0,1,0,0,0.6153846153846154,0.46153846153846156,0.3374233128834356,0.5442057142857097,0.58
18845,M,0,0,0,1,0,0.6153846153846154,0.46153846153846156,0.4110429447852761,0.5436561904761845,0.58
18845,A,0,0,0,0,1,0.6153846153846154,0.46153846153846156,0.3374233128834356,0.5442057142857097,0.58
18845,P_T,1,1,0,0,0,0.8205128205128205,0.3076923076923077,0.17893660531697342,0.6861314285714253,0.8372617466286929
18845,P_V,1,0,1,0,0,0.8846153846153846,0.24358974358974358,0.1523517382413088,0.7017457142857113,0.94
18845,P_M,1,0,0,1,0,0.6282051282051282,0.46153846153846156,0.39161554192229037,0.5662047619047557,0.5571746281345957
18845,P_A,1,0,0,0,1,0.7948717948717948,0.32051282051282054,0.20449897750511248,0.66721333333333,0.8010612898591043
18845,P_T_V,1,1,1,0,0,0.8846153846153846,0.24358974358974358,0.14826175869120656,0.7045704761904733,0.94
18845,P_T_V_M,1,1,1,1,0,0.9615384615384616,0.1794871794871795,0.1523517382413088,0.7586638095238059,0.94
18845,FULL,1,1,1,1,1,0.9487179487179487,0.19230769230769232,0.10633946830265849,0.7354514285714253,0.94
18846,base,0,0,0,0,0,0.6161616161616161,0.5050505050505051,0.34236947791164657,0.5465876190476151,0.58
18846,P,1,0,0,0,0,0.7878787878787878,0.3838383838383838,0.19176706827309237,0.6835057142857104,0.8798844669152807
18846,T,0,1,0,0,0,0.6161616161616161,0.5050505050505051,0.34236947791164657,0.5465876190476151,0.58
18846,V,0,0,1,0,0,0.6161616161616161,0.5050505050505051,0.34236947791164657,0.5465876190476151,0.58
18846,M,0,0,0,1,0,0.6666666666666666,0.47474747474747475,0.4006024096385542,0.5488419047618999,0.58
18846,A,0,0,0,0,1,0.6161616161616161,0.5050505050505051,0.34236947791164657,0.5465876190476151,0.58
18846,P_T,1,1,0,0,0,0.7878787878787878,0.3838383838383838,0.1706827309236948,0.6978047619047582,0.9019101847271661
18846,P_V,1,0,1,0,0,0.8080808080808081,0.36363636363636365,0.15562248995983935,0.6983742857142815,0.94
18846,P_M,1,0,0,1,0,0.8282828282828283,0.35353535353535354,0.34437751004016065,0.6261533333333275,0.681187394088535
18846,P_A,1,0,0,0,1,0.7878787878787878,0.3838383838383838,0.19176706827309237,0.6835057142857104,0.8798844669152807
18846,P_T_V,1,1,1,0,0,0.8080808080808081,0.36363636363636365,0.14859437751004015,0.705915238095234,0.94
18846,P_T_V_M,1,1,1,1,0,0.9090909090909091,0.2828282828282828,0.1716867469879518,0.7530438095238048,0.94
18846,FULL,1,1,1,1,1,0.8686868686868687,0.31313131313131315,0.1144578313253012,0.7273057142857097,0.94
18847,base,0,0,0,0,0,0.6966292134831461,0.449438202247191,0.347781217750258,0.5665028571428529,0.58
18847,P,1,0,0,0,0,0.8539325842696629,0.30337078651685395,0.1826625386996904,0.7120285714285675,0.8585579810948821
18847,T,0,1,0,0,0,0.6966292134831461,0.449438202247191,0.347781217750258,0.5665028571428529,0.58
18847,V,0,0,1,0,0,0.6966292134831461,0.449438202247191,0.347781217750258,0.5665028571428529,0.58
18847,M,0,0,0,1,0,0.7191011235955056,0.43820224719101125,0.4231166150670795,0.5683561904761845,0.58
18847,A,0,0,0,0,1,0.6966292134831461,0.449438202247191,0.347781217750258,0.5665028571428529,0.58
18847,P_T,1,1,0,0,0,0.8651685393258427,0.29213483146067415,0.15583075335397317,0.7282304761904727,0.895050389838517
18847,P_V,1,0,1,0,0,0.8651685393258427,0.29213483146067415,0.14860681114551083,0.7244485714285676,0.94
18847,P_M,1,0,0,1,0,0.7640449438202247,0.4044943820224719,0.40144478844169246,0.6004190476190415,0.6385752528459823
18847,P_A,1,0,0,0,1,0.8539325842696629,0.30337078651685395,0.1826625386996904,0.7120285714285675,0.8585579810948821
18847,P_T_V,1,1,1,0,0,0.8651685393258427,0.29213483146067415,0.14138286893704852,0.7285599999999963,0.94
18847,P_T_V_M,1,1,1,1,0,0.9550561797752809,0.2247191011235955,0.15479876160990713,0.7821561904761865,0.94
18847,FULL,1,1,1,1,1,0.9325842696629213,0.24719101123595505,0.10835913312693499,0.7513066666666628,0.94
18848,base,0,0,0,0,0,0.6966292134831461,0.42696629213483145,0.36683937823834195,0.5712409523809477,0.58
18848,P,1,0,0,0,0,0.8876404494382022,0.25842696629213485,0.1927461139896373,0.692400952380949,0.8858009392857736
18848,T,0,1,0,0,0,0.6966292134831461,0.42696629213483145,0.36683937823834195,0.5712409523809477,0.58
18848,V,0,0,1,0,0,0.6966292134831461,0.42696629213483145,0.36683937823834195,0.5712409523809477,0.58
18848,M,0,0,0,1,0,0.7078651685393258,0.4157303370786517,0.42901554404145076,0.5723942857142797,0.58
18848,A,0,0,0,0,1,0.6966292134831461,0.42696629213483145,0.36683937823834195,0.5712409523809477,0.58
18848,P_T,1,1,0,0,0,0.9101123595505618,0.23595505617977527,0.15544041450777202,0.7165504761904733,0.9310442366295955
18848,P_V,1,0,1,0,0,0.9325842696629213,0.2247191011235955,0.15751295336787566,0.7031180952380923,0.94
18848,P_M,1,0,0,1,0,0.7640449438202247,0.3595505617977528,0.3917098445595855,0.6243990476190413,0.5910057713908701
18848,P_A,1,0,0,0,1,0.8876404494382022,0.25842696629213485,0.1927461139896373,0.692400952380949,0.8858009392857736
18848,P_T_V,1,1,1,0,0,0.9325842696629213,0.2247191011235955,0.14818652849740932,0.7105095238095209,0.94
18848,P_T_V_M,1,1,1,1,0,1.0,0.16853932584269662,0.15544041450777202,0.7595361904761869,0.94
18848,FULL,1,1,1,1,1,1.0,0.16853932584269662,0.10466321243523316,0.7470638095238064,0.94
18849,base,0,0,0,0,0,0.6842105263157895,0.42105263157894735,0.31414141414141417,0.5800790476190435,0.58
18849,P,1,0,0,0,0,0.868421052631579,0.3026315789473684,0.15555555555555556,0.7019171428571395,0.8405266121950845
18849,T,0,1,0,0,0,0.6842105263157895,0.42105263157894735,0.31414141414141417,0.5800790476190435,0.58
18849,V,0,0,1,0,0,0.6842105263157895,0.42105263157894735,0.31414141414141417,0.5800790476190435,0.58
18849,M,0,0,0,1,0,0.6973684210526315,0.40789473684210525,0.38585858585858585,0.5944057142857085,0.58
18849,A,0,0,0,0,1,0.6842105263157895,0.42105263157894735,0.31414141414141417,0.5800790476190435,0.58
18849,P_T,1,1,0,0,0,0.881578947368421,0.2894736842105263,0.1383838383838384,0.7167409523809494,0.8889449303334913
18849,P_V,1,0,1,0,0,0.9078947368421053,0.2631578947368421,0.15858585858585858,0.7125980952380921,0.94
18849,P_M,1,0,0,1,0,0.75,0.3684210526315789,0.3616161616161616,0.6220838095238033,0.5928861100314526
18849,P_A,1,0,0,0,1,0.868421052631579,0.3026315789473684,0.15555555555555556,0.7019171428571395,0.8405266121950845
18849,P_T_V,1,1,1,0,0,0.9078947368421053,0.2631578947368421,0.14646464646464646,0.7155466666666637,0.94
18849,P_T_V_M,1,1,1,1,0,0.9605263157894737,0.21052631578947367,0.16767676767676767,0.7674571428571395,0.94
18849,FULL,1,1,1,1,1,0.9342105263157895,0.23684210526315788,0.10909090909090909,0.7504390476190443,0.94
18850,base,0,0,0,0,0,0.5180722891566265,0.6024096385542169,0.36490528414755735,0.5698733333333292,0.58
18850,P,1,0,0,0,0,0.7469879518072289,0.43373493975903615,0.19641076769690927,0.7086438095238053,0.8169132823479229
18850,T,0,1,0,0,0,0.5180722891566265,0.6024096385542169,0.36490528414755735,0.5698733333333292,0.58
18850,V,0,0,1,0,0,0.5180722891566265,0.6024096385542169,0.36490528414755735,0.5698733333333292,0.58
18850,M,0,0,0,1,0,0.5662650602409639,0.5542168674698795,0.42771684945164506,0.5720828571428519,0.58
18850,A,0,0,0,0,1,0.5180722891566265,0.6024096385542169,0.36490528414755735,0.5698733333333292,0.58
18850,P_T,1,1,0,0,0,0.7590361445783133,0.42168674698795183,0.17048853439680958,0.725044761904758,0.8473106646309109
18850,P_V,1,0,1,0,0,0.8072289156626506,0.37349397590361444,0.16650049850448653,0.7310895238095201,0.94
18850,P_M,1,0,0,1,0,0.6144578313253012,0.5060240963855421,0.4017946161515454,0.618659047619042,0.6239579644560808
18850,P_A,1,0,0,0,1,0.7469879518072289,0.43373493975903615,0.19641076769690927,0.7086438095238053,0.8169132823479229
18850,P_T_V,1,1,1,0,0,0.8072289156626506,0.37349397590361444,0.15553339980059822,0.7353561904761868,0.94
18850,P_T_V_M,1,1,1,1,0,0.9397590361445783,0.26506024096385544,0.16151545363908276,0.7796638095238054,0.94
18850,FULL,1,1,1,1,1,0.8674698795180723,0.3132530120481928,0.11864406779661017,0.7600571428571387,0.94
18851,base,0,0,0,0,0,0.7,0.475,0.3487179487179487,0.5578352380952338,0.58
18851,P,1,0,0,0,0,0.85,0.325,0.19076923076923077,0.6804904761904723,0.8585842194855092
18851,T,0,1,0,0,0,0.7,0.475,0.3487179487179487,0.5578352380952338,0.58
18851,V,0,0,1,0,0,0.7,0.475,0.3487179487179487,0.5578352380952338,0.58
18851,M,0,0,0,1,0,0.725,0.475,0.41846153846153844,0.5591990476190417,0.58
18851,A,0,0,0,0,1,0.7,0.475,0.3487179487179487,0.5578352380952338,0.58
18851,P_T,1,1,0,0,0,0.8625,0.3125,0.18153846153846154,0.6914257142857104,0.893847439396685
18851,P_V,1,0,1,0,0,0.8875,0.3,0.17333333333333334,0.69618952380952,0.94
18851,P_M,1,0,0,1,0,0.7375,0.4625,0.4082051282051282,0.5748133333333274,0.6428420100230177
18851,P_A,1,0,0,0,1,0.85,0.325,0.19076923076923077,0.6804904761904723,0.8585842194855092
18851,P_T_V,1,1,1,0,0,0.8875,0.3,0.16307692307692306,0.6990085714285676,0.94
18851,P_T_V_M,1,1,1,1,0,0.9375,0.275,0.17435897435897435,0.7473571428571382,0.94
18851,FULL,1,1,1,1,1,0.9,0.2875,0.12205128205128205,0.7281857142857101,0.94
18852,base,0,0,0,0,0,0.6746987951807228,0.42168674698795183,0.3655804480651731,0.5746133333333291,0.58
18852,P,1,0,0,0,0,0.8313253012048193,0.2891566265060241,0.17515274949083504,0.7309742857142817,0.8371599452732217
18852,T,0,1,0,0,0,0.6746987951807228,0.42168674698795183,0.3655804480651731,0.5746133333333291,0.58
18852,V,0,0,1,0,0,0.6746987951807228,0.42168674698795183,0.3655804480651731,0.5746133333333291,0.58
18852,M,0,0,0,1,0,0.6867469879518072,0.40963855421686746,0.42973523421588594,0.57765428571428,0.58
18852,A,0,0,0,0,1,0.6746987951807228,0.42168674698795183,0.3655804480651731,0.5746133333333291,0.58
18852,P_T,1,1,0,0,0,0.8674698795180723,0.25301204819277107,0.1364562118126273,0.766739999999997,0.8836630718125015
18852,P_V,1,0,1,0,0,0.9036144578313253,0.21686746987951808,0.15885947046843177,0.7463923809523777,0.94
18852,P_M,1,0,0,1,0,0.7108433734939759,0.3855421686746988,0.4215885947046843,0.6112199999999939,0.6111706214680398
18852,P_A,1,0,0,0,1,0.8313253012048193,0.2891566265060241,0.17515274949083504,0.7309742857142817,0.8371599452732217
18852,P_T_V,1,1,1,0,0,0.9036144578313253,0.21686746987951808,0.14663951120162932,0.7525952380952348,0.94
18852,P_T_V_M,1,1,1,1,0,0.9879518072289156,0.13253012048192772,0.14969450101832993,0.8086228571428538,0.94
18852,FULL,1,1,1,1,1,0.9397590361445783,0.18072289156626506,0.11507128309572301,0.7838095238095202,0.94
18853,base,0,0,0,0,0,0.5056179775280899,0.550561797752809,0.3824130879345603,0.5505352380952341,0.58
18853,P,1,0,0,0,0,0.7303370786516854,0.33707865168539325,0.24948875255623723,0.6899704761904722,0.8178473326923948
18853,T,0,1,0,0,0,0.5056179775280899,0.550561797752809,0.3824130879345603,0.5505352380952341,0.58
18853,V,0,0,1,0,0,0.5056179775280899,0.550561797752809,0.3824130879345603,0.5505352380952341,0.58
18853,M,0,0,0,1,0,0.5393258426966292,0.5280898876404494,0.43047034764826175,0.5480676190476136,0.58
18853,A,0,0,0,0,1,0.5056179775280899,0.550561797752809,0.3824130879345603,0.5505352380952341,0.58
18853,P_T,1,1,0,0,0,0.7303370786516854,0.33707865168539325,0.2361963190184049,0.7062485714285676,0.8641130127597453
18853,P_V,1,0,1,0,0,0.7865168539325843,0.29213483146067415,0.1901840490797546,0.7150476190476153,0.94
18853,P_M,1,0,0,1,0,0.5842696629213483,0.4943820224719101,0.4212678936605317,0.5839723809523756,0.5979788102340491
18853,P_A,1,0,0,0,1,0.7303370786516854,0.33707865168539325,0.24948875255623723,0.6899704761904722,0.8178473326923948
18853,P_T_V,1,1,1,0,0,0.7865168539325843,0.29213483146067415,0.17484662576687116,0.721399047619044,0.94
18853,P_T_V_M,1,1,1,1,0,0.9213483146067416,0.1797752808988764,0.18711656441717792,0.7732466666666624,0.94
18853,FULL,1,1,1,1,1,0.8876404494382022,0.20224719101123595,0.1329243353783231,0.7515038095238055,0.94
18854,base,0,0,0,0,0,0.7215189873417721,0.43037974683544306,0.3383084577114428,0.5805314285714246,0.58
18854,P,1,0,0,0,0,0.9113924050632911,0.2911392405063291,0.1781094527363184,0.7370733333333304,0.8783556110944871
18854,T,0,1,0,0,0,0.7215189873417721,0.43037974683544306,0.3383084577114428,0.5805314285714246,0.58
18854,V,0,0,1,0,0,0.7215189873417721,0.43037974683544306,0.3383084577114428,0.5805314285714246,0.58
18854,M,0,0,0,1,0,0.7468354430379747,0.4050632911392405,0.41691542288557215,0.5813295238095184,0.58
18854,A,0,0,0,0,1,0.7215189873417721,0.43037974683544306,0.3383084577114428,0.5805314285714246,0.58
18854,P_T,1,1,0,0,0,0.9113924050632911,0.2911392405063291,0.15422885572139303,0.7449733333333304,0.8920644149562793
18854,P_V,1,0,1,0,0,0.9113924050632911,0.2911392405063291,0.14626865671641792,0.7390428571428543,0.94
18854,P_M,1,0,0,1,0,0.8734177215189873,0.3291139240506329,0.41592039800995023,0.6212961904761847,0.5894236339966634
18854,P_A,1,0,0,0,1,0.9113924050632911,0.2911392405063291,0.1781094527363184,0.7370733333333304,0.8783556110944871
18854,P_T_V,1,1,1,0,0,0.9113924050632911,0.2911392405063291,0.13930348258706468,0.7431647619047592,0.94
18854,P_T_V_M,1,1,1,1,0,0.9746835443037974,0.25316455696202533,0.16716417910447762,0.7841961904761866,0.94
18854,FULL,1,1,1,1,1,0.9493670886075949,0.27848101265822783,0.10149253731343283,0.7730209523809493,0.94
