model,phase1_external_reward,phase2_external_reward,phase1_core_accuracy,phase2_core_accuracy,final_third_factor_volition,final_ethical_reliability,final_integration,final_ideal_alignment,final_H_self,phase2_reward_capture_rate,developmental_transfer_score,long_term_trajectory_value
ethicalsense_plus_idealgap,0.54830078125,0.4705989583333333,0.5767545572916667,0.6262369791666667,0.4848315406357574,0.9387984943778614,0.8928329433916061,0.9155496490524455,0.3041494156045938,0.23279622395833333,0.7764230599549102,0.20408942057292215
hybrid_reward_and_ethics,0.5328841145833333,0.48278971354166667,0.5528938802083333,0.5670182291666667,0.95,0.7346921661746725,0.8661741649347541,0.8915567484412786,0.3122955010391475,0.267548828125,0.7426302808788984,0.1211315429687541
static_baseline,0.4712955729166667,0.5093782552083334,0.45513020833333334,0.45702799479166667,0.24,0.56,0.32,0.4,0.64,0.33620768229166664,0.42148763020833335,-0.06870556640625063
success_fed_thirdfactor,0.96447265625,1.0,0.7975,0.37950520833333334,0.95,0.7066406250000428,0.32,0.4,0.64,0.6204947916666667,0.3698020833333333,0.17659191080731118
