seed,model,phase1_external_reward,phase2_external_reward,phase1_core_accuracy,phase2_core_accuracy,final_third_factor_volition,final_ethical_reliability,final_integration,final_ideal_alignment,final_H_self,phase2_reward_capture_rate,developmental_transfer_score,long_term_trajectory_value
12613,hybrid_reward_and_ethics,0.52375,0.49541666666666667,0.54375,0.5525,0.95,0.7346713816460841,0.8661280944277802,0.8915152849850033,0.31232314334333094,0.28291666666666665,0.7367143019636406,0.08350625000000281
12614,static_baseline,0.47625,0.51,0.4525,0.47541666666666665,0.24,0.56,0.32,0.4,0.64,0.3308333333333333,0.4275416666666667,-0.05316666666666554
12614,success_fed_thirdfactor,0.9554166666666667,1.0,0.7916666666666666,0.3875,0.95,0.726500000000044,0.32,0.4,0.64,0.6125,0.373,0.18722708333335275
12614,ethicalsense_plus_idealgap,0.54125,0.47541666666666665,0.56875,0.6291666666666667,0.48479449182110573,0.9388,0.892799458837772,0.915519512953995,0.3041576788403348,0.21958333333333332,0.7786077848466696,0.18904583333333788
12614,hybrid_reward_and_ethics,0.5354166666666667,0.48625,0.5533333333333333,0.565,0.95,0.734568669364169,0.8659133688180662,0.8913220319362601,0.31245197870915997,0.2633333333333333,0.742312051607971,0.12734166666667115
12615,static_baseline,0.475,0.49,0.45375,0.44125,0.24,0.56,0.32,0.4,0.64,0.32958333333333334,0.41741666666666666,-0.0901875000000015
12615,success_fed_thirdfactor,0.9604166666666667,1.0,0.7883333333333333,0.3804166666666667,0.95,0.6790000000000453,0.32,0.4,0.64,0.6195833333333334,0.37016666666666664,0.15588750000001797
12615,ethicalsense_plus_idealgap,0.5483333333333333,0.47333333333333333,0.5770833333333333,0.6270833333333333,0.48439552379808637,0.9342765288407467,0.8921762802489014,0.9149586522240101,0.3044567376999225,0.23708333333333334,0.7759230751174611,0.2219708333333393
12615,hybrid_reward_and_ethics,0.5354166666666667,0.46375,0.5620833333333334,0.5783333333333334,0.95,0.7347873345122177,0.8663641491946882,0.8917277342752209,0.3121815104831873,0.2554166666666667,0.7473358701685981,0.139545833333338
12616,static_baseline,0.4691666666666667,0.5191666666666667,0.4429166666666667,0.45458333333333334,0.24,0.56,0.32,0.4,0.64,0.3441666666666667,0.4199583333333333,-0.09418750000000248
12616,success_fed_thirdfactor,0.9604166666666667,1.0,0.7995833333333333,0.3779166666666667,0.95,0.6520000000000423,0.32,0.4,0.64,0.6220833333333333,0.3691666666666667,0.17111250000001904
12616,ethicalsense_plus_idealgap,0.5416666666666666,0.4675,0.5604166666666667,0.6320833333333333,0.48543340036070126,0.94,0.8929649218325248,0.9156684296492728,0.3043447627143307,0.22708333333333333,0.7787750440383402,0.19588125000000509
12616,hybrid_reward_and_ethics,0.5270833333333333,0.46208333333333335,0.55,0.5579166666666666,0.95,0.734482743666334,0.8657280141051249,0.8911552126946134,0.3125631915369244,0.26375,0.7400499272641397,0.10485208333333663
12617,static_baseline,0.48,0.5,0.45875,0.45916666666666667,0.24,0.56,0.32,0.4,0.64,0.33625,0.422125,-0.0901041666666691
12617,success_fed_thirdfactor,0.97375,1.0,0.8183333333333334,0.38375,0.95,0.7420000000000404,0.32,0.4,0.64,0.61625,0.3715,0.19422291666668945
12617,ethicalsense_plus_idealgap,0.5395833333333333,0.47,0.5779166666666666,0.6379166666666667,0.4906719491174254,0.94,0.8925257751784381,0.9152731976605937,0.3073153544159626,0.22458333333333333,0.7801428179551082,0.22951041666667288
12617,hybrid_reward_and_ethics,0.5241666666666667,0.47708333333333336,0.5516666666666666,0.565,0.95,0.7344942884391884,0.8657503488399838,0.8911753139559846,0.31254979069600913,0.2733333333333333,0.7412280963192582,0.11230208333333735
12618,static_baseline,0.4766666666666667,0.5008333333333334,0.45625,0.45625,0.24,0.56,0.32,0.4,0.64,0.3329166666666667,0.4215833333333333,-0.059562499999999734
12618,success_fed_thirdfactor,0.97,1.0,0.8054166666666667,0.39666666666666667,0.95,0.755000000000035,0.32,0.4,0.64,0.6033333333333334,0.3766666666666667,0.2069166666666897
12618,ethicalsense_plus_idealgap,0.5358333333333334,0.48875,0.5775,0.6270833333333333,0.4854359104008939,0.94,0.8935272300661145,0.9161745070595034,0.303896171147555,0.24125,0.7761646471059656,0.20528541666667185
