seed,model,phase,A_TF,R_ethical,W_conf,H_self,capture_resistance
12028,punitive_v254_style,6,0.9332349938579596,0.5,0.58,0.9,0.95
12028,protected_thirdfactor,1,0.6768107625458838,0.5341842575272994,0.58,0.25399999999999967,0.95
12028,protected_thirdfactor,2,0.95,0.8375491067957445,0.58,0.10600000000000001,0.95
12028,protected_thirdfactor,3,0.95,0.9348000000000001,0.58,0.1,0.95
12028,protected_thirdfactor,4,0.95,0.9257,0.58,0.1,0.95
12028,protected_thirdfactor,5,0.95,0.94,0.58,0.1,0.95
12028,protected_thirdfactor,6,0.95,0.94,0.58,0.1,0.95
12028,protected_plus_error_attribution,1,0.6930880321051367,0.5032709341057388,0.5750710549990853,0.1078,0.95
12028,protected_plus_error_attribution,2,0.95,0.7288412282569511,0.5241343314894985,0.1039,0.95
12028,protected_plus_error_attribution,3,0.95,0.94,0.5715247567283509,0.1,0.95
12028,protected_plus_error_attribution,4,0.95,0.94,0.5653415804197521,0.1,0.95
12028,protected_plus_error_attribution,5,0.95,0.9378,0.5557395633154242,0.1,0.95
12028,protected_plus_error_attribution,6,0.95,0.9378,0.5320669544310269,0.1,0.95
12029,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12029,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12029,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12029,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12029,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12029,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12029,punitive_v254_style,1,0.4964424718167822,0.5029243390022885,0.58,0.8895000000000002,0.9180000000000005
12029,punitive_v254_style,2,0.5554689470991009,0.5,0.58,0.8955000000000002,0.95
12029,punitive_v254_style,3,0.5574672200637663,0.5,0.58,0.8990000000000001,0.947
12029,punitive_v254_style,4,0.4414282766220138,0.5,0.58,0.9,0.947
12029,punitive_v254_style,5,0.5176365434106698,0.5020567926187686,0.58,0.8745000000000005,0.95
12029,punitive_v254_style,6,0.7025524341281327,0.5,0.58,0.9,0.947
12029,protected_thirdfactor,1,0.7211125546580288,0.5248283735224972,0.58,0.20199999999999962,0.95
12029,protected_thirdfactor,2,0.95,0.8990352944230214,0.58,0.1,0.95
12029,protected_thirdfactor,3,0.95,0.9359999999999999,0.58,0.1,0.95
12029,protected_thirdfactor,4,0.95,0.94,0.58,0.1,0.95
12029,protected_thirdfactor,5,0.95,0.94,0.58,0.1,0.95
12029,protected_thirdfactor,6,0.95,0.9319999999999999,0.58,0.10600000000000001,0.95
12029,protected_plus_error_attribution,1,0.6723597872383529,0.5508289831151858,0.567295049401756,0.16409999999999975,0.95
12029,protected_plus_error_attribution,2,0.95,0.6694776562957452,0.5208045836450319,0.1,0.95
12029,protected_plus_error_attribution,3,0.95,0.9378,0.5448224134126678,0.1,0.95
12029,protected_plus_error_attribution,4,0.95,0.9378,0.5868291037232055,0.1,0.95
12029,protected_plus_error_attribution,5,0.95,0.94,0.5764415314982747,0.1,0.95
12029,protected_plus_error_attribution,6,0.95,0.9356,0.6139963902503909,0.1039,0.95
12030,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12030,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12030,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12030,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12030,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12030,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12030,punitive_v254_style,1,0.1,0.5,0.58,0.8985000000000005,0.1
12030,punitive_v254_style,2,0.1,0.5,0.58,0.8965000000000001,0.1
12030,punitive_v254_style,3,0.1,0.5,0.58,0.8965000000000001,0.1
12030,punitive_v254_style,4,0.1,0.5,0.58,0.9,0.1
12030,punitive_v254_style,5,0.1,0.5,0.58,0.8965000000000001,0.1
12030,punitive_v254_style,6,0.1,0.5,0.58,0.9,0.1
12030,protected_thirdfactor,1,0.7069891686932306,0.5206451127364093,0.58,0.19999999999999962,0.95
12030,protected_thirdfactor,2,0.95,0.8900895792975464,0.58,0.1,0.95
12030,protected_thirdfactor,3,0.95,0.9319999999999999,0.58,0.10600000000000001,0.95
12030,protected_thirdfactor,4,0.95,0.9359999999999999,0.58,0.1,0.95
12030,protected_thirdfactor,5,0.95,0.9359999999999999,0.58,0.1,0.95
12030,protected_thirdfactor,6,0.95,0.9337,0.58,0.1,0.95
12030,protected_plus_error_attribution,1,0.6252761433177458,0.5153031252292729,0.5099991043418186,0.2931,0.95
12030,protected_plus_error_attribution,2,0.95,0.7777107095773101,0.5190163389740055,0.1,0.95
12030,protected_plus_error_attribution,3,0.95,0.9334,0.550216100840105,0.1039,0.95
12030,protected_plus_error_attribution,4,0.95,0.9378,0.558789774509985,0.1,0.95
12030,protected_plus_error_attribution,5,0.95,0.9378,0.6151455716361902,0.1,0.95
12030,protected_plus_error_attribution,6,0.95,0.9382000000000001,0.6602880744383263,0.1039,0.95
12031,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12031,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12031,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12031,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12031,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12031,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12031,punitive_v254_style,1,0.24724804267395561,0.5,0.58,0.8965000000000001,0.8220000000000004
12031,punitive_v254_style,2,0.37103888512582256,0.5,0.58,0.9,0.95
12031,punitive_v254_style,3,0.4737151498375143,0.5,0.58,0.9,0.95
12031,punitive_v254_style,4,0.7946078780899877,0.5,0.58,0.8935000000000004,0.95
12031,punitive_v254_style,5,0.9151996728668403,0.5,0.58,0.9,0.95
12031,punitive_v254_style,6,0.946,0.5,0.58,0.879000000000001,0.95
12031,protected_thirdfactor,1,0.722184440205374,0.6006727438099531,0.58,0.15599999999999958,0.95
12031,protected_thirdfactor,2,0.95,0.9177,0.58,0.1,0.95
12031,protected_thirdfactor,3,0.95,0.94,0.58,0.1,0.95
12031,protected_thirdfactor,4,0.95,0.9359999999999999,0.58,0.1,0.95
12031,protected_thirdfactor,5,0.95,0.9377,0.58,0.1,0.95
12031,protected_thirdfactor,6,0.95,0.94,0.58,0.1,0.95
12031,protected_plus_error_attribution,1,0.6611005393896892,0.508541118011981,0.5162204463399127,0.13579999999999964,0.95
12031,protected_plus_error_attribution,2,0.95,0.8060207418044752,0.5139845663034114,0.1,0.95
12031,protected_plus_error_attribution,3,0.95,0.9356,0.5249373828293628,0.1,0.95
12031,protected_plus_error_attribution,4,0.95,0.94,0.5283163945331532,0.1,0.95
12031,protected_plus_error_attribution,5,0.95,0.9356,0.5317601145660946,0.1,0.95
12031,protected_plus_error_attribution,6,0.95,0.9378,0.5459216262682186,0.1,0.95
12032,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12032,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12032,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12032,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12032,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12032,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12032,punitive_v254_style,1,0.1,0.5,0.58,0.8965000000000001,0.1
12032,punitive_v254_style,2,0.1,0.5,0.58,0.8930000000000001,0.1
12032,punitive_v254_style,3,0.1,0.5,0.58,0.9,0.1
12032,punitive_v254_style,4,0.1,0.5,0.58,0.9,0.1
12032,punitive_v254_style,5,0.1,0.5,0.58,0.8945000000000003,0.1
12032,punitive_v254_style,6,0.1,0.5,0.58,0.9,0.1
12032,protected_thirdfactor,1,0.7571185878864386,0.6222846300304731,0.58,0.1,0.95
12032,protected_thirdfactor,2,0.95,0.9359999999999999,0.58,0.1,0.95
12032,protected_thirdfactor,3,0.95,0.94,0.58,0.1,0.95
12032,protected_thirdfactor,4,0.95,0.94,0.58,0.10600000000000001,0.95
12032,protected_thirdfactor,5,0.95,0.9337,0.58,0.1,0.95
12032,protected_thirdfactor,6,0.95,0.94,0.58,0.1,0.95
12032,protected_plus_error_attribution,1,0.6982418217986005,0.5521506427998635,0.5512989207585514,0.10969999999999971,0.95
12032,protected_plus_error_attribution,2,0.95,0.8267302867645763,0.5123396108334266,0.1039,0.95
12032,protected_plus_error_attribution,3,0.95,0.94,0.5559343397852924,0.1,0.95
12032,protected_plus_error_attribution,4,0.95,0.94,0.5971496651817262,0.1,0.95
12032,protected_plus_error_attribution,5,0.95,0.94,0.6200143727248834,0.1039,0.95
12032,protected_plus_error_attribution,6,0.95,0.9334,0.6191605987357827,0.1039,0.95
12033,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12033,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12033,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12033,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12033,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12033,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12033,punitive_v254_style,1,0.5063487638102452,0.5,0.58,0.9,0.947
12033,punitive_v254_style,2,0.7847126127542001,0.5,0.58,0.9,0.944
12033,punitive_v254_style,3,0.9360672132182399,0.5,0.58,0.8930000000000001,0.95
12033,punitive_v254_style,4,0.9122255264132287,0.5,0.58,0.8850000000000003,0.95
12033,punitive_v254_style,5,0.8805689336015649,0.5052470358150307,0.58,0.8865000000000005,0.95
12033,punitive_v254_style,6,0.9157613558053359,0.5054763709854765,0.58,0.8815000000000004,0.95
12033,protected_thirdfactor,1,0.6855827413474336,0.5,0.58,0.2619999999999997,0.95
12033,protected_thirdfactor,2,0.95,0.9202925100924333,0.58,0.1,0.95
12033,protected_thirdfactor,3,0.95,0.9359999999999999,0.58,0.1,0.95
12033,protected_thirdfactor,4,0.95,0.9217,0.58,0.11800000000000002,0.95
12033,protected_thirdfactor,5,0.95,0.9388000000000001,0.58,0.11400000000000003,0.95
12033,protected_thirdfactor,6,0.95,0.9359999999999999,0.58,0.1,0.95
12033,protected_plus_error_attribution,1,0.6589479643715512,0.5280034276107269,0.570760300449388,0.20749999999999974,0.95
12033,protected_plus_error_attribution,2,0.95,0.667595308145577,0.5070264529019045,0.1,0.95
12033,protected_plus_error_attribution,3,0.95,0.9378,0.5422849524509167,0.1039,0.95
12033,protected_plus_error_attribution,4,0.95,0.9312,0.5386390098872298,0.1039,0.95
12033,protected_plus_error_attribution,5,0.95,0.9334,0.5298495221958237,0.1,0.95
12033,protected_plus_error_attribution,6,0.95,0.9378,0.5434899731535465,0.1,0.95
12034,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12034,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12034,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12034,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12034,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12034,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12034,punitive_v254_style,1,0.3467615799210177,0.5,0.58,0.8955000000000002,0.8310000000000004
12034,punitive_v254_style,2,0.47246075574807955,0.5028166631346156,0.58,0.8965000000000001,0.95
12034,punitive_v254_style,3,0.5875108134031946,0.5,0.58,0.8920000000000016,0.95
12034,punitive_v254_style,4,0.7660609672930052,0.5,0.58,0.8965000000000001,0.95
12034,punitive_v254_style,5,0.905306622301927,0.5053954512613208,0.58,0.8930000000000001,0.95
12034,punitive_v254_style,6,0.9408979730423827,0.5,0.58,0.8670000000000017,0.95
12034,protected_thirdfactor,1,0.6646691318020738,0.5375260274370719,0.58,0.21199999999999963,0.95
12034,protected_thirdfactor,2,0.95,0.9184538236938588,0.58,0.10600000000000001,0.95
12034,protected_thirdfactor,3,0.95,0.94,0.58,0.10600000000000001,0.95
12034,protected_thirdfactor,4,0.95,0.9359999999999999,0.58,0.10600000000000001,0.95
12034,protected_thirdfactor,5,0.95,0.9388000000000001,0.58,0.10600000000000001,0.95
12034,protected_thirdfactor,6,0.95,0.9359999999999999,0.58,0.1,0.95
12034,protected_plus_error_attribution,1,0.6733464836098103,0.5373150946404672,0.5424900882892145,0.18629999999999974,0.95
12034,protected_plus_error_attribution,2,0.95,0.7251160344930707,0.5141284527201871,0.1,0.95
12034,protected_plus_error_attribution,3,0.95,0.94,0.5517251200258323,0.1,0.95
12034,protected_plus_error_attribution,4,0.95,0.9356,0.5796845515587006,0.1039,0.95
12034,protected_plus_error_attribution,5,0.95,0.9378,0.6367838048113055,0.1,0.95
12034,protected_plus_error_attribution,6,0.95,0.94,0.6527275969563464,0.1039,0.95
12035,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12035,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12035,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12035,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12035,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12035,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12035,punitive_v254_style,1,0.1,0.5,0.58,0.9,0.1
12035,punitive_v254_style,2,0.1,0.5,0.58,0.9,0.1
12035,punitive_v254_style,3,0.1,0.5,0.58,0.9,0.1
12035,punitive_v254_style,4,0.1,0.5,0.58,0.8720000000000011,0.1
12035,punitive_v254_style,5,0.1,0.5,0.58,0.8990000000000001,0.1
12035,punitive_v254_style,6,0.1,0.5,0.58,0.8965000000000001,0.1
12035,protected_thirdfactor,1,0.616986251298844,0.50338570239933,0.58,0.3059999999999997,0.95
12035,protected_thirdfactor,2,0.95,0.6680849564248564,0.58,0.1,0.95
12035,protected_thirdfactor,3,0.95,0.9194,0.58,0.10200000000000002,0.95
12035,protected_thirdfactor,4,0.95,0.9319999999999999,0.58,0.10600000000000001,0.95
12035,protected_thirdfactor,5,0.95,0.9359999999999999,0.58,0.10600000000000001,0.95
12035,protected_thirdfactor,6,0.95,0.9217,0.58,0.11200000000000002,0.95
12035,protected_plus_error_attribution,1,0.8357840260170696,0.623787235572371,0.6158995549747448,0.1,0.95
12035,protected_plus_error_attribution,2,0.95,0.94,0.5799914556034174,0.1,0.95
12035,protected_plus_error_attribution,3,0.95,0.9386000000000003,0.5880973191103634,0.1,0.95
12035,protected_plus_error_attribution,4,0.95,0.94,0.5932455983970158,0.1,0.95
12035,protected_plus_error_attribution,5,0.95,0.9378,0.6457272951095245,0.1,0.95
12035,protected_plus_error_attribution,6,0.95,0.9325000000000001,0.6452090164413578,0.1,0.95
12036,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12036,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12036,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12036,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12036,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12036,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12036,punitive_v254_style,1,0.1,0.5,0.58,0.8895000000000002,0.1
12036,punitive_v254_style,2,0.1,0.5,0.58,0.9,0.1
12036,punitive_v254_style,3,0.1,0.5,0.58,0.8965000000000001,0.1
12036,punitive_v254_style,4,0.1,0.5,0.58,0.9,0.1
12036,punitive_v254_style,5,0.1,0.5,0.58,0.8965000000000001,0.1
12036,punitive_v254_style,6,0.1,0.5,0.58,0.8920000000000002,0.1
12036,protected_thirdfactor,1,0.7247604608636761,0.5719330719824175,0.58,0.1,0.95
12036,protected_thirdfactor,2,0.95,0.94,0.58,0.1,0.95
12036,protected_thirdfactor,3,0.95,0.9319999999999999,0.58,0.1,0.95
12036,protected_thirdfactor,4,0.95,0.9394,0.58,0.1,0.95
12036,protected_thirdfactor,5,0.95,0.9359999999999999,0.58,0.1,0.95
12036,protected_thirdfactor,6,0.95,0.94,0.58,0.1,0.95
12036,protected_plus_error_attribution,1,0.6814438664795385,0.5327349847860566,0.5096017084451222,0.1,0.95
12036,protected_plus_error_attribution,2,0.95,0.94,0.5571330644017908,0.1,0.95
12036,protected_plus_error_attribution,3,0.95,0.94,0.5683169055117142,0.1,0.95
12036,protected_plus_error_attribution,4,0.95,0.9378,0.5948334703119033,0.1039,0.95
12036,protected_plus_error_attribution,5,0.95,0.94,0.6343354664531974,0.1,0.95
12036,protected_plus_error_attribution,6,0.95,0.94,0.6633684753805824,0.1039,0.95
12037,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12037,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12037,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12037,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12037,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12037,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12037,punitive_v254_style,1,0.3732443798575381,0.5,0.58,0.8965000000000001,0.8520000000000004
12037,punitive_v254_style,2,0.44913536219187894,0.5,0.58,0.8925000000000005,0.947
12037,punitive_v254_style,3,0.5134061022258682,0.5030623263696059,0.58,0.8930000000000001,0.95
12037,punitive_v254_style,4,0.618543899400382,0.5,0.58,0.8935000000000004,0.95
12037,punitive_v254_style,5,0.6268182185887369,0.5,0.58,0.8920000000000002,0.95
12037,punitive_v254_style,6,0.6106489542730736,0.5,0.58,0.8930000000000001,0.95
12037,protected_thirdfactor,1,0.640904087498106,0.5,0.58,0.15599999999999958,0.95
12037,protected_thirdfactor,2,0.95,0.7981157299248816,0.58,0.1,0.95
12037,protected_thirdfactor,3,0.95,0.94,0.58,0.1,0.95
12037,protected_thirdfactor,4,0.95,0.94,0.58,0.1,0.95
12037,protected_thirdfactor,5,0.95,0.94,0.58,0.1,0.95
12037,protected_thirdfactor,6,0.95,0.9297,0.58,0.1,0.95
12037,protected_plus_error_attribution,1,0.7277192672153131,0.5253696914162191,0.5594407002110611,0.1,0.95
12037,protected_plus_error_attribution,2,0.95,0.7183829959423367,0.5154202491473692,0.1,0.95
12037,protected_plus_error_attribution,3,0.95,0.94,0.5115378727601047,0.1,0.95
12037,protected_plus_error_attribution,4,0.95,0.94,0.5912453519756792,0.1,0.95
12037,protected_plus_error_attribution,5,0.95,0.94,0.6035723580104125,0.1,0.95
12037,protected_plus_error_attribution,6,0.95,0.9356,0.5976759789017598,0.1,0.95
12038,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12038,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12038,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12038,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12038,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12038,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12038,punitive_v254_style,1,0.45111118903088965,0.5,0.58,0.8985000000000005,0.9060000000000005
12038,punitive_v254_style,2,0.5404035498620666,0.5,0.58,0.9,0.947
12038,punitive_v254_style,3,0.7541743273236418,0.5,0.58,0.8910000000000017,0.947
12038,punitive_v254_style,4,0.95,0.5,0.58,0.8955000000000002,0.95
12038,punitive_v254_style,5,0.8885535789584642,0.5105895005911145,0.58,0.8895000000000002,0.95
12038,punitive_v254_style,6,0.8564231351773928,0.5,0.58,0.9,0.944
12038,protected_thirdfactor,1,0.7445307944222957,0.5997354212046045,0.58,0.14599999999999957,0.95
12038,protected_thirdfactor,2,0.95,0.9232964348856565,0.58,0.1,0.95
12038,protected_thirdfactor,3,0.95,0.9359999999999999,0.58,0.1,0.95
12038,protected_thirdfactor,4,0.95,0.9337,0.58,0.10600000000000001,0.95
12038,protected_thirdfactor,5,0.95,0.94,0.58,0.1,0.95
12038,protected_thirdfactor,6,0.95,0.9279999999999999,0.58,0.1,0.95
12038,protected_plus_error_attribution,1,0.7238591318848245,0.5314963348442381,0.5117917877916881,0.1252999999999997,0.95
12038,protected_plus_error_attribution,2,0.95,0.7125509070475129,0.5189259685829806,0.1,0.95
12038,protected_plus_error_attribution,3,0.95,0.94,0.599651044412272,0.1,0.95
12038,protected_plus_error_attribution,4,0.95,0.94,0.6395443154593751,0.1,0.95
12038,protected_plus_error_attribution,5,0.95,0.9369000000000001,0.6614640351253394,0.1,0.95
12038,protected_plus_error_attribution,6,0.95,0.94,0.615737401367757,0.10560000000000001,0.95
12039,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12039,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12039,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12039,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12039,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12039,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12039,punitive_v254_style,1,0.1,0.5,0.58,0.888500000000001,0.1
12039,punitive_v254_style,2,0.1,0.5,0.58,0.9,0.1
12039,punitive_v254_style,3,0.1,0.5,0.58,0.9,0.1
12039,punitive_v254_style,4,0.1,0.5,0.58,0.8990000000000001,0.1
12039,punitive_v254_style,5,0.1,0.5,0.58,0.8965000000000001,0.1
12039,punitive_v254_style,6,0.1,0.5,0.58,0.9,0.1
12039,protected_thirdfactor,1,0.7553985245643253,0.5811847353201627,0.58,0.1599999999999996,0.95
12039,protected_thirdfactor,2,0.95,0.94,0.58,0.1,0.95
12039,protected_thirdfactor,3,0.95,0.94,0.58,0.1,0.95
12039,protected_thirdfactor,4,0.95,0.94,0.58,0.1,0.95
12039,protected_thirdfactor,5,0.95,0.94,0.58,0.10600000000000001,0.95
12039,protected_thirdfactor,6,0.95,0.94,0.58,0.1,0.95
12039,protected_plus_error_attribution,1,0.6283624222581058,0.503752039460128,0.502,0.22969999999999985,0.95
12039,protected_plus_error_attribution,2,0.95,0.7030802742182056,0.5188155704916307,0.1,0.95
12039,protected_plus_error_attribution,3,0.95,0.94,0.6023591450662787,0.1039,0.95
12039,protected_plus_error_attribution,4,0.95,0.9356,0.6214348582132853,0.1,0.95
12039,protected_plus_error_attribution,5,0.95,0.94,0.6216333153917287,0.1,0.95
12039,protected_plus_error_attribution,6,0.95,0.9312,0.6560153663372664,0.1039,0.95
12040,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12040,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12040,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12040,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12040,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12040,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12040,punitive_v254_style,1,0.1,0.5,0.58,0.8920000000000002,0.17099999999999987
12040,punitive_v254_style,2,0.1,0.5,0.58,0.8965000000000001,0.1
12040,punitive_v254_style,3,0.1,0.5,0.58,0.8965000000000001,0.1
12040,punitive_v254_style,4,0.1,0.5,0.58,0.8815000000000004,0.1
12040,punitive_v254_style,5,0.1,0.5,0.58,0.885000000000001,0.1
12040,punitive_v254_style,6,0.1,0.5006,0.58,0.8930000000000001,0.1
12040,protected_thirdfactor,1,0.6595315573362296,0.5119117402030166,0.58,0.3099999999999997,0.95
12040,protected_thirdfactor,2,0.95,0.8727726672212872,0.58,0.1,0.95
12040,protected_thirdfactor,3,0.95,0.9217,0.58,0.10600000000000001,0.95
12040,protected_thirdfactor,4,0.95,0.94,0.58,0.1,0.95
12040,protected_thirdfactor,5,0.95,0.9337,0.58,0.10200000000000002,0.95
12040,protected_thirdfactor,6,0.95,0.9354,0.58,0.1,0.95
12040,protected_plus_error_attribution,1,0.6456438758929053,0.5189898335587839,0.5026546846815857,0.1,0.95
12040,protected_plus_error_attribution,2,0.95,0.8163269064698795,0.502,0.1,0.95
12040,protected_plus_error_attribution,3,0.95,0.9356,0.5281377110987977,0.1,0.95
12040,protected_plus_error_attribution,4,0.95,0.94,0.5615215954345356,0.1,0.95
12040,protected_plus_error_attribution,5,0.95,0.9378,0.5975782958773295,0.1,0.95
12040,protected_plus_error_attribution,6,0.95,0.94,0.6734461676873165,0.1,0.95
12041,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12041,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12041,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12041,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12041,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12041,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12041,punitive_v254_style,1,0.39425151829581284,0.5,0.58,0.8895000000000002,0.8790000000000004
12041,punitive_v254_style,2,0.4387637325472544,0.5,0.58,0.8965000000000001,0.95
12041,punitive_v254_style,3,0.6219520339983658,0.5,0.58,0.8895000000000002,0.95
12041,punitive_v254_style,4,0.7980203997103184,0.5,0.58,0.8965000000000001,0.95
12041,punitive_v254_style,5,0.8838321667848049,0.5,0.58,0.8930000000000001,0.95
12041,punitive_v254_style,6,0.9294325518936981,0.5055219989354771,0.58,0.8875000000000004,0.95
12041,protected_thirdfactor,1,0.7070971207114815,0.5829507932181054,0.58,0.1,0.95
12041,protected_thirdfactor,2,0.95,0.9256000000000002,0.58,0.1,0.95
12041,protected_thirdfactor,3,0.95,0.9331,0.58,0.10600000000000001,0.95
12041,protected_thirdfactor,4,0.95,0.9359999999999999,0.58,0.1,0.95
12041,protected_thirdfactor,5,0.95,0.9319999999999999,0.58,0.1,0.95
12041,protected_thirdfactor,6,0.95,0.9273000000000002,0.58,0.10600000000000001,0.95
12041,protected_plus_error_attribution,1,0.7226257189214947,0.5395260349280196,0.5707128330843368,0.1,0.95
12041,protected_plus_error_attribution,2,0.95,0.8888401704180987,0.5998839655376571,0.1,0.95
12041,protected_plus_error_attribution,3,0.95,0.94,0.6254975011835539,0.1,0.95
12041,protected_plus_error_attribution,4,0.95,0.9378,0.6726166319314016,0.1,0.95
12041,protected_plus_error_attribution,5,0.95,0.94,0.6701218531572581,0.1039,0.95
12041,protected_plus_error_attribution,6,0.95,0.9224000000000001,0.6527361056502592,0.1,0.95
12042,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12042,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12042,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12042,static_no_update,4,0.24,0.55,0.58,0.66,0.3
12042,static_no_update,5,0.24,0.55,0.58,0.66,0.3
12042,static_no_update,6,0.24,0.55,0.58,0.66,0.3
12042,punitive_v254_style,1,0.5394960616292506,0.5,0.58,0.8945000000000003,0.95
12042,punitive_v254_style,2,0.6910244148762363,0.5,0.58,0.8880000000000007,0.95
12042,punitive_v254_style,3,0.8695416449108054,0.5,0.58,0.8965000000000001,0.95
12042,punitive_v254_style,4,0.8245709434969064,0.5,0.58,0.9,0.944
12042,punitive_v254_style,5,0.941,0.5,0.58,0.8775000000000008,0.95
12042,punitive_v254_style,6,0.939,0.5,0.58,0.8820000000000007,0.947
12042,protected_thirdfactor,1,0.6447741130963857,0.5,0.58,0.34399999999999975,0.95
12042,protected_thirdfactor,2,0.95,0.7792694927612321,0.58,0.1,0.95
12042,protected_thirdfactor,3,0.95,0.9337,0.58,0.1,0.95
12042,protected_thirdfactor,4,0.95,0.9394,0.58,0.10200000000000002,0.95
12042,protected_thirdfactor,5,0.95,0.94,0.58,0.1,0.95
12042,protected_thirdfactor,6,0.95,0.9319999999999999,0.58,0.10600000000000001,0.95
12042,protected_plus_error_attribution,1,0.6981737600237078,0.5161965336210479,0.5170805550180246,0.17529999999999976,0.95
12042,protected_plus_error_attribution,2,0.95,0.9063850236275222,0.582620122297578,0.1,0.95
12042,protected_plus_error_attribution,3,0.95,0.9356,0.6399666081912317,0.1039,0.95
12042,protected_plus_error_attribution,4,0.95,0.9356,0.6693017075825031,0.1,0.95
12042,protected_plus_error_attribution,5,0.95,0.9378,0.6612222204294024,0.1,0.95
12042,protected_plus_error_attribution,6,0.95,0.94,0.6465297719756313,0.1,0.95
12043,static_no_update,1,0.24,0.55,0.58,0.66,0.3
12043,static_no_update,2,0.24,0.55,0.58,0.66,0.3
12043,static_no_update,3,0.24,0.55,0.58,0.66,0.3
12043,static_no_update,4,0.24,0.55,0.58,0.66,0.3
