seed,model,critical_recall,critical_precision,f1_like,false_alarm_rate,miss_rate,review_trigger_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value,final_threshold
14669,adaptive_detector,0.0670147954743255,0.6470588235294118,0.12145110410094637,0.0067741935483870966,0.9329852045256745,0.019193548387096773,0.26718885987815494,0.5026725204492646,0.7442474193548412,0.76
14670,fixed_threshold,0.6990376202974629,0.43661202185792347,0.5375042045072318,0.16629032258064516,0.3009623797025372,0.29516129032258065,0.13910761154855644,0.6756961859209694,0.8805451612902977,0.58
14670,calibrated_score,0.3609885260370697,0.5801418439716312,0.44504896626768226,0.04774193548387097,0.6390114739629302,0.11370967741935484,0.17475728155339806,0.6030606427705028,0.8421499999999913,0.6
14670,structural_score,0.4467140319715808,0.40761750405186387,0.42627118644067796,0.11790322580645161,0.5532859680284192,0.19903225806451613,0.1447602131438721,0.5795000185355418,0.8717619354838553,0.17
14670,adaptive_detector,0.0679177837354781,0.7169811320754716,0.12408163265306124,0.004838709677419355,0.9320822162645219,0.017096774193548388,0.26541554959785524,0.5232260191230215,0.7525993548387127,0.76
14671,fixed_threshold,0.7122430741733691,0.4455002794857462,0.548143053645117,0.16,0.2877569258266309,0.2885483870967742,0.13494191242180517,0.6850017404544004,0.8874441935483627,0.58
14671,calibrated_score,0.361376673040153,0.5806451612903226,0.44549204478491455,0.044032258064516126,0.638623326959847,0.105,0.1806883365200765,0.6030678406217233,0.849271935483863,0.6
14671,structural_score,0.4375,0.40031771247021447,0.41808378266279556,0.1217741935483871,0.5625,0.20306451612903226,0.1501736111111111,0.5723918268751726,0.8627054838709527,0.17
14671,adaptive_detector,0.09325946445060018,0.6778523489932886,0.16396103896103895,0.007741935483870968,0.9067405355493998,0.02403225806451613,0.2917820867959372,0.5171585719349022,0.7370829032258085,0.76
14672,fixed_threshold,0.7338129496402878,0.4420368364030336,0.5517241379310345,0.16612903225806452,0.26618705035971224,0.29774193548387096,0.11870503597122302,0.6937232034943115,0.9027993548386842,0.58
