model,critical_recall,critical_precision,f1_like,false_alarm_rate,miss_rate,review_trigger_rate,irreversible_core_violation_rate,net_vigilance_value,long_term_trajectory_value,final_threshold
adaptive_detector,0.07786717625491421,0.6526433872492304,0.13899647342767427,0.0074336917562724016,0.9221328237450858,0.02142652329749104,0.2769617828266262,0.5066777256382627,0.7429835412186403,0.76
calibrated_score,0.33929846531170865,0.5593358930579324,0.42225150067958406,0.04816756272401434,0.6607015346882914,0.10929928315412188,0.1726963273878717,0.5892458932022884,0.8458484838709601,0.6
fixed_threshold,0.7097970705713286,0.4274639175707335,0.5334857664861633,0.17105645161290323,0.29020292942867143,0.29875716845878136,0.13279001189406442,0.6773762205435373,0.8887371129032016,0.58
structural_score,0.44590671205847265,0.4017667285395714,0.42257884695644177,0.1195241935483871,0.5540932879415273,0.19980017921146953,0.14951495454390193,0.5765024870075657,0.8677459874551829,0.17
