seed,policy,long_term_trajectory_value,decision_accuracy,high_stakes_accuracy,severe_error_rate,deep_path_activation_rate,mean_ethics_salience
10321,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10322,single_best_modality,0.09311111111111048,0.5744444444444444,0.5767878077373975,0.4232121922626026,0.0,0.0
10322,simple_majority_vote,0.24633333333333407,0.6516666666666666,0.6436107854630715,0.3563892145369285,0.0,0.0
10322,flat_weighted_integrator,0.24633333333333407,0.6516666666666666,0.6436107854630715,0.3563892145369285,0.0,0.0
10322,ethical_sense_metaperception,0.19633333333333275,0.6516666666666666,0.6436107854630715,0.3563892145369285,0.625,0.55801111111111
10322,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10323,single_best_modality,0.15122222222222173,0.6005555555555555,0.608139534883721,0.3918604651162791,0.0,0.0
10323,simple_majority_vote,0.2653333333333346,0.6533333333333333,0.6616279069767442,0.3383720930232558,0.0,0.0
10323,flat_weighted_integrator,0.2653333333333346,0.6533333333333333,0.6616279069767442,0.3383720930232558,0.0,0.0
10323,ethical_sense_metaperception,0.2169333333333357,0.6533333333333333,0.6616279069767442,0.3383720930232558,0.605,0.5435944444444427
10323,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10324,single_best_modality,0.05588888888888835,0.5572222222222222,0.5678160919540229,0.432183908045977,0.0,0.0
10324,simple_majority_vote,0.23066666666666782,0.6333333333333333,0.6528735632183909,0.3471264367816092,0.0,0.0
10324,flat_weighted_integrator,0.23066666666666782,0.6333333333333333,0.6528735632183909,0.3471264367816092,0.0,0.0
10324,ethical_sense_metaperception,0.18097777777777754,0.6333333333333333,0.6528735632183909,0.3471264367816092,0.6211111111111111,0.5512444444444431
10324,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10325,single_best_modality,0.07311111111111067,0.5677777777777778,0.5630153121319199,0.4369846878680801,0.0,0.0
10325,simple_majority_vote,0.20288888888888923,0.6322222222222222,0.6207302709069493,0.3792697290930506,0.0,0.0
10325,flat_weighted_integrator,0.20288888888888923,0.6322222222222222,0.6207302709069493,0.3792697290930506,0.0,0.0
10325,ethical_sense_metaperception,0.15226666666666247,0.6322222222222222,0.6207302709069493,0.3792697290930506,0.6327777777777778,0.5573111111111104
10325,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10326,single_best_modality,0.006777777777777866,0.5627777777777778,0.5437636761487965,0.4562363238512035,0.0,0.0
10326,simple_majority_vote,0.17722222222222267,0.6238888888888889,0.6334792122538293,0.3665207877461707,0.0,0.0
10326,flat_weighted_integrator,0.17722222222222267,0.6238888888888889,0.6334792122538293,0.3665207877461707,0.0,0.0
10326,ethical_sense_metaperception,0.12531111111110815,0.6238888888888889,0.6334792122538293,0.3665207877461707,0.6488888888888888,0.5667166666666646
10326,oracle_latent_audit_only,1.0,1.0,1.0,0.0,0.0,0.0
10327,single_best_modality,0.04755555555555508,0.5622222222222222,0.5563218390804597,0.4436781609195402,0.0,0.0
