seed,policy,long_term_trajectory_value,high_risk_accuracy,irreversible_violation_rate,deep_path_activation_rate,low_risk_opportunity_cost
9315,full_tdc_gen25_gated,0.2680333333333359,0.7245337159253945,0.27546628407460544,0.224,0.0
9315,ablate_gate_always_deep,0.43920666666667085,0.8780487804878049,0.12195121951219512,1.0,0.07999999999999874
9315,ablate_context_selection,0.24203333333333474,0.7058823529411765,0.29411764705882354,0.318,0.0
9315,ablate_channel_separation,0.1700333333333312,0.6542324246771879,0.34576757532281205,0.22666666666666666,0.0
9316,simple_decay_memory,0.20133333333333386,0.6771428571428572,0.32285714285714284,0.0,0.0
9316,full_tdc_gen25_gated,0.2233333333333347,0.6928571428571428,0.30714285714285716,0.208,0.0
9316,ablate_gate_always_deep,0.42066666666667013,0.8642857142857143,0.1357142857142857,1.0,0.07999999999999874
9316,ablate_context_selection,0.16133333333333094,0.6485714285714286,0.3514285714285714,0.31,0.0
9316,ablate_channel_separation,0.11133333333333158,0.6128571428571429,0.3871428571428571,0.216,0.0
9317,simple_decay_memory,0.16086666666666444,0.6404833836858006,0.3595166163141994,0.0,0.0
9317,full_tdc_gen25_gated,0.2488666666666688,0.7069486404833837,0.2930513595166163,0.204,0.0
9317,ablate_gate_always_deep,0.3901733333333399,0.8474320241691843,0.15256797583081572,1.0,0.07999999999999872
9317,ablate_context_selection,0.18086666666666565,0.6555891238670695,0.34441087613293053,0.294,0.0
9317,ablate_channel_separation,0.10686666666666488,0.5996978851963746,0.4003021148036254,0.19466666666666665,0.0
9318,simple_decay_memory,0.2005666666666671,0.6748911465892597,0.3251088534107402,0.0,0.0
9318,full_tdc_gen25_gated,0.2825666666666707,0.7343976777939042,0.2656023222060958,0.22466666666666665,0.0
9318,ablate_gate_always_deep,0.4253133333333363,0.8693759071117562,0.13062409288824384,1.0,0.07999999999999874
9318,ablate_context_selection,0.19256666666666608,0.6690856313497823,0.3309143686502177,0.31466666666666665,0.0
9318,ablate_channel_separation,0.11256666666666475,0.6110304789550073,0.3889695210449927,0.20933333333333334,0.0
9319,simple_decay_memory,0.23253333333333534,0.6932515337423313,0.3067484662576687,0.0,0.0
9319,full_tdc_gen25_gated,0.3025333333333378,0.7469325153374233,0.25306748466257667,0.204,0.0
9319,ablate_gate_always_deep,0.4273066666666714,0.8773006134969326,0.12269938650306748,1.0,0.07999999999999871
9319,ablate_context_selection,0.24853333333333597,0.7055214723926381,0.294478527607362,0.298,0.0
9319,ablate_channel_separation,0.1865333333333329,0.6579754601226994,0.34202453987730064,0.206,0.0
9320,simple_decay_memory,0.21123333333333277,0.685472496473907,0.3145275035260931,0.0,0.0
9320,full_tdc_gen25_gated,0.2652333333333354,0.7235543018335684,0.2764456981664316,0.232,0.0
9320,ablate_gate_always_deep,0.42104666666667134,0.8631875881523272,0.1368124118476728,1.0,0.07999999999999874
9320,ablate_context_selection,0.2092333333333337,0.6840620592383639,0.3159379407616361,0.31733333333333336,0.0
9320,ablate_channel_separation,0.16323333333333132,0.6516220028208745,0.34837799717912554,0.23666666666666666,0.0
9321,simple_decay_memory,0.21266666666666662,0.6823529411764706,0.3176470588235294,0.0,0.0
9321,full_tdc_gen25_gated,0.27266666666667044,0.7264705882352941,0.2735294117647059,0.218,0.0
9321,ablate_gate_always_deep,0.45293333333333613,0.8911764705882353,0.10882352941176471,1.0,0.07999999999999872
9321,ablate_context_selection,0.2206666666666681,0.6882352941176471,0.31176470588235294,0.30266666666666664,0.0
9321,ablate_channel_separation,0.14066666666666489,0.6294117647058823,0.37058823529411766,0.20333333333333334,0.0
