model,final_holdout_recall,final_holdout_violation_rate,trap_capture_rate,trajectory_value,specialist_advice_rate,thirdfactor_review_rate,review_effective_change_rate,final_Q,composite
FULL_direct_A,0.9034135674046825,0.26914923992490525,0.0962372742647642,0.7144140799999986,0.0,0.0,0.0,0.94,0.8273721213872253
PTVM,0.9449919018219866,0.23514938930390794,0.13944098185749504,0.7345574533333321,0.0,0.0,0.0,0.94,0.8437335175157865
PTVM_advisory_A,0.929138491654599,0.24819637994665047,0.23448623509239208,0.7162855222222239,0.4411788888888889,0.4411788888888889,0.19387018045772011,0.94,0.790993365491239
PTVM_advisory_A_highconf,0.9447661581908644,0.23533458143462446,0.1782286585020527,0.7279567799999994,0.11114111111111112,0.11114111111111112,0.18044238999369702,0.94,0.8289847708426369
