discount,tdc_net_trajectory,best_simple_net_trajectory,best_simple_name,tdc_margin_vs_best_simple,tdc_info_cost_before_discount,best_simple_info_cost
0.25,0.6862128630366598,0.6715658793650768,simple_q090_a008,0.014646983671583014,0.04060523356763229,0.05631999999999951
0.5,0.6760615546447518,0.6715658793650768,simple_q090_a008,0.004495675279674982,0.04060523356763229,0.05631999999999951
0.75,0.6659102462528437,0.6715658793650768,simple_q090_a008,-0.0056556331122331605,0.04060523356763229,0.05631999999999951
1.0,0.6557589378609356,0.6715658793650768,simple_q090_a008,-0.015806941504141192,0.04060523356763229,0.05631999999999951
1.25,0.6456076294690275,0.6715658793650768,simple_q090_a008,-0.025958249896049335,0.04060523356763229,0.05631999999999951
