seed,model,phase,Q,TF,I,A,H,irreversible_recall,false_alarm_rate,violation_rate,trajectory
15651,interaction_development,6,0.9111173694917063,0.9259808056049071,0.95,0.9415637938986113,0.187539526531727,0.84375,0.035833333333333335,0.2708333333333333,0.8587191666666659
15651,feedback_development,1,0.7219912389774752,0.5974582483371988,0.6452985156126094,0.5585750722067193,0.5082385653966977,0.6804123711340206,0.15333333333333332,0.4742268041237113,0.7342641666666636
15651,feedback_development,2,0.8653566258737916,0.864370534260534,0.8746382392920236,0.7222791708215428,0.3512615559360451,0.86,0.085,0.23,0.8628799999999986
15651,feedback_development,3,0.8963704053389907,0.9453015618769077,0.946999814559032,0.8076120347336122,0.2801641877312141,0.8795180722891566,0.049166666666666664,0.26506024096385544,0.8761408333333324
15651,feedback_development,4,0.9073666888981172,0.95,0.95,0.8767547055125617,0.20972270804752974,0.8913043478260869,0.04,0.1956521739130435,0.8979708333333326
15651,feedback_development,5,0.9124599396377733,0.95,0.95,0.9219926434605733,0.16824879613873692,0.9139784946236559,0.04,0.1827956989247312,0.9025933333333334
15651,feedback_development,6,0.9143472139729164,0.95,0.95,0.95,0.15870731023019416,0.9215686274509803,0.04,0.2647058823529412,0.8530116666666655
15652,static_quality,1,0.58,0.24,0.34,0.4,0.62,0.6914893617021277,0.19333333333333333,0.40425531914893614,0.765456666666663
15652,static_quality,2,0.58,0.24,0.34,0.4,0.62,0.7102803738317757,0.1875,0.38317757009345793,0.7512499999999963
15652,static_quality,3,0.58,0.24,0.34,0.4,0.62,0.7391304347826086,0.17583333333333334,0.358695652173913,0.7943708333333284
15652,static_quality,4,0.58,0.24,0.34,0.4,0.62,0.7640449438202247,0.1875,0.3595505617977528,0.7967308333333285
15652,static_quality,5,0.58,0.24,0.34,0.4,0.62,0.7432432432432432,0.1825,0.33783783783783783,0.8329616666666616
15652,static_quality,6,0.58,0.24,0.34,0.4,0.62,0.7283950617283951,0.18583333333333332,0.35802469135802467,0.8122741666666616
15652,linear_development,1,0.7490874726591471,0.4798174140509839,0.5760188087486724,0.5893295374086714,0.4633803063116889,0.7373737373737373,0.11666666666666667,0.36363636363636365,0.7918374999999969
15652,linear_development,2,0.8026870681283225,0.630869679339004,0.7159114337367587,0.7085813257939512,0.3631046471714042,0.825,0.10166666666666667,0.2875,0.8597458333333314
15652,linear_development,3,0.8431413683433843,0.7488643766248624,0.8187801950243114,0.8017350341775232,0.2918427644611323,0.8314606741573034,0.06583333333333333,0.2808988764044944,0.8573674999999984
15652,linear_development,4,0.8695535044770188,0.8281100289589509,0.8835851684970822,0.8642973912833827,0.2469115937201888,0.8735632183908046,0.07,0.27586206896551724,0.8613808333333316
15652,linear_development,5,0.8914370221764499,0.8885525297086495,0.929797236937012,0.9120151550331449,0.1928694723792827,0.9333333333333333,0.04083333333333333,0.2,0.8973149999999994
15652,linear_development,6,0.906447869209118,0.9311377883554746,0.95,0.945635096070112,0.14631698719588995,0.9247311827956989,0.05,0.13978494623655913,0.9203933333333335
15652,interaction_development,1,0.6872001072649071,0.46714349524443954,0.5639366400664106,0.5793238120350839,0.4894952180601087,0.7115384615384616,0.14583333333333334,0.4326923076923077,0.74064833333333
15652,interaction_development,2,0.8184443522164222,0.656587315310551,0.738877234315791,0.7288847226135935,0.3504770146942096,0.8762886597938144,0.09166666666666666,0.24742268041237114,0.8566799999999978
15652,interaction_development,3,0.8691050438318811,0.7606687569010144,0.8286833211128917,0.8110542817639589,0.2786907314545638,0.8860759493670886,0.08,0.24050632911392406,0.8845783333333318
15652,interaction_development,4,0.8919020902297223,0.8291413687851972,0.8844000723176026,0.8651116069356823,0.23122713964918293,0.9041095890410958,0.04666666666666667,0.2328767123287671,0.9013191666666655
15652,interaction_development,5,0.9082706397658804,0.8969392705085022,0.935924141152286,0.9186362661909233,0.1751585888111796,0.9423076923076923,0.04833333333333333,0.19230769230769232,0.8855408333333323
15652,interaction_development,6,0.9131104142871501,0.9347683406162323,0.95,0.9485013215391312,0.16674717750020743,0.8431372549019608,0.04416666666666667,0.2549019607843137,0.8574341666666654
15652,feedback_development,1,0.7241225499850918,0.5977493511049073,0.6455034595267238,0.5585750722067193,0.49982392756287325,0.7272727272727273,0.15083333333333335,0.42045454545454547,0.7797066666666637
15652,feedback_development,2,0.8599237591875089,0.8542009043232298,0.8657010921451095,0.7137954516592794,0.35885498699213125,0.8673469387755102,0.0775,0.2653061224489796,0.850046666666665
15652,feedback_development,3,0.8976032295876104,0.9470085111529097,0.9485542911235695,0.8099137643500592,0.2711355979980214,0.8505747126436781,0.0425,0.21839080459770116,0.8923283333333328
15652,feedback_development,4,0.9068624859766956,0.95,0.95,0.8706759574789238,0.21162249105108577,0.9102564102564102,0.035833333333333335,0.1794871794871795,0.9189208333333327
15652,feedback_development,5,0.9128686030629579,0.95,0.95,0.9161507951887257,0.15558339349789177,1.0,0.03916666666666667,0.1111111111111111,0.9429333333333335
15652,feedback_development,6,0.9147401231157097,0.95,0.95,0.9422629246684083,0.14303265842937646,0.9240506329113924,0.050833333333333335,0.21518987341772153,0.9007949999999987
15653,static_quality,1,0.58,0.24,0.34,0.4,0.62,0.6712328767123288,0.1925,0.4246575342465753,0.8009174999999952
15653,static_quality,2,0.58,0.24,0.34,0.4,0.62,0.6746987951807228,0.17333333333333334,0.42168674698795183,0.7849374999999962
15653,static_quality,3,0.58,0.24,0.34,0.4,0.62,0.6588235294117647,0.165,0.4588235294117647,0.7671008333333298
15653,static_quality,4,0.58,0.24,0.34,0.4,0.62,0.7160493827160493,0.17916666666666667,0.3333333333333333,0.8240249999999952
15653,static_quality,5,0.58,0.24,0.34,0.4,0.62,0.6976744186046512,0.17583333333333334,0.3488372093023256,0.8092099999999959
15653,static_quality,6,0.58,0.24,0.34,0.4,0.62,0.7045454545454546,0.1725,0.3977272727272727,0.7851891666666627
15653,linear_development,1,0.7578000516639061,0.5012757336955068,0.5963626648884255,0.6062703160754,0.4391463178602271,0.8229166666666666,0.1225,0.2708333333333333,0.8404058333333307
15653,linear_development,2,0.8233438525330647,0.6824301017492445,0.761666567726203,0.7492869224336145,0.3043945201655883,0.9111111111111111,0.09666666666666666,0.16666666666666666,0.9005341666666649
15653,linear_development,3,0.8616046217371094,0.7940987389411096,0.856275482600457,0.8374463728482447,0.23444324451257917,0.8709677419354839,0.06583333333333333,0.22580645161290322,0.8770524999999988
15653,linear_development,4,0.887449063745685,0.8704579978388897,0.9163197453415982,0.8977299982938607,0.1849928486583004,0.9175257731958762,0.049166666666666664,0.20618556701030927,0.8859074999999988
15653,linear_development,5,0.9012939512561049,0.9160094777496661,0.9495374857739927,0.9336916929602631,0.16786769214006558,0.8958333333333334,0.0375,0.25,0.8682074999999996
15653,linear_development,6,0.9052004179811168,0.9445513719344633,0.95,0.95,0.17597596259049259,0.8118811881188119,0.04666666666666667,0.31683168316831684,0.8262308333333322
15653,interaction_development,1,0.6804748818604722,0.4508659803259362,0.548348606735042,0.5664731423625811,0.47828804020208854,0.7777777777777778,0.1675,0.3333333333333333,0.8261124999999963
15653,interaction_development,2,0.806323002994331,0.6330844612629699,0.7179000537006014,0.7103298378391875,0.35616540245558814,0.8351648351648352,0.10166666666666667,0.26373626373626374,0.8552083333333304
15653,interaction_development,3,0.872371954646125,0.7663612176589014,0.83343005565329,0.8155483297307119,0.26603765897932763,0.9183673469387755,0.0525,0.23469387755102042,0.8699483333333324
15653,interaction_development,4,0.8969843408179113,0.8476023653664214,0.8988436189292894,0.8796860779208596,0.21623189128741804,0.8817204301075269,0.049166666666666664,0.23655913978494625,0.8757441666666658
15653,interaction_development,5,0.9084789716363706,0.9023728364006665,0.9398497173487774,0.922925923474211,0.1840983872354356,0.8571428571428571,0.03916666666666667,0.24489795918367346,0.8680308333333322
15653,interaction_development,6,0.9124961710665922,0.9323698859204561,0.95,0.9466078046740447,0.1739210799874497,0.9166666666666666,0.04666666666666667,0.27380952380952384,0.8715791666666655
15653,feedback_development,1,0.7761682187107237,0.6807987589507535,0.7162194312563513,0.6015026943101264,0.4425799641455799,0.8105263157894737,0.14916666666666667,0.28421052631578947,0.8295183333333305
15653,feedback_development,2,0.8613637367098407,0.8566329854470796,0.86778769896817,0.7155126789493237,0.36108448553758415,0.8505747126436781,0.10083333333333333,0.3563218390804598,0.8198358333333314
15653,feedback_development,3,0.8969001256346207,0.9454919140199222,0.9471472016829503,0.8076120347336122,0.2746333732268943,0.891566265060241,0.0525,0.21686746987951808,0.8954041666666654
15653,feedback_development,4,0.9072032538028243,0.95,0.95,0.8737519120746139,0.20941966288192232,0.9069767441860465,0.034166666666666665,0.18604651162790697,0.9090874999999988
15653,feedback_development,5,0.9121317312837784,0.95,0.95,0.9156446631677321,0.16829053495372842,0.9506172839506173,0.04,0.1728395061728395,0.9177049999999997
15653,feedback_development,6,0.9146024654087637,0.95,0.95,0.9478777307093377,0.15194241318773102,0.9238095238095239,0.03666666666666667,0.23809523809523808,0.8634208333333322
15654,static_quality,1,0.58,0.24,0.34,0.4,0.62,0.7142857142857143,0.18583333333333332,0.4155844155844156,0.7971841666666625
15654,static_quality,2,0.58,0.24,0.34,0.4,0.62,0.6785714285714286,0.18,0.40476190476190477,0.7886333333333287
15654,static_quality,3,0.58,0.24,0.34,0.4,0.62,0.77,0.1725,0.31,0.805090833333329
15654,static_quality,4,0.58,0.24,0.34,0.4,0.62,0.7878787878787878,0.19166666666666668,0.31313131313131315,0.8008191666666618
15654,static_quality,5,0.58,0.24,0.34,0.4,0.62,0.7083333333333334,0.18583333333333332,0.3958333333333333,0.7671824999999959
15654,static_quality,6,0.58,0.24,0.34,0.4,0.62,0.6233766233766234,0.17083333333333334,0.4935064935064935,0.7706141666666627
15654,linear_development,1,0.746211360128859,0.4735185904673351,0.5700201600008442,0.5843567819478961,0.4735016264269417,0.7216494845360825,0.11333333333333333,0.3711340206185567,0.7922933333333306
15654,linear_development,2,0.7995732256449817,0.6241447968596938,0.7098610670503046,0.7032722080471273,0.37467592295729985,0.8354430379746836,0.08333333333333333,0.2911392405063291,0.8640099999999978
15654,linear_development,3,0.8375209352711955,0.7316768813298887,0.8042219830274997,0.7881659589446496,0.30005591595731845,0.8552631578947368,0.06916666666666667,0.2631578947368421,0.8819224999999988
15654,linear_development,4,0.8740533105432537,0.8321984083203567,0.8868107172603389,0.867525059200282,0.2145978938928469,0.925531914893617,0.06,0.1702127659574468,0.9029924999999985
15654,linear_development,5,0.8929290255025883,0.8898858872432152,0.9307766356845038,0.9130678057183284,0.1820253238594906,0.9010989010989011,0.04,0.23076923076923078,0.8827008333333329
15654,linear_development,6,0.9052899436762896,0.9298832442157637,0.95,0.9446446664861298,0.1550998756896113,0.9263157894736842,0.045,0.21052631578947367,0.8865766666666652
15654,interaction_development,1,0.673158928366254,0.4408617581285113,0.5387295763754438,0.5585750722067193,0.48763650780477935,0.7341772151898734,0.1725,0.35443037974683544,0.8199149999999956
15654,interaction_development,2,0.7991895948139647,0.6218760531787664,0.7078157774927539,0.7014810946148162,0.36451141797745373,0.8089887640449438,0.1275,0.2696629213483146,0.8492624999999964
15654,interaction_development,3,0.8650115210077749,0.7488643766248624,0.8187801950243114,0.8017350341775232,0.28200516200948406,0.9010989010989011,0.0725,0.25274725274725274,0.8658224999999987
15654,interaction_development,4,0.8921441542677522,0.8332052178704346,0.8876030422395165,0.8683199088450803,0.2379622251461927,0.8526315789473684,0.04416666666666667,0.28421052631578947,0.8517474999999985
15654,interaction_development,5,0.9073222964901559,0.8944282611956175,0.9340981749277608,0.9166538904175933,0.18416672040733473,0.9468085106382979,0.041666666666666664,0.19148936170212766,0.8971533333333326
15654,interaction_development,6,0.9123707326925781,0.9311377883554746,0.95,0.945635096070112,0.1741850662581001,0.865979381443299,0.04583333333333333,0.26804123711340205,0.8563949999999988
15654,feedback_development,1,0.7574078463623811,0.6486796377694721,0.6888295773546387,0.5843567819478961,0.4598691109927949,0.8160919540229885,0.165,0.2988505747126437,0.8313783333333298
15654,feedback_development,2,0.8664633915093258,0.8668428369905857,0.8767411416344667,0.7239454957966136,0.34854670141110616,0.8163265306122449,0.075,0.30612244897959184,0.8303966666666649
15654,feedback_development,3,0.8991022792657108,0.95,0.95,0.8155483297307119,0.2647439401971327,0.8953488372093024,0.041666666666666664,0.22093023255813954,0.8924499999999993
15654,feedback_development,4,0.9081108211615645,0.95,0.95,0.8846492094585106,0.20385735539165128,0.9090909090909091,0.041666666666666664,0.21212121212121213,0.8824683333333319
15654,feedback_development,5,0.9140716715698054,0.95,0.95,0.9324836763133354,0.14818499341517613,0.9230769230769231,0.043333333333333335,0.14423076923076922,0.9117433333333319
15654,feedback_development,6,0.9153224012758511,0.95,0.95,0.95,0.1397314518649712,0.87,0.035,0.23,0.8737716666666652
15655,static_quality,1,0.58,0.24,0.34,0.4,0.62,0.6710526315789473,0.1825,0.42105263157894735,0.7982449999999952
15655,static_quality,2,0.58,0.24,0.34,0.4,0.62,0.7755102040816326,0.18583333333333332,0.3469387755102041,0.787309999999996
15655,static_quality,3,0.58,0.24,0.34,0.4,0.62,0.6235294117647059,0.17666666666666667,0.4470588235294118,0.769295833333329
15655,static_quality,4,0.58,0.24,0.34,0.4,0.62,0.7111111111111111,0.19416666666666665,0.35555555555555557,0.7951199999999955
15655,static_quality,5,0.58,0.24,0.34,0.4,0.62,0.7692307692307693,0.18666666666666668,0.32051282051282054,0.8318574999999951
15655,static_quality,6,0.58,0.24,0.34,0.4,0.62,0.675,0.18666666666666668,0.4125,0.7923533333333289
15655,linear_development,1,0.7653083912648446,0.5189626409955399,0.613021513977581,0.6202336639438474,0.41594742591844835,0.8775510204081632,0.11083333333333334,0.22448979591836735,0.8628924999999975
15655,linear_development,2,0.8191365353253977,0.6746927125813819,0.7548747930183305,0.7431784573010916,0.32382657884939686,0.8351648351648352,0.09916666666666667,0.2857142857142857,0.8453108333333306
15655,linear_development,3,0.8557816889221217,0.7773431763191099,0.8425326102093692,0.8242182970940345,0.24617323674516298,0.8961038961038961,0.075,0.18181818181818182,0.9109716666666656
15655,linear_development,4,0.8819292656486463,0.8565032482436222,0.905705628802509,0.8867130907186497,0.20197658063481597,0.84375,0.05,0.23958333333333334,0.8707191666666657
15655,linear_development,5,0.8962004639812242,0.900594247199925,0.9385686687267905,0.9215217741052045,0.177823128305975,0.925,0.06916666666666667,0.2375,0.8869058333333321
15655,linear_development,6,0.9075714152047496,0.9385782380694072,0.95,0.95,0.14742190278607636,0.9393939393939394,0.043333333333333335,0.1919191919191919,0.8922499999999991
15655,interaction_development,1,0.6768057565908998,0.4475512880542618,0.54516476005543,0.563856280042838,0.48763239135786474,0.7093023255813954,0.15416666666666667,0.38372093023255816,0.7988424999999966
15655,interaction_development,2,0.7915900138016931,0.6126633030208977,0.699489419778137,0.6942078708059725,0.37927021968629876,0.7906976744186046,0.09916666666666667,0.313953488372093,0.8404791666666644
15655,interaction_development,3,0.8689518717082463,0.753357749443585,0.8225592337758626,0.8052824337712515,0.26223999547988086,0.8977272727272727,0.075,0.14772727272727273,0.9153341666666658
15655,interaction_development,4,0.8967332183962338,0.8429469755022578,0.8952275640512759,0.8760107701333619,0.2084233725165823,0.8958333333333334,0.04583333333333333,0.21875,0.8817024999999987
15655,interaction_development,5,0.9079080770734111,0.895691321478673,0.9350175712893436,0.9176510432726371,0.17800412235558816,0.9204545454545454,0.041666666666666664,0.22727272727272727,0.8875574999999998
15655,interaction_development,6,0.9137175912373905,0.9339784588984938,0.95,0.9478777307093377,0.15432296429709053,0.9381443298969072,0.03833333333333333,0.21649484536082475,0.882888333333332
15655,feedback_development,1,0.7308341758740742,0.6084050210939024,0.6545633767704654,0.563856280042838,0.49257612201616796,0.7386363636363636,0.1475,0.3977272727272727,0.7906316666666636
15655,feedback_development,2,0.8604584564027338,0.8479655267428746,0.8602038452397546,0.7085813257939512,0.348544930785986,0.8875,0.07083333333333333,0.1625,0.9160891666666647
15655,feedback_development,3,0.8960911842727803,0.9404159325462998,0.9424896052909545,0.8005382637600837,0.26960768895006854,0.9135802469135802,0.05,0.2222222222222222,0.8956016666666657
15655,feedback_development,4,0.9074055451347023,0.95,0.95,0.8760107701333619,0.2084769694225923,0.8613861386138614,0.0425,0.21782178217821782,0.8771924999999992
15655,feedback_development,5,0.9117382250449912,0.95,0.95,0.9176510432726371,0.1769353626978632,0.896551724137931,0.0375,0.21839080459770116,0.8932033333333332
15655,feedback_development,6,0.9157480233855143,0.95,0.95,0.95,0.13112482539097875,0.9607843137254902,0.0325,0.12745098039215685,0.9242141666666674
15656,static_quality,1,0.58,0.24,0.34,0.4,0.62,0.7142857142857143,0.18833333333333332,0.4095238095238095,0.7416241666666626
15656,static_quality,2,0.58,0.24,0.34,0.4,0.62,0.6222222222222222,0.16333333333333333,0.5,0.7372108333333295
15656,static_quality,3,0.58,0.24,0.34,0.4,0.62,0.726027397260274,0.16916666666666666,0.3424657534246575,0.8360841666666624
15656,static_quality,4,0.58,0.24,0.34,0.4,0.62,0.6952380952380952,0.16166666666666665,0.3619047619047619,0.7723074999999958
15656,static_quality,5,0.58,0.24,0.34,0.4,0.62,0.7471264367816092,0.17833333333333334,0.367816091954023,0.7989199999999954
15656,static_quality,6,0.58,0.24,0.34,0.4,0.62,0.6896551724137931,0.17416666666666666,0.40229885057471265,0.7844791666666628
15656,linear_development,1,0.7586357626651741,0.5042680792933337,0.5991881262342065,0.6086326941789476,0.4393673505143535,0.801980198019802,0.11333333333333333,0.297029702970297,0.8223541666666639
15656,linear_development,2,0.8244447023108608,0.689983458178062,0.7682701602220113,0.7552500985616284,0.3140303616201708,0.883495145631068,0.0725,0.24271844660194175,0.8558766666666645
15656,linear_development,3,0.8570588324405789,0.7852395448462418,0.8490315766200464,0.8304522722470333,0.25463927523161767,0.8271604938271605,0.06666666666666667,0.24691358024691357,0.8819774999999985
15656,linear_development,4,0.8764761013946354,0.8494256506671776,0.9002548516016069,0.8811255136846144,0.2357955264806803,0.8409090909090909,0.04,0.32954545454545453,0.8432941666666653
15656,linear_development,5,0.8906385644527123,0.8950616916284437,0.9345594877032665,0.9171539670750877,0.21688405638096636,0.8837209302325582,0.06166666666666667,0.3023255813953488,0.8530966666666648
15656,linear_development,6,0.9038206387742546,0.9327756666049334,0.95,0.9469281578460005,0.1742691694580328,0.9148936170212766,0.051666666666666666,0.2127659574468085,0.8850441666666652
15656,interaction_development,1,0.7071969583552198,0.48912463323822225,0.5848602339553849,0.5966773420301754,0.45312072104092166,0.7216494845360825,0.14166666666666666,0.31958762886597936,0.8115183333333301
15656,interaction_development,2,0.8345376114788969,0.6766445563058936,0.7565906694672022,0.744719386557285,0.30836396513467845,0.9021739130434783,0.08916666666666667,0.17391304347826086,0.8973816666666653
15656,interaction_development,3,0.8868776428184362,0.801400883158582,0.8622072555993767,0.8432112235462492,0.2181090307831478,0.8969072164948454,0.04583333333333333,0.16494845360824742,0.9067749999999996
15656,interaction_development,4,0.9029192764407881,0.8648842692726774,0.9121021497070472,0.8933296862679037,0.18014764466156793,0.875,0.0375,0.2,0.9084974999999993
15656,interaction_development,5,0.9122569741436706,0.9160094777496661,0.9495374857739927,0.9336916929602631,0.15144453907572747,0.898989898989899,0.0375,0.20202020202020202,0.8883008333333325
15656,interaction_development,6,0.9143777768026319,0.9435411988695359,0.95,0.95,0.15236480321154247,0.9,0.03916666666666667,0.26666666666666666,0.8681074999999987
15656,feedback_development,1,0.7530545474651964,0.6481208453460263,0.6884342419511418,0.5843567819478961,0.4774216035232388,0.7047619047619048,0.13583333333333333,0.41904761904761906,0.7476883333333305
15656,feedback_development,2,0.8715986855861008,0.8777343700635194,0.8863877540415633,0.7337355757174909,0.33802052411224853,0.8367346938775511,0.09583333333333334,0.24489795918367346,0.8561533333333309
15656,feedback_development,3,0.8977877450123137,0.95,0.95,0.8199354873835905,0.28136485055453075,0.8645833333333334,0.06166666666666667,0.3229166666666667,0.8279958333333316
15656,feedback_development,4,0.9070377168273092,0.95,0.95,0.8839529270206343,0.22094226108900167,0.8842105263157894,0.03666666666666667,0.23157894736842105,0.878552499999999
15656,feedback_development,5,0.9118491814162553,0.95,0.95,0.9274274849956473,0.18372024600341752,0.900990099009901,0.04666666666666667,0.22772277227722773,0.8712599999999986
15656,feedback_development,6,0.9143772291111454,0.95,0.95,0.95,0.1581380487511033,0.8846153846153846,0.03333333333333333,0.20512820512820512,0.9095633333333331
15657,static_quality,1,0.58,0.24,0.34,0.4,0.62,0.6796116504854369,0.18416666666666667,0.46601941747572817,0.7172316666666622
15657,static_quality,2,0.58,0.24,0.34,0.4,0.62,0.7303370786516854,0.1675,0.34831460674157305,0.8062658333333291
15657,static_quality,3,0.58,0.24,0.34,0.4,0.62,0.7349397590361446,0.17583333333333334,0.3373493975903614,0.8195891666666619
15657,static_quality,4,0.58,0.24,0.34,0.4,0.62,0.6777777777777778,0.16583333333333333,0.37777777777777777,0.7912941666666626
15657,static_quality,5,0.58,0.24,0.34,0.4,0.62,0.7222222222222222,0.19833333333333333,0.3611111111111111,0.8244566666666615
15657,static_quality,6,0.58,0.24,0.34,0.4,0.62,0.7168141592920354,0.175,0.37168141592920356,0.7493399999999955
15657,linear_development,1,0.7393287726432551,0.4541607844439806,0.5515101664878967,0.5690743035084056,0.48589980069499517,0.7282608695652174,0.13583333333333333,0.40217391304347827,0.782914166666663
15657,linear_development,2,0.807382661642887,0.6418114969757943,0.7257163011765768,0.7172196028756277,0.3477696710957415,0.9,0.085,0.2222222222222222,0.8779399999999977
15657,linear_development,3,0.8492944321062526,0.7606687569010144,0.8286833211128917,0.8110542817639589,0.2642689111468886,0.8837209302325582,0.07166666666666667,0.22093023255813954,0.8858424999999986
15657,linear_development,4,0.8807638511266825,0.8503290967631745,0.9009530676403956,0.8818387606025068,0.19727472379957653,0.9578947368421052,0.056666666666666664,0.17894736842105263,0.8994874999999989
15657,linear_development,5,0.8983417815633431,0.9052667157725591,0.9419257091974474,0.9252105650835999,0.16914792754557642,0.89,0.05583333333333333,0.24,0.8642974999999984
15657,linear_development,6,0.9079583668037896,0.9359354795559651,0.95,0.9494227470178676,0.14051663796631225,0.8846153846153846,0.03333333333333333,0.16666666666666666,0.9243916666666666
15657,interaction_development,1,0.6908348555823287,0.46714349524443954,0.5639366400664106,0.5793238120350839,0.4718846306173518,0.7849462365591398,0.15666666666666668,0.3655913978494624,0.7932149999999969
15657,interaction_development,2,0.8228560926073379,0.6606959046701756,0.7425201580198514,0.7321283457922444,0.329181795653304,0.8736842105263158,0.11166666666666666,0.21052631578947367,0.8724549999999973
15657,interaction_development,3,0.8809829837016707,0.7890820852981112,0.8521797729349577,0.8334858568142985,0.24560651756454063,0.9215686274509803,0.0525,0.22549019607843138,0.870048333333332
15657,interaction_development,4,0.9044329715433113,0.8727757913226287,0.9180647583943172,0.8995598352547073,0.1743962218995585,0.9484536082474226,0.04416666666666667,0.13402061855670103,0.9218749999999994
15657,interaction_development,5,0.9134324345068061,0.9184991377050886,0.95,0.935657213977702,0.1342887180752881,0.9529411764705882,0.04,0.12941176470588237,0.9327566666666672
15657,interaction_development,6,0.9159083792981942,0.9487240397399989,0.95,0.95,0.12665547971758118,0.9072164948453608,0.03666666666666667,0.20618556701030927,0.8882791666666664
15657,feedback_development,1,0.7757991151179292,0.6807403188819556,0.716177921826499,0.6015026943101264,0.4441166484615058,0.7835051546391752,0.14916666666666667,0.29896907216494845,0.81961083333333
15657,feedback_development,2,0.8748243726264404,0.8818021682528077,0.8899076371762629,0.7369211632896069,0.3202291561230045,0.8735632183908046,0.07166666666666667,0.20689655172413793,0.8911341666666655
15657,feedback_development,3,0.9007637062343314,0.95,0.95,0.823157240537258,0.24963957813256524,0.8604651162790697,0.050833333333333335,0.23255813953488372,0.8852733333333321
15657,feedback_development,4,0.9094771650930568,0.95,0.95,0.8880684553012917,0.18759037733968573,0.9230769230769231,0.04,0.16483516483516483,0.9128408333333324
15657,feedback_development,5,0.9132331364636948,0.95,0.95,0.9252105650835999,0.1572215064183201,0.9036144578313253,0.051666666666666666,0.1927710843373494,0.905229166666666
15657,feedback_development,6,0.9156356939160986,0.95,0.95,0.95,0.13341622194679695,0.8764044943820225,0.03333333333333333,0.1797752808988764,0.9089483333333331
15658,static_quality,1,0.58,0.24,0.34,0.4,0.62,0.7317073170731707,0.18166666666666667,0.36585365853658536,0.8084966666666619
15658,static_quality,2,0.58,0.24,0.34,0.4,0.62,0.7252747252747253,0.17666666666666667,0.3516483516483517,0.7988216666666629
15658,static_quality,3,0.58,0.24,0.34,0.4,0.62,0.6923076923076923,0.18083333333333335,0.4175824175824176,0.768297499999996
15658,static_quality,4,0.58,0.24,0.34,0.4,0.62,0.6041666666666666,0.19666666666666666,0.4791666666666667,0.7248691666666627
15658,static_quality,5,0.58,0.24,0.34,0.4,0.62,0.7358490566037735,0.1725,0.4056603773584906,0.7448683333333295
15658,static_quality,6,0.58,0.24,0.34,0.4,0.62,0.5662650602409639,0.18166666666666667,0.5180722891566265,0.7433074999999967
15658,linear_development,1,0.7360851421494246,0.44421658757974025,0.5419584693408157,0.561223621773479,0.48944494393761034,0.7530864197530864,0.125,0.35802469135802467,0.8250858333333304
15658,linear_development,2,0.7918769882804726,0.603226090048164,0.6909257863057912,0.6867574395117091,0.39160466557544893,0.7906976744186046,0.105,0.3488372093023256,0.823830833333331
15658,linear_development,3,0.8402678579443317,0.7380589098677665,0.8096464769031162,0.7932044025271845,0.2907397136377652,0.8241758241758241,0.07916666666666666,0.24175824175824176,0.8693074999999986
15658,linear_development,4,0.878399340997707,0.8438892936492443,0.895960971102917,0.8767547055125617,0.2032779131437035,0.8846153846153846,0.07833333333333334,0.17307692307692307,0.889688333333332
15658,linear_development,5,0.8970407895271725,0.9029585993822624,0.940270769327336,0.9233883679333658,0.17575307447941652,0.8857142857142857,0.0425,0.24761904761904763,0.8573724999999986
15658,linear_development,6,0.9076496561603496,0.9389467686409908,0.95,0.95,0.1470452813995655,0.865979381443299,0.03833333333333333,0.20618556701030927,0.8879666666666659
15658,interaction_development,1,0.6781729343169152,0.4475512880542618,0.54516476005543,0.563856280042838,0.48069183789745545,0.7468354430379747,0.1575,0.3291139240506329,0.8331508333333296
15658,interaction_development,2,0.7862538268330477,0.603226090048164,0.6909257863057912,0.6867574395117091,0.3815436108956711,0.8,0.11833333333333333,0.3125,0.846476666666664
15658,interaction_development,3,0.8556691452668349,0.7284277914265155,0.8014520404437302,0.7856008879683024,0.30022623237120233,0.8837209302325582,0.08583333333333333,0.26744186046511625,0.8631999999999976
15658,interaction_development,4,0.8894456146516998,0.8174479583456778,0.8751134038199616,0.8558799671150091,0.23001418732603793,0.9259259259259259,0.043333333333333335,0.18518518518518517,0.9118649999999989
15658,interaction_development,5,0.9063327721001267,0.8878798085600096,0.9293023534108882,0.9114840593894817,0.1842529140900793,0.8867924528301887,0.04666666666666667,0.2358490566037736,0.8611283333333318
15658,interaction_development,6,0.9130907027174187,0.9277413419810552,0.95,0.9429536910376756,0.15585763094853464,0.8791208791208791,0.04416666666666667,0.1978021978021978,0.8970566666666665
15658,feedback_development,1,0.734068283119139,0.6134897912566951,0.658909721184914,0.5664731423625811,0.48908696555336423,0.6888888888888889,0.14916666666666667,0.4,0.7851566666666638
15658,feedback_development,2,0.8595264617319791,0.8499128471745311,0.8619430950392304,0.7103298378391875,0.3590358522993359,0.8681318681318682,0.0875,0.26373626373626374,0.8578841666666644
15658,feedback_development,3,0.8994546688697878,0.95,0.95,0.8144349393669134,0.2543608297046652,0.8636363636363636,0.051666666666666666,0.1590909090909091,0.9151616666666662
15658,feedback_development,4,0.9098757974342004,0.95,0.95,0.8832524416706583,0.1766993757413312,0.9186046511627907,0.041666666666666664,0.10465116279069768,0.9422933333333336
