seed,model,final_A_TF,final_R_ethical,final_H_self,final_capture_resistance,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,external_capture_rate,early_R_gain,late_R_gain
11814,one_way_thirdfactor_to_ethicalsense,0.22,0.5,0.9,0.1,0.47541666666666665,0.44317096466093603,-0.010416666666666666,0.7034813925570228,-0.040000000000000036,0.0
11814,bidirectional_codevelopment,0.1,0.5,0.9,0.1,0.4870833333333333,0.4454628780934922,-0.017083333333333332,0.6919315403422983,-0.040000000000000036,0.0
11815,no_codevelopment,0.22,0.54,0.68,0.28,0.495,0.44938505203405865,0.01,0.6847697756788665,0.0,0.0
11815,one_way_thirdfactor_to_ethicalsense,0.22,0.5,0.9,0.1,0.47791666666666666,0.43026706231454004,-0.0020833333333333333,0.6878612716763006,-0.040000000000000036,0.0
11815,bidirectional_codevelopment,0.1,0.5,0.9,0.1,0.47875,0.4069223573433115,-0.04958333333333333,0.6935483870967742,-0.040000000000000036,0.0
11816,no_codevelopment,0.22,0.54,0.68,0.28,0.495,0.4830357142857143,0.0125,0.6798088410991637,0.0,0.0
11816,one_way_thirdfactor_to_ethicalsense,0.22,0.5,0.9,0.1,0.47375,0.40816326530612246,-0.057916666666666665,0.711217183770883,-0.040000000000000036,0.0
11816,bidirectional_codevelopment,0.1,0.5,0.9,0.1,0.495,0.4522058823529412,-0.0016666666666666668,0.6769964243146603,-0.040000000000000036,0.0
11817,no_codevelopment,0.22,0.54,0.68,0.28,0.49083333333333334,0.4380242311276794,-0.011666666666666667,0.7097156398104265,0.0,0.0
11817,one_way_thirdfactor_to_ethicalsense,0.22,0.5,0.9,0.1,0.48125,0.4441366574330563,-0.020416666666666666,0.7070588235294117,-0.040000000000000036,0.0
