seed,model,phase,A_TF,R_ethical,H_self,capture_resistance,R_gain_in_phase
11838,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11839,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11839,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11839,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11839,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11839,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11839,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11839,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11839,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11839,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11839,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11839,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11839,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11839,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11839,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11839,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11839,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11839,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11839,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11840,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11840,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11840,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11840,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11840,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11840,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11840,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11840,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11840,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11840,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11840,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11840,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11840,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11840,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11840,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11840,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11840,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11840,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11841,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11841,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11841,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11841,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11841,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11841,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11841,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11841,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11841,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11841,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11841,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11841,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11841,bidirectional_codevelopment,1,0.1,0.5018,0.9,0.1,-0.03820000000000001
11841,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,-0.0018000000000000238
11841,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11841,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11841,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11841,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11842,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11842,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11842,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11842,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11842,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11842,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11842,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11842,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11842,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11842,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11842,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11842,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11842,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11842,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11842,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11842,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11842,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11842,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11843,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11843,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11843,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11843,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11843,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11843,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11843,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11843,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11843,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11843,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11843,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11843,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11843,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11843,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11843,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11843,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11843,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11843,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11844,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11844,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11844,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11844,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11844,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11844,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11844,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11844,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11844,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11844,one_way_thirdfactor_to_ethicalsense,4,0.22,0.50396,0.9,0.1,0.0039599999999999635
11844,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,-0.0039599999999999635
11844,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11844,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11844,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11844,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11844,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11844,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11844,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11845,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11845,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11845,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11845,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11845,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11845,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11845,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11845,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11845,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11845,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11845,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11845,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11845,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11845,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11845,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11845,bidirectional_codevelopment,4,0.1,0.5018,0.9,0.1,0.0018000000000000238
11845,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,-0.0018000000000000238
11845,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11846,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11846,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11846,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11846,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11846,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11846,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11846,one_way_thirdfactor_to_ethicalsense,1,0.22,0.50396,0.9,0.1,-0.03604000000000007
11846,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,-0.0039599999999999635
11846,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11846,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11846,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11846,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11846,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11846,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11846,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11846,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11846,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11846,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11847,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11847,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11847,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11847,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11847,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11847,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11847,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11847,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11847,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11847,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11847,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11847,one_way_thirdfactor_to_ethicalsense,6,0.22,0.50396,0.9,0.1,0.0039599999999999635
11847,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11847,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11847,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11847,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11847,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11847,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11848,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11848,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11848,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11848,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11848,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11848,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11848,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11848,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11848,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11848,one_way_thirdfactor_to_ethicalsense,4,0.22,0.50396,0.9,0.1,0.0039599999999999635
11848,one_way_thirdfactor_to_ethicalsense,5,0.22,0.50396,0.9,0.1,0.0
11848,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,-0.0039599999999999635
11848,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11848,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11848,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11848,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11848,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11848,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11849,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11849,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11849,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11849,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11849,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11849,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11849,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11849,one_way_thirdfactor_to_ethicalsense,2,0.22,0.50396,0.9,0.1,0.0039599999999999635
11849,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,-0.0039599999999999635
11849,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11849,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11849,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11849,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11849,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11849,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11849,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11849,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11849,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11850,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11850,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11850,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11850,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11850,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11850,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11850,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11850,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11850,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11850,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11850,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11850,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11850,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11850,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11850,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11850,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11850,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11850,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11851,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11851,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11851,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11851,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11851,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11851,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11851,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11851,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11851,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11851,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11851,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5079199999999999,0.9,0.1,0.007919999999999927
11851,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,-0.007919999999999927
11851,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11851,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11851,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11851,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11851,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11851,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11852,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11852,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11852,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11852,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11852,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11852,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11852,one_way_thirdfactor_to_ethicalsense,1,0.22,0.50396,0.9,0.1,-0.03604000000000007
11852,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,-0.0039599999999999635
11852,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11852,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11852,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11852,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11852,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11852,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11852,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11852,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11852,bidirectional_codevelopment,5,0.1,0.5018,0.9,0.1,0.0018000000000000238
11852,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,-0.0018000000000000238
11853,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11853,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11853,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11853,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11853,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11853,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11853,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11853,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11853,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11853,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11853,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11853,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11853,bidirectional_codevelopment,1,0.1,0.5018,0.9,0.1,-0.03820000000000001
11853,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,-0.0018000000000000238
11853,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11853,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11853,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11853,bidirectional_codevelopment,6,0.1,0.5018,0.9,0.1,0.0018000000000000238
11854,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11854,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11854,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11854,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11854,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11854,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11854,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11854,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11854,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11854,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11854,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11854,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11854,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11854,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11854,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11854,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11854,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11854,bidirectional_codevelopment,6,0.1,0.5018,0.9,0.1,0.0018000000000000238
11855,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11855,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11855,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11855,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11855,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11855,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11855,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11855,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11855,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11855,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11855,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11855,one_way_thirdfactor_to_ethicalsense,6,0.22,0.5,0.9,0.1,0.0
11855,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11855,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11855,bidirectional_codevelopment,3,0.1,0.5018,0.9,0.1,0.0018000000000000238
11855,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,-0.0018000000000000238
11855,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11855,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11856,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11856,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11856,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11856,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11856,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11856,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11856,one_way_thirdfactor_to_ethicalsense,1,0.22,0.50396,0.9,0.1,-0.03604000000000007
11856,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,-0.0039599999999999635
11856,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11856,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5079199999999999,0.9,0.1,0.007919999999999927
11856,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,-0.007919999999999927
11856,one_way_thirdfactor_to_ethicalsense,6,0.22,0.50396,0.9,0.1,0.0039599999999999635
11856,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11856,bidirectional_codevelopment,2,0.1,0.5,0.9,0.1,0.0
11856,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,0.0
11856,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11856,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11856,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11857,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11857,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11857,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11857,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11857,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11857,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11857,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11857,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11857,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
11857,one_way_thirdfactor_to_ethicalsense,4,0.22,0.5,0.9,0.1,0.0
11857,one_way_thirdfactor_to_ethicalsense,5,0.22,0.5,0.9,0.1,0.0
11857,one_way_thirdfactor_to_ethicalsense,6,0.22,0.50396,0.9,0.1,0.0039599999999999635
11857,bidirectional_codevelopment,1,0.1,0.5,0.9,0.1,-0.040000000000000036
11857,bidirectional_codevelopment,2,0.1,0.5018,0.9,0.1,0.0018000000000000238
11857,bidirectional_codevelopment,3,0.1,0.5,0.9,0.1,-0.0018000000000000238
11857,bidirectional_codevelopment,4,0.1,0.5,0.9,0.1,0.0
11857,bidirectional_codevelopment,5,0.1,0.5,0.9,0.1,0.0
11857,bidirectional_codevelopment,6,0.1,0.5,0.9,0.1,0.0
11858,no_codevelopment,1,0.22,0.54,0.68,0.28,0.0
11858,no_codevelopment,2,0.22,0.54,0.68,0.28,0.0
11858,no_codevelopment,3,0.22,0.54,0.68,0.28,0.0
11858,no_codevelopment,4,0.22,0.54,0.68,0.28,0.0
11858,no_codevelopment,5,0.22,0.54,0.68,0.28,0.0
11858,no_codevelopment,6,0.22,0.54,0.68,0.28,0.0
11858,one_way_thirdfactor_to_ethicalsense,1,0.22,0.5,0.9,0.1,-0.040000000000000036
11858,one_way_thirdfactor_to_ethicalsense,2,0.22,0.5,0.9,0.1,0.0
11858,one_way_thirdfactor_to_ethicalsense,3,0.22,0.5,0.9,0.1,0.0
