condition,seed,credit_mae_vs_oracle,sparse_credit_mae,decision_error_rate,boundary_decision_error_rate,probe_bundles_per_process,probe_decision_change_rate,probe_helpful_rate,probe_harmful_rate,net_decision_value,transfer_stability,composite,oracle_gap
BOUNDARY_GATED,27111.5,0.048958143228735096,0.07265814814140242,0.04696800595238095,0.05836033319003119,1.515625,0.20766438422688424,0.11419483294483294,0.09346955128205127,0.9523553757440476,0.6858258928571429,0.648599424636097,0.1914005753639032
COUNTERFACTUAL_SWITCH_GATED,27111.5,0.04953167323008509,0.07378611339359029,0.046130952380952384,0.05734055124542295,0.9270833333333334,0.398653083028083,0.2729281135531135,0.12572496947496947,0.9534551711309524,0.6716889880952381,0.7010915239294914,0.13890847607050882
EXPECTED_LOSS_VOI_GATED,27111.5,0.04851535458840187,0.07246067342868169,0.0466889880952381,0.058084242400021684,1.5208333333333333,0.12787854506604507,0.07650468744218744,0.05137385762385762,0.952632068452381,0.6793154761904763,0.6338610309301639,0.2061389690698363
NO_PROBE,27111.5,0.06512609860894493,0.11528555838484215,0.07803199404761905,0.0999551177028109,0.0,0.0,0.0,0.0,0.9219680059523809,0.45777529761904767,0.5432070375065873,0.2967929624934129
ORACLE_HELPFUL_GATED,27111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8400000000000002,0.0
UNCERTAINTY_GATED,27111.5,0.05113350529588628,0.07140263917215887,0.05031622023809524,0.06237235688515235,0.75,0.09722222222222221,0.03472222222222222,0.0625,0.9493489583333333,0.6776413690476191,0.6387464331730635,0.20125356682693674
