metric,value
helpful_base_rate,0.03692567567567567
harmful_base_rate,0.03472972972972973
helpful_auc,0.8811076279371814
helpful_ap,0.2680562955654448
harmful_auc,0.7456777814772763
harmful_ap,0.19323902920790897
helpful_ece,0.08516139997371938
harmful_ece,0.0837351737509521
score_zero_compression,0.1101463963963964
score_net_gain_spearman,0.9945054945054945
helpful_harmful_overlap,0.7626641098148853
