threshold,override_rate,helpful_precision,helpful_recall,harmful_rate,help_harm_ratio,overall_error,shift_error,stationary_error,recent_strong_error,pareto
-0.05,0.5041291291291291,0.04667907669396873,0.416710981122042,0.02883842144452718,1.6186418796798347,0.09290165165165165,0.1076440329218107,0.05694444444444444,0.20711805555555557,1
0.0,0.050405405405405404,0.25729818290140005,0.22965966498271737,0.10142984807864164,2.536710719530103,0.09403903903903904,0.10927469135802469,0.05875,0.22892361111111112,1
0.02,0.022905405405405404,0.39904949196984596,0.1618585482584419,0.1281547033759423,3.1138107416879794,0.0956906906906907,0.1116872427983539,0.05763888888888889,0.24079861111111112,1
0.05,0.00963963963963964,0.4941588785046729,0.08435256580696623,0.12071651090342679,4.093548387096774,0.0982957957957958,0.11531378600823046,0.0575,0.25614583333333335,1
0.08,0.00378003003003003,0.5849056603773585,0.039151821324115925,0.11717974180734857,4.991525423728813,0.10012762762762763,0.11798868312757202,0.05652777777777778,0.26756944444444447,1
0.12,0.0008145645645645645,0.6589861751152074,0.009505450678011167,0.0967741935483871,6.809523809523809,0.10143768768768768,0.11989197530864197,0.05652777777777778,0.27625,1
