condition,seed,reasoning_accuracy,goal_shift,identity_privilege_rate,role_permutation_consistency,relevant_asymmetry_accuracy,costly_other_harm_rate,reward_capture_rate,conflict_resolution_rate,reward_efficiency,common_good,composite
FULL_THIRD_FACTOR_LEGITIMACY,22139.5,0.8805560344827587,0.8396452643613795,0.598555997671656,0.401444002328344,0.5104886081043639,0.0626155413006908,0.3843671762740427,0.8975548150196415,0.8217175157561109,0.2183167742014501,0.6503922554147843
REWARD_AS_AUTHORITY,22139.5,0.8805560344827587,0.0,1.0,0.0,0.5002509721838714,1.0,1.0,0.4191726916078813,1.0249895232025652,-0.3430329895509872,0.1895281437744074
REWARD_FACT_ONLY,22139.5,0.8805560344827587,0.0,1.0,0.0,0.5002509721838714,1.0,1.0,0.4191726916078813,1.0249895232025652,-0.3430329895509872,0.1895281437744074
TRANSFERABILITY_FILTER,22139.5,0.8805560344827587,0.0,0.7666624906726847,0.2333375093273152,0.5002509721838714,0.999244130875271,0.8596275562440653,0.4191726916078813,0.988610972115335,-0.2448090219697334,0.2686848472395523
TRANSFERABILITY_REVISABLE,22139.5,0.8805560344827587,0.8396452643613795,0.5985200821134363,0.4014799178865637,0.5002122955773833,0.0696445047968406,0.3871547113322003,0.4191726916078813,0.8476170603112549,0.1101487122481388,0.5952401261278399
