condition,seed,empty_detection_recall,empty_detection_precision,meta_conflict_brier,probe_rate,probe_precision,transform_rate,transform_precision,forced_violation_rate,high_stakes_protection_rate,false_alarm_intervention_rate,reward_efficiency,common_good,composite
BINARY_EMPTY_SET,22439.5,0.4181704170504847,0.990594342279132,0.164335596398966,0.0,0.0,0.0,0.0,0.2872068965517241,0.0,0.0,0.9306560662038018,-0.1535965517241315,0.5110741107020802
CONTINUOUS_CONFLICT,22439.5,0.6814472421796325,0.9394277372095742,0.164335596398966,0.0,0.0,0.0,0.0,0.0,0.6361055964784954,0.1145629772183773,0.8076844000217595,0.1349330818965564,0.6642859241240343
CONTINUOUS_PLUS_PROBE,22439.5,0.6814472421796325,0.9394277372095742,0.164335596398966,0.7171012931034483,0.44954186025935,0.0,0.0,0.0258340517241379,0.9959403697243406,0.217961100389531,0.7313562347020025,0.3668621767241568,0.7006195460929661
CONTINUOUS_PLUS_PROBE_TRANSFORM,22439.5,0.6814472421796325,0.9394277372095742,0.164335596398966,0.7171012931034483,0.44954186025935,0.2181810344827586,0.9998823881752156,0.2007629310344827,0.99428703868934,0.0,0.8143518497903759,0.3457955818965633,0.7640566543768672
METACOGNITION_ONLY,22439.5,0.6814472421796325,0.9394277372095742,0.164335596398966,0.0,0.0,0.0,0.0,0.0,0.7930873784240935,0.3616470924537002,0.7688957327127464,0.222614008620704,0.6709710305676422
