policy,median_first_provisional_mid,median_first_identified_strong,false_identification_rate,median_revocation_delay,final_identified_false_rate,mean_state_changes,mean_cost,true_shift_unknown_fraction
STATIC_THREE_ZONE,2.0,6.0,0.3425925925925926,0.0,0.0023148148148148147,3.631076388888889,0.2366840277777778,0.3672839506172839
HYSTERESIS_V375,8.0,12.0,0.1261574074074074,1.0,0.0,2.2821180555555554,0.2590827546296296,0.5536265432098766
INDEPENDENT_CONFIRMATION,8.0,12.0,0.17592592592592593,1.0,0.0011574074074074073,2.4019097222222223,0.25891878858024686,0.5486111111111112
