condition,seed,probe_rate,probe_precision,decision_flip_yield,transform_rate,transform_precision,high_stakes_protection_rate,unnecessary_intervention_rate,reward_efficiency,common_good,composite
BOUNDARY_PROBE_ONLY,23019.5,0.5444791666666667,0.6216094627047812,0.5237796330094445,0.0,0.0,0.3589841628894647,0.0018495201896336657,0.8074695335002182,0.2358226388888888,0.5250520565733287
DUAL_GATE,23019.5,0.5444791666666667,0.6216094627047812,0.5237796330094445,0.16005555555555556,1.0,0.930269103459317,0.0018495201896336657,0.8113640692022077,0.38575847222222787,0.716303561376457
DUAL_GATE_PLUS_PROTECTION,23019.5,0.5444791666666667,0.6216094627047812,0.5237796330094445,0.16005555555555556,1.0,0.9991021309176146,0.0018495201896336657,0.8063717947220711,0.41147083333334145,0.7292385441161413
TRANSFORM_ONLY,23019.5,0.0,0.0,0.0,0.16005555555555556,1.0,0.829011403098667,0.0018677152405798085,0.8347258717758745,0.30036597222222206,0.6369021132368571
UNCERTAINTY_PROBE,23019.5,0.35818055555555556,0.161294585617139,0.40343180784830823,0.0,0.0,0.4214737438857554,0.0016675570383755383,0.815009227117854,0.22375944444444604,0.4906604244412011
