policy,overall_error,stationary_error,shift_error,pulse_error,local_rate,meso_rate,global_rate
FIXED_MESO18,0.17466666666666666,0.11483333333333334,0.19719753086419756,0.11372222222222222,0.0,1.0,0.0
V390_CHANGE_EVIDENCE,0.18048648648648652,0.0836666666666667,0.21290123456790125,0.09400000000000001,0.38603603603603603,0.1997747747747748,0.4141891891891892
V391_UNCONDITIONAL_VALUE,0.17311711711711714,0.15316666666666665,0.18046296296296296,0.1532962962962963,0.3065315315315315,0.6876126126126126,0.005855855855855856
V392_CONDITIONAL_VALUE,0.18104504504504504,0.05733333333333333,0.22015432098765433,0.07746296296296296,0.11171171171171171,0.5105855855855855,0.3777027027027027
ORACLE_BEST_SCALE,0.10631981981981983,0.036166666666666666,0.12932098765432098,0.04511111111111111,0.5045045045045045,0.3130630630630631,0.18243243243243243
