policy,median_first_identified_strong,false_identification_rate,final_identified_false_rate,median_revocation_delay,mean_wrong_full_rate,mean_identified_rate,mean_unknown_rate,mean_provisional_rate,mean_cost
INCREMENTAL_V388,18.0,0.07523148148148148,0.0023148148148148147,0.0,0.003375771604938272,0.058834876543209874,0.02527006172839506,0.9158950617283952,0.22087287808641978
ASYMMETRIC_CONFIRM_CONTRADICT,18.0,0.07523148148148148,0.0023148148148148147,0.0,0.003375771604938272,0.058641975308641965,0.02719907407407407,0.9141589506172839,0.22081307870370373
