policy,overall_error,stationary_error,shift_error,pulse_error,local_rate,meso_rate,global_rate
FIXED_MESO18,0.09962087087087088,0.04861111111111111,0.11778806584362139,0.05078703703703704,0.0,1.0,0.0
V394_CONTINUOUS_ACTION_SELECTOR,0.08562687687687688,0.05347222222222222,0.09847222222222222,0.05066358024691358,0.35362612612612615,0.4472822822822823,0.1990915915915916
V395_SELECTIVE_OVERRIDE,0.08662912912912912,0.05333333333333334,0.09968621399176955,0.05115740740740741,0.1455855855855856,0.8250262762762762,0.029388138138138137
ORACLE_PER_DECISION_SCALE,0.044204204204204206,0.010972222222222222,0.05737654320987654,0.00837962962962963,0.03290915915915916,0.9445833333333333,0.022507507507507508
