policy,overall_error,stationary_error,shift_error,pulse_error,local_rate,meso_rate,global_rate
FIXED_MESO18,0.1727027027027027,0.12916666666666668,0.19258024691358025,0.1179074074074074,0.0,1.0,0.0
V392_GLOBAL_REGIME_CONDITIONAL,0.17703603603603602,0.065,0.21403703703703705,0.07848148148148149,0.12477477477477478,0.4713963963963964,0.4038288288288288
V393_MULTISCALE_BELIEF,0.16807657657657657,0.14400000000000002,0.17838271604938272,0.13983333333333334,0.25045045045045045,0.6259009009009009,0.12364864864864865
ORACLE_BEST_SCALE,0.10538738738738739,0.038000000000000006,0.12780864197530864,0.045611111111111116,0.502927927927928,0.309009009009009,0.18806306306306306
