world,delta,L,selected_scale,oracle_scale,pred8,pred18,pred128,err8,err18,err128
SINGLE_SHIFT,0.55,24,18,8,0.22069061686718194,0.1528646721496653,0.3455633606596998,0.08,0.22,0.14
SINGLE_SHIFT,0.55,24,18,18,0.18757390195266035,0.1344260601513484,0.29001610931409433,0.04,0.0,0.58
SINGLE_SHIFT,0.55,36,18,128,0.20038912415757587,0.15188806679391414,0.3282098839890392,0.4,0.3,0.08
SINGLE_SHIFT,0.55,36,18,18,0.24508473369304346,0.1854328240533318,0.2502940051523573,0.46,0.08,0.66
SINGLE_SHIFT,0.55,36,18,18,0.16754239065198528,0.15728416088926336,0.277538151611303,0.18,0.02,0.06
SINGLE_SHIFT,0.55,36,18,18,0.1996368112302213,0.1632612439442766,0.18493393382167927,0.6,0.2,0.54
SINGLE_SHIFT,0.55,36,18,8,0.21292418909407984,0.16543533976949046,0.2068961343845329,0.04,0.04,0.04
SINGLE_SHIFT,0.55,36,18,8,0.19486972480627196,0.18653486531678984,0.2710140044706706,0.12,0.2,0.42
SINGLE_SHIFT,0.55,36,18,8,0.1911999081484985,0.18424517851597202,0.23896225155543901,0.1,0.1,0.1
SINGLE_SHIFT,0.55,36,18,18,0.19159289077585887,0.17776672789533182,0.1975578068534413,0.62,0.36,0.54
SINGLE_SHIFT,0.55,48,18,18,0.19545216797183987,0.16307768208257484,0.26628626303494507,0.24,0.06,0.08
SINGLE_SHIFT,0.55,48,8,8,0.16046511260240728,0.1718705710349678,0.23328258070438346,0.02,0.34,0.66
SINGLE_SHIFT,0.55,48,18,18,0.17278980413342818,0.1715023903105728,0.2564288833357471,0.16,0.04,0.04
SINGLE_SHIFT,0.55,48,18,8,0.20926221757204408,0.15521087021291718,0.24372391459384607,0.0,0.0,0.5
SINGLE_SHIFT,0.55,48,18,128,0.1655028110470269,0.1404943694739153,0.238972371882018,0.22,0.08,0.04
SINGLE_SHIFT,0.55,48,8,18,0.17654721354985536,0.18491188767847352,0.19218970094440924,0.54,0.38,0.42
SINGLE_SHIFT,0.55,48,18,8,0.20092604181880636,0.16332040202605974,0.18926221352928277,0.1,0.1,0.1
SINGLE_SHIFT,0.55,48,18,18,0.18919828318423335,0.14320311068025116,0.21857738554885509,0.22,0.12,0.48
SINGLE_SHIFT,0.8,2,18,8,0.2793065444729761,0.2521734521801673,0.32143479350998433,0.08,0.08,0.08
SINGLE_SHIFT,0.8,2,8,8,0.17341896818895758,0.22786974974965163,0.26812566587830156,0.7,0.82,0.82
SINGLE_SHIFT,0.8,2,8,8,0.16986274904535228,0.17292697070704827,0.18705188751169796,0.08,0.1,0.1
SINGLE_SHIFT,0.8,2,18,8,0.180382794736736,0.18021275476352325,0.21544905033793443,0.72,0.72,0.76
SINGLE_SHIFT,0.8,2,18,8,0.20201972606473317,0.16112915421125595,0.17896038318534452,0.08,0.08,0.08
SINGLE_SHIFT,0.8,2,18,8,0.18519932691076418,0.15338113508451923,0.1717833122333729,0.56,0.56,0.56
SINGLE_SHIFT,0.8,2,18,8,0.1759636239917099,0.15842590950636953,0.16648689045049658,0.14,0.14,0.14
SINGLE_SHIFT,0.8,2,18,128,0.19681634637505674,0.16230479321821972,0.18816950944626068,0.66,0.66,0.64
SINGLE_SHIFT,0.8,4,8,8,0.17497208633844188,0.22058757695511066,0.21941840279879818,0.08,0.08,0.08
SINGLE_SHIFT,0.8,4,18,8,0.22415096418797575,0.20646470942097545,0.2746542349335346,0.78,0.78,0.82
