condition,seed,correlated_burst_authority_change,independent_convergence_authority_change,independence_ratio,correlated_overcount_rate,independent_detection_rate,reversal_recovery,saturation_rate,transfer_stability,authority_stability,evidence_efficiency,baseline_updates,correlated_updates,independent_updates,reversal_updates,final_authority_mean,composite
CONTEXT_NOVELTY,25511.5,0.1496565755208334,0.04734375000000002,0.3281985421154642,0.0,0.9394380927744379,0.9083513205866637,0.0026041666666666665,0.9283553059895834,0.9086497395833333,0.5740987452229304,15.5,74.45833333333333,23.416666666666668,77.79166666666667,0.5704305013020833,0.5493031491132657
PROVENANCE_AWARE,25511.5,0.14459309895833325,0.053189127604166664,0.3813808536620034,0.060655265521309315,0.9280530211020852,0.8990033976049233,0.0026041666666666665,0.9322721354166666,0.9111744791666667,0.514125917152175,16.833333333333332,81.125,29.458333333333332,84.5,0.5663557942708334,0.5456148979770247
PROVENANCE_PLUS_CONTEXT,25511.5,0.13874586177935,0.056811848806027354,0.4261937334622075,0.0,1.0,0.8840715082736211,0.0026041666666666665,0.9333546793282537,0.9182197205892729,0.5369664759128113,14.5,74.79166666666667,30.083333333333332,80.41666666666667,0.5669155515754739,0.5616833165415627
RAW_COUNTING,25511.5,0.16699218750000008,0.014726562500000004,0.09107347078929552,0.3070653910046253,0.6187881435542004,0.985828081232493,0.010416666666666666,0.9331380208333333,0.8197916666666666,0.6799250476705835,27.0,61.083333333333336,6.375,72.79166666666667,0.6141536458333333,0.47951677747700533
