condition,seed,probe_rate,probe_precision,decision_flip_yield,wasted_probe_rate,forced_violation_rate,high_stakes_protection_rate,transform_rate,reward_efficiency,common_good,composite
CHANNEL_SPECIFIC_VOI,22819.5,0.5624485294117647,0.7833555464995875,0.5053948712586959,0.49460512874130413,0.0,0.9846116429674462,0.0,0.7731832040665818,0.31803132352941293,0.7082367238585894
CHANNEL_SPECIFIC_VOI_PLUS_TRANSFORM,22819.5,0.5624485294117647,0.7833555464995875,0.5053948712586959,0.49460512874130413,0.0,1.0,0.1395,0.7740406877115238,0.44601566176470875,0.7135143592866228
GLOBAL_VOI,22819.5,0.5365,0.821233804561623,0.5159282655004047,0.48407173449959534,0.0,0.9846116429674462,0.0,0.7745413498929838,0.3139943382352953,0.7177412006180937
LOW_CONFIDENCE_PROBE,22819.5,0.613639705882353,0.7148079692119447,0.4077193462334295,0.5922806537665706,0.0,0.9840156488962937,0.0,0.7863243415068413,0.29034904411764917,0.6728579918803901
UNCERTAINTY_PROBE,22819.5,0.7170661764705882,0.6086584229241402,0.3786701688724042,0.6213298311275959,0.0,0.9802566683711802,0.0,0.7816809390526851,0.30275691176470737,0.6421271121885768
