policy,authority_cost,wrong_full_rate,unknown_rate,provisional_rate,identified_rate
RELATIVE_THRESHOLDS,0.28798141891891893,0.22635135135135134,0.0,0.23001126126126126,0.7699887387387387
PREQUENTIAL_HARD_GATE,0.29666948198198195,0.17173423423423423,0.3026463963963964,0.13119369369369369,0.5661599099099099
DECISION_THEORETIC_CALIBRATED,0.210213963963964,0.00028153153153153153,0.134009009009009,0.861204954954955,0.004786036036036036
